ticker,branch_id
SCHE,3d RSI SCHE LT13 - L SCHE
SCHO,3d RSI SCHO LT27 - L SCHO
SCHP,20d RSI SCHP LT49 - L SCHP
SCHV,4d RSI SCHV LT18 - L SCHV
SCHZ,3d RSI SCHZ LT15 - L SCHZ
SCO,4d RSI SCO LT11 - L SCO
SDIV,19d RSI SDIV LT39 - L SDIV
SGOL,7d RSI SGOL LT35 - L SGOL
SHLD,7d RSI SHLD LT27 - L SHLD
SHNY,18d RSI SHNY LT47 - L SHNY
SHYG,3d RSI SHYG LT12 - L SHYG
SILJ,11d RSI SILJ LT42 - L SILJ
SIVR,21d RSI SIVR LT56 - L SIVR
SKYY,11d RSI SKYY LT27 - L SKYY
SLQD,3d RSI SLQD LT36 - L SLQD
SLV,21d RSI SLV LT56 - L SLV
SLVP,20d RSI SLVP LT50 - L SLVP
SMH,3d RSI SMH LT15 - L SMH
SMIN,7d RSI SMIN LT21 - L SMIN
SOXX,11d RSI SOXX LT38 - L SOXX
SPAB,4d RSI SPAB LT20 - L SPAB
SPDW,20d RSI SPDW LT42 - L SPDW
SPEM,5d RSI SPEM LT20 - L SPEM
SPHY,3d RSI SPHY LT11 - L SPHY
SPIB,7d RSI SPIB LT32 - L SPIB
SPIP,12d RSI SPIP LT43 - L SPIP
SPLB,5d RSI SPLB LT36 - L SPLB
SPPP,16d RSI SPPP LT50 - L SPPP
SPSB,14d RSI SPSB LT69 - L SPSB
SPTI,3d RSI SPTI LT13 - L SPTI
SPTS,5d RSI SPTS LT40 - L SPTS
SPYG,9d RSI SPYG LT27 - L SPYG
STIP,4d RSI STIP LT24 - L STIP
SUB,3d RSI SUB LT10 - L SUB
SUSB,5d RSI SUSB LT63 - L SUSB
SUSC,13d RSI SUSC LT59 - L SUSC
TAIL,12d RSI TAIL LT35 - L TAIL
TDTF,17d RSI TDTF LT44 - L TDTF
TDTT,21d RSI TDTT LT48 - L TDTT
TFLO,3d RSI TFLO LT69 - L TFLO
TIP,17d RSI TIP LT46 - L TIP
TIPX,16d RSI TIPX LT44 - L TIPX
TOTL,3d RSI TOTL LT17 - L TOTL
UAE,9d RSI UAE LT27 - L UAE
UBND,3d RSI UBND LT15 - L UBND
UDN,14d RSI UDN LT35 - L UDN
UGL,17d RSI UGL LT48 - L UGL
ULST,15d RSI ULST LT54 - L ULST
USDU,3d RSI USDU LT16 - L USDU
USFR,3d RSI USFR LT70 - L USFR
USIG,21d RSI USIG LT59 - L USIG
USTB,17d RSI USTB LT68 - L USTB
UUP,3d RSI UUP LT12 - L UUP
VCIT,16d RSI VCIT LT61 - L VCIT
VCLT,3d RSI VCLT LT14 - L VCLT
VEU,19d RSI VEU LT42 - L VEU
VGK,4d RSI VGK LT20 - L VGK
VIXM,15d RSI VIXM LT39 - L VIXM
VNLA,5d RSI VNLA LT67 - L VNLA
VNM,14d RSI VNM LT60 - L VNM
VNQI,7d RSI VNQI LT46 - L VNQI
VOE,3d RSI VOE LT13 - L VOE
VOOG,13d RSI VOOG LT32 - L VOOG
VRP,7d RSI VRP LT61 - L VRP
VSS,4d RSI VSS LT17 - L VSS
VTC,12d RSI VTC LT36 - L VTC
VTIP,7d RSI VTIP LT40 - L VTIP
VTV,3d RSI VTV LT15 - L VTV
VXUS,19d RSI VXUS LT42 - L VXUS
VYMI,14d RSI VYMI LT43 - L VYMI
XCEM,3d RSI XCEM LT13 - L XCEM
XHB,4d RSI XHB LT13 - L XHB
XLB,3d RSI XLB LT17 - L XLB
XLF,3d RSI XLF LT15 - L XLF
XLG,4d RSI XLG LT10 - L XLG
XLI,3d RSI XLI LT16 - L XLI
XLK,8d RSI XLK LT26 - L XLK
XLU,5d RSI XLU LT18 - L XLU
XLV,8d RSI XLV LT35 - L XLV
XME,19d RSI XME LT43 - L XME
XSOE,3d RSI XSOE LT12 - L XSOE
XYLD,4d RSI XYLD LT10 - L XYLD
YYY,17d RSI YYY LT42 - L YYY
