ticker,branch_id
GVI,5d RSI GVI LT25 - L GVI
GVIP,3d RSI GVIP LT16 - L GVIP
GWX,4d RSI GWX LT14 - L GWX
GXC,19d RSI GXC LT40 - L GXC
HACK,4d RSI HACK LT11 - L HACK
HAP,21d RSI HAP LT44 - L HAP
HAUZ,14d RSI HAUZ LT46 - L HAUZ
HAWX,15d RSI HAWX LT42 - L HAWX
HDEF,3d RSI HDEF LT18 - L HDEF
HDGE,10d RSI HDGE LT29 - L HDGE
HDV,3d RSI HDV LT16 - L HDV
HEDJ,16d RSI HEDJ LT41 - L HEDJ
HEWJ,18d RSI HEWJ LT44 - L HEWJ
HEZU,15d RSI HEZU LT41 - L HEZU
HFXI,3d RSI HFXI LT10 - L HFXI
HIPS,21d RSI HIPS LT39 - L HIPS
HMOP,4d RSI HMOP LT11 - L HMOP
HNDL,20d RSI HNDL LT40 - L HNDL
HSCZ,14d RSI HSCZ LT40 - L HSCZ
HTAB,6d RSI HTAB LT20 - L HTAB
HUSV,21d RSI HUSV LT37 - L HUSV
HYDB,20d RSI HYDB LT42 - L HYDB
HYDW,3d RSI HYDW LT18 - L HYDW
HYGH,20d RSI HYGH LT46 - L HYGH
HYGV,3d RSI HYGV LT13 - L HYGV
HYHG,3d RSI HYHG LT16 - L HYHG
HYLB,3d RSI HYLB LT16 - L HYLB
HYMB,3d RSI HYMB LT10 - L HYMB
HYS,20d RSI HYS LT45 - L HYS
HYXF,3d RSI HYXF LT13 - L HYXF
HYXU,4d RSI HYXU LT16 - L HYXU
HYZD,3d RSI HYZD LT10 - L HYZD
IAGG,10d RSI IAGG LT32 - L IAGG
IAI,10d RSI IAI LT29 - L IAI
IAK,10d RSI IAK LT54 - L IAK
IAU,7d RSI IAU LT36 - L IAU
IBCA,20d RSI IBCA LT49 - L IBCA
IBD,10d RSI IBD LT36 - L IBD
IBDQ,5d RSI IBDQ LT66 - L IBDQ
IBDR,3d RSI IBDR LT18 - L IBDR
IBDT,4d RSI IBDT LT62 - L IBDT
IBMN,10d RSI IBMN LT23 - L IBMN
IBND,9d RSI IBND LT31 - L IBND
IBUY,6d RSI IBUY LT20 - L IBUY
ICF,10d RSI ICF LT35 - L ICF
ICLN,12d RSI ICLN LT36 - L ICLN
ICOW,10d RSI ICOW LT37 - L ICOW
ICSH,10d RSI ICSH LT67 - L ICSH
ICVT,5d RSI ICVT LT19 - L ICVT
IDGT,10d RSI IDGT LT27 - L IDGT
IDHQ,5d RSI IDHQ LT23 - L IDHQ
IDLV,7d RSI IDLV LT26 - L IDLV
IDMO,3d RSI IDMO LT18 - L IDMO
IDOG,3d RSI IDOG LT12 - L IDOG
IDV,4d RSI IDV LT19 - L IDV
IEI,3d RSI IEI LT13 - L IEI
IEMG,3d RSI IEMG LT10 - L IEMG
IEO,14d RSI IEO LT34 - L IEO
IETC,10d RSI IETC LT27 - L IETC
IEUR,3d RSI IEUR LT10 - L IEUR
IEUS,4d RSI IEUS LT12 - L IEUS
IEV,13d RSI IEV LT38 - L IEV
IEZ,21d RSI IEZ LT34 - L IEZ
IFGL,6d RSI IFGL LT21 - L IFGL
IFRA,18d RSI IFRA LT37 - L IFRA
IFV,19d RSI IFV LT40 - L IFV
IG,7d RSI IG LT35 - L IG
IGBH,3d RSI IGBH LT13 - L IGBH
IGE,3d RSI IGE LT10 - L IGE
IGEB,4d RSI IGEB LT33 - L IGEB
IGF,6d RSI IGF LT52 - L IGF
IGHG,3d RSI IGHG LT11 - L IGHG
IGIB,5d RSI IGIB LT21 - L IGIB
IGOV,4d RSI IGOV LT11 - L IGOV
IGPT,3d RSI IGPT LT11 - L IGPT
IGRO,11d RSI IGRO LT46 - L IGRO
IGSB,3d RSI IGSB LT17 - L IGSB
IHDG,3d RSI IHDG LT17 - L IHDG
IHE,5d RSI IHE LT30 - L IHE
IHY,3d RSI IHY LT10 - L IHY
IJH,10d RSI IJH LT23 - L IJH
IJK,10d RSI IJK LT25 - L IJK
IJR,4d RSI IJR LT10 - L IJR
IJS,10d RSI IJS LT24 - L IJS
IJT,11d RSI IJT LT25 - L IJT
ILCB,5d RSI ILCB LT18 - L ILCB
ILCG,10d RSI ILCG LT27 - L ILCG
ILCV,4d RSI ILCV LT15 - L ILCV
ILTB,6d RSI ILTB LT29 - L ILTB
IMCB,18d RSI IMCB LT35 - L IMCB
IMCG,18d RSI IMCG LT34 - L IMCG
IMCV,10d RSI IMCV LT31 - L IMCV
IMOM,12d RSI IMOM LT44 - L IMOM
IMTB,3d RSI IMTB LT15 - L IMTB
IMTM,3d RSI IMTM LT15 - L IMTM
INCE,3d RSI INCE LT10 - L INCE
INCO,3d RSI INCO LT10 - L INCO
INDL,15d RSI INDL LT29 - L INDL
INDS,10d RSI INDS LT33 - L INDS
INDY,9d RSI INDY LT24 - L INDY
IOO,7d RSI IOO LT33 - L IOO
IPAC,18d RSI IPAC LT42 - L IPAC
IPAY,4d RSI IPAY LT12 - L IPAY
IPKW,19d RSI IPKW LT42 - L IPKW
IPO,18d RSI IPO LT33 - L IPO
IQDF,3d RSI IQDF LT10 - L IQDF
IQDG,13d RSI IQDG LT34 - L IQDG
IQDY,4d RSI IQDY LT18 - L IQDY
IQLT,3d RSI IQLT LT10 - L IQLT
ISCB,4d RSI ISCB LT13 - L ISCB
ISCF,3d RSI ISCF LT10 - L ISCF
ISCG,10d RSI ISCG LT23 - L ISCG
ISCV,10d RSI ISCV LT26 - L ISCV
ISHG,6d RSI ISHG LT22 - L ISHG
ISMD,8d RSI ISMD LT20 - L ISMD
ISRA,4d RSI ISRA LT13 - L ISRA
ITA,17d RSI ITA LT40 - L ITA
ITB,4d RSI ITB LT15 - L ITB
ITEQ,5d RSI ITEQ LT15 - L ITEQ
ITOT,3d RSI ITOT LT10 - L ITOT
IUS,9d RSI IUS LT29 - L IUS
IUSV,3d RSI IUSV LT13 - L IUSV
IVAL,18d RSI IVAL LT42 - L IVAL
IVE,8d RSI IVE LT26 - L IVE
IVLU,20d RSI IVLU LT44 - L IVLU
IVOG,12d RSI IVOG LT27 - L IVOG
IVOO,10d RSI IVOO LT23 - L IVOO
IVOV,5d RSI IVOV LT18 - L IVOV
IVV,5d RSI IVV LT19 - L IVV
IVW,10d RSI IVW LT28 - L IVW
IWB,5d RSI IWB LT11 - L IWB
IWC,20d RSI IWC LT35 - L IWC
IWF,5d RSI IWF LT12 - L IWF
IWL,5d RSI IWL LT20 - L IWL
IWM,10d RSI IWM LT22 - L IWM
IWN,10d RSI IWN LT23 - L IWN
IWO,11d RSI IWO LT24 - L IWO
IWP,14d RSI IWP LT29 - L IWP
IWR,4d RSI IWR LT10 - L IWR
IWV,10d RSI IWV LT29 - L IWV
IWX,4d RSI IWX LT19 - L IWX
IXC,10d RSI IXC LT31 - L IXC
