ticker,branch_id
ACWI,21d RSI ACWI LT34 - L ACWI
ACWV,21d RSI ACWV LT32 - L ACWV
ACWX,12d RSI ACWX LT28 - L ACWX
AIA,5d RSI AIA LT14 - L AIA
AOA,17d RSI AOA LT32 - L AOA
AOK,21d RSI AOK LT30 - L AOK
AOM,21d RSI AOM LT32 - L AOM
ARGT,9d RSI ARGT LT28 - L ARGT
ARKQ,8d RSI ARKQ LT19 - L ARKQ
ARKW,4d RSI ARKW LT11 - L ARKW
BBLU,8d RSI BBLU LT36 - L BBLU
BIL,3d RSI BIL LT65 - L BIL
BITI,4d RSI BITI LT19 - L BITI
BIV,20d RSI BIV LT31 - L BIV
BLV,5d RSI BLV LT11 - L BLV
BND,10d RSI BND LT20 - L BND
BNO,10d RSI BNO LT32 - L BNO
BTAL,4d RSI BTAL LT17 - L BTAL
BWX,9d RSI BWX LT18 - L BWX
BWZ,8d RSI BWZ LT18 - L BWZ
CEF,19d RSI CEF LT32 - L CEF
CIBR,3d RSI CIBR LT11 - L CIBR
COMT,9d RSI COMT LT26 - L COMT
CWI,10d RSI CWI LT27 - L CWI
DBO,4d RSI DBO LT15 - L DBO
DDM,21d RSI DDM LT35 - L DDM
DDWM,5d RSI DDWM LT15 - L DDWM
DGRO,8d RSI DGRO LT19 - L DGRO
DIVO,11d RSI DIVO LT25 - L DIVO
DLN,6d RSI DLN LT15 - L DLN
DRV,5d RSI DRV LT21 - L DRV
DUST,4d RSI DUST LT17 - L DUST
DXD,12d RSI DXD LT30 - L DXD
ECH,12d RSI ECH LT29 - L ECH
EDC,10d RSI EDC LT25 - L EDC
EEMV,5d RSI EEMV LT14 - L EEMV
EFA,12d RSI EFA LT28 - L EFA
EIDO,17d RSI EIDO LT35 - L EIDO
EMGF,5d RSI EMGF LT16 - L EMGF
EMHY,6d RSI EMHY LT12 - L EMHY
EMLC,12d RSI EMLC LT24 - L EMLC
EMXC,6d RSI EMXC LT15 - L EMXC
EPOL,9d RSI EPOL LT21 - L EPOL
EPP,9d RSI EPP LT24 - L EPP
EQWL,13d RSI EQWL LT29 - L EQWL
EWA,18d RSI EWA LT33 - L EWA
EWC,13d RSI EWC LT30 - L EWC
EWJ,21d RSI EWJ LT35 - L EWJ
EWQ,4d RSI EWQ LT13 - L EWQ
EWT,11d RSI EWT LT25 - L EWT
EWU,11d RSI EWU LT29 - L EWU
EWW,15d RSI EWW LT33 - L EWW
FAZ,20d RSI FAZ LT37 - L FAZ
FBND,21d RSI FBND LT30 - L FBND
FBT,7d RSI FBT LT22 - L FBT
FDD,4d RSI FDD LT10 - L FDD
FDL,7d RSI FDL LT24 - L FDL
FDT,8d RSI FDT LT26 - L FDT
FDVV,7d RSI FDVV LT22 - L FDVV
FGD,13d RSI FGD LT30 - L FGD
FLGB,14d RSI FLGB LT31 - L FLGB
FLKR,6d RSI FLKR LT19 - L FLKR
FLOT,4d RSI FLOT LT15 - L FLOT
FLQM,19d RSI FLQM LT35 - L FLQM
FLRN,3d RSI FLRN LT16 - L FLRN
FLTR,19d RSI FLTR LT38 - L FLTR
FLTW,6d RSI FLTW LT17 - L FLTW
FNCL,16d RSI FNCL LT33 - L FNCL
FNDB,12d RSI FNDB LT30 - L FNDB
FNDC,20d RSI FNDC LT35 - L FNDC
FNDE,5d RSI FNDE LT11 - L FNDE
FNDF,9d RSI FNDF LT27 - L FNDF
FNDX,6d RSI FNDX LT16 - L FNDX
FPE,11d RSI FPE LT16 - L FPE
FPEI,6d RSI FPEI LT10 - L FPEI
FTGC,11d RSI FTGC LT28 - L FTGC
FVD,5d RSI FVD LT11 - L FVD
FXN,14d RSI FXN LT35 - L FXN
FXO,18d RSI FXO LT38 - L FXO
GCOW,17d RSI GCOW LT32 - L GCOW
GIGB,7d RSI GIGB LT19 - L GIGB
GLD,14d RSI GLD LT30 - L GLD
GOVI,6d RSI GOVI LT14 - L GOVI
GOVT,18d RSI GOVT LT29 - L GOVT
GSG,4d RSI GSG LT14 - L GSG
GSIE,13d RSI GSIE LT30 - L GSIE
GVAL,6d RSI GVAL LT19 - L GVAL
HDV,9d RSI HDV LT26 - L HDV
HYLB,14d RSI HYLB LT27 - L HYLB
IAT,11d RSI IAT LT30 - L IAT
IAU,9d RSI IAU LT22 - L IAU
IBB,4d RSI IBB LT10 - L IBB
ICLN,6d RSI ICLN LT13 - L ICLN
ICOW,10d RSI ICOW LT29 - L ICOW
IDEV,14d RSI IDEV LT31 - L IDEV
IDMO,15d RSI IDMO LT32 - L IDMO
IDX,15d RSI IDX LT32 - L IDX
IEF,4d RSI IEF LT11 - L IEF
IEFA,10d RSI IEFA LT26 - L IEFA
IEUR,4d RSI IEUR LT13 - L IEUR
IEV,4d RSI IEV LT12 - L IEV
IGIB,9d RSI IGIB LT18 - L IGIB
IGLB,20d RSI IGLB LT29 - L IGLB
IGLD,9d RSI IGLD LT22 - L IGLD
IHDG,4d RSI IHDG LT12 - L IHDG
IHE,20d RSI IHE LT37 - L IHE
IJH,21d RSI IJH LT36 - L IJH
IJJ,12d RSI IJJ LT31 - L IJJ
IJS,15d RSI IJS LT33 - L IJS
IMTM,14d RSI IMTM LT30 - L IMTM
INDA,17d RSI INDA LT35 - L INDA
INTF,18d RSI INTF LT34 - L INTF
IOO,15d RSI IOO LT33 - L IOO
IQLT,19d RSI IQLT LT33 - L IQLT
IWN,16d RSI IWN LT32 - L IWN
IWO,4d RSI IWO LT18 - L IWO
IWP,6d RSI IWP LT19 - L IWP
IWS,16d RSI IWS LT33 - L IWS
IXUS,11d RSI IXUS LT27 - L IXUS
IYF,19d RSI IYF LT35 - L IYF
IYJ,21d RSI IYJ LT36 - L IYJ
IYK,7d RSI IYK LT21 - L IYK
IYM,12d RSI IYM LT27 - L IYM
IYW,3d RSI IYW LT11 - L IYW
JETS,9d RSI JETS LT23 - L JETS
JHMD,5d RSI JHMD LT16 - L JHMD
KBE,12d RSI KBE LT30 - L KBE
KBWB,19d RSI KBWB LT34 - L KBWB
KBWD,18d RSI KBWD LT30 - L KBWD
KBWY,8d RSI KBWY LT21 - L KBWY
LMBS,3d RSI LMBS LT36 - L LMBS
MDY,13d RSI MDY LT32 - L MDY
MGV,10d RSI MGV LT27 - L MGV
MLPX,19d RSI MLPX LT38 - L MLPX
MMIT,11d RSI MMIT LT11 - L MMIT
NULV,11d RSI NULV LT26 - L NULV
NUSC,20d RSI NUSC LT34 - L NUSC
OILK,6d RSI OILK LT23 - L OILK
PALL,5d RSI PALL LT19 - L PALL
PEY,5d RSI PEY LT14 - L PEY
PGF,5d RSI PGF LT11 - L PGF
PPLT,4d RSI PPLT LT15 - L PPLT
PSC,14d RSI PSC LT31 - L PSC
PXF,6d RSI PXF LT23 - L PXF
RLY,21d RSI RLY LT36 - L RLY
RPV,3d RSI RPV LT10 - L RPV
RSPS,5d RSI RSPS LT14 - L RSPS
RWM,5d RSI RWM LT18 - L RWM
RWR,20d RSI RWR LT30 - L RWR
SCHA,19d RSI SCHA LT32 - L SCHA
SCHC,21d RSI SCHC LT35 - L SCHC
SCHF,16d RSI SCHF LT32 - L SCHF
SDIV,10d RSI SDIV LT20 - L SDIV
SECT,19d RSI SECT LT36 - L SECT
SILJ,16d RSI SILJ LT34 - L SILJ
SJNK,10d RSI SJNK LT25 - L SJNK
SLVP,4d RSI SLVP LT12 - L SLVP
SLYV,15d RSI SLYV LT33 - L SLYV
SMH,5d RSI SMH LT15 - L SMH
SMIN,20d RSI SMIN LT36 - L SMIN
SMLF,14d RSI SMLF LT34 - L SMLF
SOXX,5d RSI SOXX LT16 - L SOXX
SPAB,8d RSI SPAB LT17 - L SPAB
SPDW,14d RSI SPDW LT31 - L SPDW
SPHD,4d RSI SPHD LT12 - L SPHD
SPHQ,18d RSI SPHQ LT34 - L SPHQ
SPIP,18d RSI SPIP LT32 - L SPIP
SPLV,12d RSI SPLV LT24 - L SPLV
SPMD,21d RSI SPMD LT35 - L SPMD
SPTL,11d RSI SPTL LT25 - L SPTL
SUSC,6d RSI SUSC LT15 - L SUSC
TAIL,14d RSI TAIL LT34 - L TAIL
TDIV,5d RSI TDIV LT14 - L TDIV
TDTF,21d RSI TDTF LT35 - L TDTF
TECS,5d RSI TECS LT21 - L TECS
THD,15d RSI THD LT32 - L THD
TLH,20d RSI TLH LT30 - L TLH
TMV,3d RSI TMV LT14 - L TMV
TOTL,9d RSI TOTL LT20 - L TOTL
UCO,5d RSI UCO LT20 - L UCO
UDN,5d RSI UDN LT11 - L UDN
UGL,19d RSI UGL LT34 - L UGL
UITB,6d RSI UITB LT16 - L UITB
USDU,14d RSI USDU LT36 - L USDU
USIG,7d RSI USIG LT17 - L USIG
USO,7d RSI USO LT25 - L USO
USOI,6d RSI USOI LT25 - L USOI
USRT,19d RSI USRT LT30 - L USRT
VBK,6d RSI VBK LT19 - L VBK
VBR,17d RSI VBR LT34 - L VBR
VCLT,8d RSI VCLT LT20 - L VCLT
VDC,6d RSI VDC LT17 - L VDC
VEA,12d RSI VEA LT28 - L VEA
VEU,11d RSI VEU LT27 - L VEU
VHT,5d RSI VHT LT14 - L VHT
VIG,16d RSI VIG LT32 - L VIG
VIOO,14d RSI VIOO LT32 - L VIOO
VIXM,15d RSI VIXM LT32 - L VIXM
VOX,4d RSI VOX LT13 - L VOX
VRP,21d RSI VRP LT25 - L VRP
VTC,5d RSI VTC LT12 - L VTC
VTIP,11d RSI VTIP LT25 - L VTIP
VXUS,11d RSI VXUS LT27 - L VXUS
WTPI,21d RSI WTPI LT34 - L WTPI
WTV,21d RSI WTV LT37 - L WTV
XBI,8d RSI XBI LT20 - L XBI
XLI,16d RSI XLI LT34 - L XLI
XLP,6d RSI XLP LT17 - L XLP
XLU,11d RSI XLU LT24 - L XLU
XLY,16d RSI XLY LT31 - L XLY
XMHQ,18d RSI XMHQ LT39 - L XMHQ
XOVR,4d RSI XOVR LT10 - L XOVR
