ticker,branch_id
FPE,13d RSI FPE LT41 - L FPE
FSTA,5d RSI FSTA LT22 - L FSTA
FTCS,8d RSI FTCS LT44 - L FTCS
FTEC,5d RSI FTEC LT17 - L FTEC
FTXR,3d RSI FTXR LT10 - L FTXR
FXY,4d RSI FXY LT14 - L FXY
GDXJ,21d RSI GDXJ LT45 - L GDXJ
GIGB,17d RSI GIGB LT40 - L GIGB
GLL,6d RSI GLL LT10 - L GLL
GSLC,4d RSI GSLC LT14 - L GSLC
HEFA,16d RSI HEFA LT42 - L HEFA
HTRB,3d RSI HTRB LT16 - L HTRB
HYD,4d RSI HYD LT13 - L HYD
HYEM,16d RSI HYEM LT42 - L HYEM
HYG,3d RSI HYG LT17 - L HYG
HYLS,3d RSI HYLS LT11 - L HYLS
IAT,5d RSI IAT LT14 - L IAT
IBDS,3d RSI IBDS LT19 - L IBDS
IDEV,19d RSI IDEV LT42 - L IDEV
IDU,4d RSI IDU LT12 - L IDU
IDX,5d RSI IDX LT14 - L IDX
IEF,3d RSI IEF LT13 - L IEF
IEFA,21d RSI IEFA LT43 - L IEFA
IGLB,5d RSI IGLB LT20 - L IGLB
IGM,8d RSI IGM LT24 - L IGM
IGV,4d RSI IGV LT13 - L IGV
IHF,15d RSI IHF LT31 - L IHF
IHI,12d RSI IHI LT36 - L IHI
IJJ,3d RSI IJJ LT12 - L IJJ
ILF,3d RSI ILF LT11 - L ILF
INDA,15d RSI INDA LT30 - L INDA
INTF,21d RSI INTF LT43 - L INTF
ISTB,4d RSI ISTB LT31 - L ISTB
ITM,5d RSI ITM LT18 - L ITM
IUSB,12d RSI IUSB LT38 - L IUSB
IUSG,11d RSI IUSG LT29 - L IUSG
IWD,3d RSI IWD LT11 - L IWD
IWS,10d RSI IWS LT30 - L IWS
IWY,7d RSI IWY LT23 - L IWY
IXJ,14d RSI IXJ LT38 - L IXJ
IYF,3d RSI IYF LT13 - L IYF
IYJ,7d RSI IYJ LT23 - L IYJ
IYK,3d RSI IYK LT10 - L IYK
IYM,3d RSI IYM LT11 - L IYM
IYT,4d RSI IYT LT11 - L IYT
IYW,6d RSI IYW LT20 - L IYW
JHMD,20d RSI JHMD LT43 - L JHMD
JNUG,21d RSI JNUG LT44 - L JNUG
KBE,4d RSI KBE LT10 - L KBE
KBWB,4d RSI KBWB LT12 - L KBWB
KOLD,14d RSI KOLD LT31 - L KOLD
KRE,4d RSI KRE LT10 - L KRE
KWEB,15d RSI KWEB LT33 - L KWEB
LEMB,3d RSI LEMB LT13 - L LEMB
LQD,5d RSI LQD LT19 - L LQD
LRGF,13d RSI LRGF LT32 - L LRGF
MBB,6d RSI MBB LT32 - L MBB
MGC,6d RSI MGC LT23 - L MGC
MLN,8d RSI MLN LT22 - L MLN
MORT,20d RSI MORT LT39 - L MORT
MTUM,3d RSI MTUM LT13 - L MTUM
MUB,6d RSI MUB LT17 - L MUB
NLR,3d RSI NLR LT11 - L NLR
NYF,3d RSI NYF LT11 - L NYF
OEF,4d RSI OEF LT10 - L OEF
PHYS,5d RSI PHYS LT28 - L PHYS
PICB,4d RSI PICB LT15 - L PICB
PSI,4d RSI PSI LT19 - L PSI
PXH,11d RSI PXH LT36 - L PXH
QQQ,7d RSI QQQ LT25 - L QQQ
QQXT,3d RSI QQXT LT10 - L QQXT
RDVY,4d RSI RDVY LT17 - L RDVY
REM,20d RSI REM LT39 - L REM
ROBO,4d RSI ROBO LT10 - L ROBO
SCHC,4d RSI SCHC LT16 - L SCHC
SCHF,20d RSI SCHF LT42 - L SCHF
SCHG,5d RSI SCHG LT12 - L SCHG
SCHR,4d RSI SCHR LT19 - L SCHR
SCZ,17d RSI SCZ LT39 - L SCZ
SDVY,5d RSI SDVY LT14 - L SDVY
SECT,7d RSI SECT LT22 - L SECT
SHY,3d RSI SHY LT18 - L SHY
SIL,20d RSI SIL LT46 - L SIL
SJNK,3d RSI SJNK LT14 - L SJNK
SLYV,4d RSI SLYV LT13 - L SLYV
SOYB,20d RSI SOYB LT40 - L SOYB
SPBO,18d RSI SPBO LT40 - L SPBO
SPHQ,3d RSI SPHQ LT11 - L SPHQ
SPMB,3d RSI SPMB LT19 - L SPMB
SPMO,4d RSI SPMO LT18 - L SPMO
SPTL,3d RSI SPTL LT12 - L SPTL
SPYX,5d RSI SPYX LT19 - L SPYX
SRLN,21d RSI SRLN LT39 - L SRLN
SRTY,4d RSI SRTY LT13 - L SRTY
TBT,20d RSI TBT LT37 - L TBT
TFI,4d RSI TFI LT12 - L TFI
TLH,3d RSI TLH LT13 - L TLH
TLT,3d RSI TLT LT14 - L TLT
TMF,3d RSI TMF LT15 - L TMF
TMV,20d RSI TMV LT37 - L TMV
TUR,17d RSI TUR LT36 - L TUR
TWM,4d RSI TWM LT14 - L TWM
TZA,4d RSI TZA LT13 - L TZA
UDOW,7d RSI UDOW LT24 - L UDOW
UITB,3d RSI UITB LT12 - L UITB
UNL,17d RSI UNL LT35 - L UNL
URTH,3d RSI URTH LT10 - L URTH
USHY,3d RSI USHY LT16 - L USHY
USMV,7d RSI USMV LT44 - L USMV
UTES,3d RSI UTES LT13 - L UTES
UTSL,4d RSI UTSL LT12 - L UTSL
VBR,4d RSI VBR LT14 - L VBR
VCSH,3d RSI VCSH LT17 - L VCSH
VEA,19d RSI VEA LT42 - L VEA
VFH,3d RSI VFH LT14 - L VFH
VGIT,3d RSI VGIT LT14 - L VGIT
VGLT,3d RSI VGLT LT13 - L VGLT
VGSH,3d RSI VGSH LT24 - L VGSH
VGT,5d RSI VGT LT17 - L VGT
VHT,3d RSI VHT LT21 - L VHT
VIG,3d RSI VIG LT12 - L VIG
VIGI,19d RSI VIGI LT41 - L VIGI
VLUE,3d RSI VLUE LT11 - L VLUE
VMBS,3d RSI VMBS LT14 - L VMBS
VO,12d RSI VO LT30 - L VO
VONG,6d RSI VONG LT15 - L VONG
VOT,16d RSI VOT LT33 - L VOT
VOX,7d RSI VOX LT20 - L VOX
VPL,18d RSI VPL LT44 - L VPL
VPU,5d RSI VPU LT18 - L VPU
VT,3d RSI VT LT10 - L VT
VTEB,4d RSI VTEB LT13 - L VTEB
VUG,6d RSI VUG LT15 - L VUG
VWO,4d RSI VWO LT14 - L VWO
VWOB,3d RSI VWOB LT18 - L VWOB
VYM,3d RSI VYM LT14 - L VYM
XLY,19d RSI XLY LT33 - L XLY
XMMO,3d RSI XMMO LT15 - L XMMO
XOVR,14d RSI XOVR LT28 - L XOVR
XRT,18d RSI XRT LT30 - L XRT
XT,3d RSI XT LT10 - L XT
ZROZ,4d RSI ZROZ LT16 - L ZROZ
ZSL,4d RSI ZSL LT10 - L ZSL
