ticker,branch_id
VOOG,18d RSI VOOG LT33 - L VOOG
VOT,21d RSI VOT LT36 - L VOT
VPL,7d RSI VPL LT19 - L VPL
VPU,11d RSI VPU LT24 - L VPU
VSS,20d RSI VSS LT31 - L VSS
VT,16d RSI VT LT31 - L VT
VTC,5d RSI VTC LT12 - L VTC
VTI,21d RSI VTI LT36 - L VTI
VTIP,11d RSI VTIP LT25 - L VTIP
VTV,6d RSI VTV LT16 - L VTV
VTWO,15d RSI VTWO LT29 - L VTWO
VV,19d RSI VV LT35 - L VV
VWOB,10d RSI VWOB LT21 - L VWOB
VXF,11d RSI VXF LT24 - L VXF
VXUS,11d RSI VXUS LT27 - L VXUS
VYM,6d RSI VYM LT16 - L VYM
VYMI,4d RSI VYMI LT10 - L VYMI
WEAT,21d RSI WEAT LT34 - L WEAT
WTV,21d RSI WTV LT37 - L WTV
XAR,4d RSI XAR LT12 - L XAR
XBI,8d RSI XBI LT20 - L XBI
XES,12d RSI XES LT29 - L XES
XHB,15d RSI XHB LT30 - L XHB
XLE,14d RSI XLE LT35 - L XLE
XLG,20d RSI XLG LT37 - L XLG
XLI,16d RSI XLI LT34 - L XLI
XLP,6d RSI XLP LT17 - L XLP
XLV,20d RSI XLV LT38 - L XLV
XLY,16d RSI XLY LT31 - L XLY
XME,15d RSI XME LT32 - L XME
XMHQ,18d RSI XMHQ LT39 - L XMHQ
XMMO,19d RSI XMMO LT33 - L XMMO
XOP,18d RSI XOP LT37 - L XOP
XOVR,4d RSI XOVR LT10 - L XOVR
XRT,7d RSI XRT LT21 - L XRT
XSMO,19d RSI XSMO LT37 - L XSMO
YANG,17d RSI YANG LT36 - L YANG
YYY,18d RSI YYY LT27 - L YYY
ZROZ,4d RSI ZROZ LT10 - L ZROZ
