,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2025 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPYG,5d RSI SPYG LT20 - L SPYG,4.9 %,14.0 %,2471,6984,9.3 %,7.5 %,53.1 %,185.2 %,0.0 %,-2.1 %,3,5,0.2,0.4,66.7 %,100.0 %,0.8,,824,1326,1.6 %,2.6 %,5.7,2.8,1,0,2,5,1,0,2,5,1,0,2,5,2,,2,5,1.6,,0.4,9,-7964,0,-8.0 %,0.0 %,-7964,0,-8.0 %,0.0 %,-7964,0,-8.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,3227,1326,-3982,0,66.7 %,100.0 %
SPYV,20d RSI SPYV LT41 - L SPYV,0.6 %,0.3 %,281,163,30.8 %,5.2 %,1.8 %,6.3 %,-1.4 %,-3.0 %,5,2,0.4,0.2,60.0 %,50.0 %,0.9,1.6,56,83,0.1 %,0.2 %,3.4,4,1,1,2,1,1,1,3,1,1,1,2,1,1.5,1,3,1,1.3,1.6,0.2,0.3,-1348,-284,-1.3 %,-0.6 %,-598,-284,-0.6 %,-0.6 %,-598,-284,-0.6 %,-0.6 %,60.0 %,50.0 %,60.0 %,50.0 %,75.0 %,50.0 %,418,450,-486,-284,66.7 %,50.0 %
SPYX,3d RSI SPYX LT10 - L SPYX,7.2 %,4.0 %,3597,2023,13.1 %,5.2 %,55.0 %,78.4 %,0.0 %,-1.2 %,5,4,0.4,0.3,80.0 %,75.0 %,0.6,53.5,719,499,1.4 %,1.0 %,4.6,2.2,1,1,4,3,1,1,4,3,1,1,4,3,4,3,4,3,2.3,160.6,0.7,3.3,-5475,-13,-5.5 %,-0.0 %,-5475,-13,-5.5 %,-0.0 %,-5475,-13,-5.5 %,-0.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,1584,670,-2737,-13,80.0 %,75.0 %
SQQQ,18d RSI SQQQ LT30 - L SQQQ,3.2 %,9.6 %,1576,4794,100.0 %,6.3 %,3.2 %,151.0 %,0.0 %,-6.6 %,1,4,0.1,0.3,100.0 %,75.0 %,,1.6,1576,1192,3.2 %,2.4 %,2,3,0,1,1,2,0,1,1,2,0,1,1,1,,3,1,3,,4.7,0,1.3,0,-1287,0.0 %,-2.6 %,0,-1287,0.0 %,-2.6 %,0,-1287,0.0 %,-2.6 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,1576,2019,0,-1287,100.0 %,66.7 %
SRLN,3d RSI SRLN LT11 - L SRLN,-0.4 %,1.0 %,-190,484,14.2 %,5.2 %,-2.7 %,18.8 %,-0.2 %,-0.2 %,3,2,0.2,0.2,33.3 %,100.0 %,0.4,,-63,241,-0.1 %,0.5 %,6.7,5.5,1,0,1,2,1,0,1,2,1,0,1,2,0.5,,1,2,0.2,,-1.3,16.2,-261,0,-0.3 %,0.0 %,-261,0,-0.3 %,0.0 %,-261,0,-0.3 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,53,241,-122,0,33.3 %,100.0 %
SRTY,21d RSI SRTY LT35 - L SRTY,16.0 %,17.4 %,8025,8726,17.4 %,7.1 %,92.3 %,244.3 %,0.0 %,-12.7 %,4,5,0.3,0.4,100.0 %,60.0 %,,5.4,2006,1685,4.0 %,3.4 %,1.8,2.6,0,1,4,2,0,1,3,2,0,0,3,3,,1.5,4,3,,8.1,17,1.6,0,-1061,0.0 %,-2.1 %,0,-1061,0.0 %,-2.1 %,0,0,0.0 %,0.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,2006,3205,0,-595,100.0 %,100.0 %
SSO,7d RSI SSO LT22 - L SSO,6.6 %,14.8 %,3277,7392,53.3 %,5.2 %,12.3 %,286.6 %,0.0 %,-2.2 %,2,3,0.2,0.2,50.0 %,100.0 %,1.8,,1638,2358,3.3 %,4.7 %,7,3.3,1,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,1.8,,0.4,5,-8003,0,-8.0 %,0.0 %,-8003,0,-8.0 %,0.0 %,-8003,0,-8.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,7278,2358,-4001,0,50.0 %,100.0 %
STIP,18d RSI STIP LT47 - L STIP,0.4 %,0.9 %,201,443,25.8 %,8.3 %,1.6 %,10.6 %,0.0 %,-0.2 %,3,6,0.2,0.5,100.0 %,100.0 %,,,67,74,0.1 %,0.1 %,1.7,2.5,0,0,3,6,0,0,3,6,0,0,3,4,,,3,6,,,7.2,9.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,67,74,0,0,100.0 %,100.0 %
SUSB,21d RSI SUSB LT44 - L SUSB,0.9 %,1.7 %,446,852,9.0 %,9.9 %,10.0 %,17.2 %,0.0 %,-0.2 %,2,6,0.2,0.5,100.0 %,100.0 %,,,223,141,0.4 %,0.3 %,2,3.2,0,0,2,6,0,0,2,6,0,0,2,3,,,2,6,,,34.1,4.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,223,141,0,0,100.0 %,100.0 %
SUSC,20d RSI SUSC LT38 - L SUSC,0.9 %,2.4 %,465,1214,17.1 %,7.9 %,5.4 %,30.6 %,0.0 %,-0.5 %,2,7,0.2,0.6,100.0 %,100.0 %,,,233,172,0.5 %,0.3 %,4.5,1.9,0,0,2,7,0,0,2,6,0,0,2,4,,,2,7,,,467.5,8.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,233,172,0,0,100.0 %,100.0 %
TAN,21d RSI TAN LT38 - L TAN,-4.0 %,13.3 %,-2008,6644,100.0 %,5.2 %,-4.0 %,257.6 %,0.0 %,-3.6 %,1,5,0.1,0.4,0.0 %,100.0 %,0,,-2008,1264,-4.0 %,2.5 %,5,1.6,1,0,0,5,1,0,0,5,1,0,0,5,0,,0,5,0,,0,8.3,-4017,0,-4.0 %,0.0 %,-4017,0,-4.0 %,0.0 %,-4017,0,-4.0 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1264,-2008,0,0.0 %,100.0 %
TBLL,3d RSI TBLL LT69 - L TBLL,0.2 %,0.7 %,94,360,22.2 %,10.7 %,0.8 %,6.7 %,0.0 %,-0.1 %,3,9,0.2,0.8,100.0 %,100.0 %,,,31,40,0.1 %,0.1 %,2.3,2,0,0,3,9,0,0,3,9,0,0,3,7,,,3,9,,,6.4,6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,31,40,0,0,100.0 %,100.0 %
TBT,14d RSI TBT LT36 - L TBT,6.6 %,10.4 %,3287,5198,16.9 %,7.1 %,38.8 %,145.5 %,-1.7 %,-3.4 %,6,6,0.5,0.5,66.7 %,83.3 %,2.1,5.1,548,834,1.1 %,1.7 %,4,2,1,1,2,4,1,1,2,4,0,0,4,3,2,5,4,5,4.2,25.7,1.2,3.9,-1795,-202,-1.8 %,-0.4 %,-1795,-202,-1.8 %,-0.4 %,0,0,0.0 %,0.0 %,66.7 %,83.3 %,66.7 %,83.3 %,66.7 %,83.3 %,1080,1041,-517,-202,100.0 %,100.0 %
TDIV,3d RSI TDIV LT14 - L TDIV,8.9 %,11.6 %,4467,5777,13.4 %,8.7 %,66.7 %,132.3 %,0.0 %,-1.4 %,7,6,0.6,0.5,100.0 %,100.0 %,,,638,921,1.3 %,1.8 %,3,2.7,0,0,7,6,0,0,7,6,0,0,5,6,,,7,6,,,3.7,5.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,638,921,0,0,100.0 %,100.0 %
TDTT,17d RSI TDTT LT41 - L TDTT,0.2 %,0.6 %,83,311,100.0 %,7.1 %,0.2 %,8.7 %,0.0 %,-0.3 %,1,4,0.1,0.3,100.0 %,100.0 %,,,83,78,0.2 %,0.2 %,1,3.5,0,0,1,4,0,0,1,4,0,0,1,2,,,1,4,,,0,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,83,78,0,0,100.0 %,100.0 %
TECL,3d RSI TECL LT13 - L TECL,10.9 %,28.1 %,5439,14041,16.7 %,9.5 %,65.0 %,294.9 %,0.0 %,-7.1 %,7,6,0.6,0.5,85.7 %,100.0 %,0.2,,777,2126,1.6 %,4.2 %,4,3,1,0,6,6,1,0,6,6,1,0,5,5,6,,6,6,1.5,,0.4,3.5,-23499,0,-23.5 %,0.0 %,-23499,0,-23.5 %,0.0 %,-23499,0,-23.5 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,2865,2126,-11750,0,83.3 %,100.0 %
TECS,19d RSI TECS LT31 - L TECS,31.3 %,7.3 %,15655,3647,31.4 %,7.1 %,99.7 %,102.1 %,0.0 %,-8.4 %,8,4,0.7,0.3,100.0 %,50.0 %,,2.7,1957,938,3.9 %,1.9 %,2.2,3.5,0,1,8,1,0,1,7,1,0,1,3,1,,1,8,2,,2.7,3.2,0.8,0,-1177,0.0 %,-2.4 %,0,-1177,0.0 %,-2.4 %,0,-1177,0.0 %,-2.4 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,1957,2977,0,-1100,100.0 %,66.7 %
TFI,15d RSI TFI LT32 - L TFI,0.8 %,2.8 %,410,1414,15.4 %,9.5 %,5.3 %,29.7 %,-0.0 %,-0.4 %,3,7,0.2,0.6,66.7 %,100.0 %,18.3,,137,200,0.3 %,0.4 %,2.3,2.4,1,0,1,7,1,0,1,5,1,0,1,5,2,,2,7,36.6,,1.9,11.4,-23,0,-0.0 %,0.0 %,-23,0,-0.0 %,0.0 %,-23,0,-0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,211,200,-12,0,66.7 %,100.0 %
TFLO,3d RSI TFLO LT70 - L TFLO,1.0 %,0.5 %,488,224,26.6 %,7.9 %,3.7 %,5.7 %,0.0 %,-0.0 %,17,7,1.4,0.6,100.0 %,100.0 %,,,29,32,0.1 %,0.1 %,2,1.9,0,0,17,7,0,0,16,7,0,0,9,4,,,17,7,,,10.3,4.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,29,32,0,0,100.0 %,100.0 %
THD,13d RSI THD LT35 - L THD,5.1 %,6.9 %,2535,3467,13.4 %,14.3 %,37.8 %,48.5 %,-0.9 %,-2.9 %,9,12,0.8,1,77.8 %,83.3 %,1.1,0.7,282,283,0.6 %,0.6 %,2.3,2,1,1,3,6,1,1,3,8,1,1,2,5,3.5,5,7,10,3.8,3.4,1.8,1.9,-969,-1053,-1.0 %,-2.1 %,-969,-1053,-1.0 %,-2.1 %,-814,-256,-0.8 %,-0.5 %,77.8 %,83.3 %,77.8 %,83.3 %,77.8 %,90.0 %,489,483,-446,-717,66.7 %,83.3 %
TIP,11d RSI TIP LT35 - L TIP,0.8 %,2.0 %,393,991,7.1 %,12.3 %,11.0 %,16.1 %,0.0 %,-0.7 %,2,9,0.2,0.8,100.0 %,77.8 %,,5.1,197,109,0.4 %,0.2 %,1.5,2.4,0,1,2,3,0,1,2,3,0,1,2,4,,3.5,2,7,,17.9,4.3,3.3,0,-53,0.0 %,-0.1 %,0,-53,0.0 %,-0.1 %,0,-34,0.0 %,-0.1 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,197,149,0,-29,100.0 %,80.0 %
TLH,4d RSI TLH LT16 - L TLH,2.7 %,1.9 %,1342,940,9.4 %,10.7 %,28.6 %,17.5 %,0.0 %,-2.5 %,3,7,0.2,0.6,100.0 %,71.4 %,,0.8,447,136,0.9 %,0.3 %,2,2.9,0,1,3,4,0,1,3,4,0,2,2,4,,2.5,3,5,,1.9,10.3,0.7,0,-744,0.0 %,-1.5 %,0,-744,0.0 %,-1.5 %,0,-766,0.0 %,-1.5 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,447,392,0,-506,100.0 %,66.7 %
TLT,17d RSI TLT LT34 - L TLT,1.0 %,6.9 %,490,3451,100.0 %,7.5 %,1.0 %,91.5 %,0.0 %,-1.0 %,1,7,0.1,0.6,100.0 %,100.0 %,,,490,480,1.0 %,1.0 %,5,1.7,0,0,1,7,0,0,1,7,0,0,1,4,,,1,7,,,0,4.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,490,480,0,0,100.0 %,100.0 %
TMF,20d RSI TMF LT34 - L TMF,2.4 %,16.6 %,1184,8287,100.0 %,6.3 %,2.4 %,261.0 %,0.0 %,-3.1 %,1,6,0.1,0.5,100.0 %,100.0 %,,,1184,1301,2.4 %,2.6 %,5,1.7,0,0,1,6,0,0,1,6,0,0,1,4,,,1,6,,,0,3.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1184,1301,0,0,100.0 %,100.0 %
TMV,12d RSI TMV LT34 - L TMV,16.4 %,16.8 %,8194,8417,16.2 %,6.0 %,101.0 %,282.8 %,-1.3 %,-5.1 %,6,5,0.5,0.4,83.3 %,80.0 %,2.5,8.2,1366,1591,2.7 %,3.2 %,4.2,2,1,1,4,3,1,1,4,3,0,0,5,3,5,4,5,4,12.4,32.8,2.1,3.5,-1440,-250,-1.4 %,-0.5 %,-1440,-250,-1.4 %,-0.5 %,0,0,0.0 %,0.0 %,83.3 %,80.0 %,83.3 %,80.0 %,83.3 %,80.0 %,1783,2051,-720,-250,100.0 %,100.0 %
TNA,4d RSI TNA LT14 - L TNA,12.8 %,16.6 %,6380,8284,12.7 %,7.1 %,100.6 %,231.9 %,0.0 %,-4.4 %,4,4,0.3,0.3,75.0 %,100.0 %,0.5,,1595,1967,3.2 %,3.9 %,5.2,3.5,1,0,3,4,1,0,3,4,1,0,3,4,3,,3,4,1.6,,0.5,3.3,-20509,0,-20.5 %,0.0 %,-20509,0,-20.5 %,0.0 %,-20509,0,-20.5 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,5545,1967,-10254,0,75.0 %,100.0 %
TOTL,10d RSI TOTL LT24 - L TOTL,0.5 %,2.4 %,258,1212,100.0 %,6.8 %,0.5 %,35.9 %,0.0 %,-1.1 %,1,3,0.1,0.2,100.0 %,100.0 %,,,258,402,0.5 %,0.8 %,3,4.7,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,1.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,258,402,0,0,100.0 %,100.0 %
TQQQ,4d RSI TQQQ LT15 - L TQQQ,25.5 %,37.1 %,12732,18576,13.1 %,6.3 %,194.6 %,585.1 %,0.0 %,-6.3 %,5,5,0.4,0.4,80.0 %,100.0 %,0.6,,2546,3265,5.1 %,6.5 %,4.6,2.2,1,0,4,5,1,0,4,5,1,0,4,4,4,,4,5,2.3,,0.7,11.8,-20250,0,-20.2 %,0.0 %,-20250,0,-20.2 %,0.0 %,-20250,0,-20.2 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,5714,3265,-10125,0,80.0 %,100.0 %
TSL,19d RSI TSL LT31 - L TSL,-15.3 %,12.4 %,-7645,6197,100.0 %,5.6 %,-15.3 %,223.1 %,0.0 %,-10.8 %,1,4,0.1,0.3,0.0 %,75.0 %,0,1.2,-7645,1543,-15.3 %,3.1 %,9,2.5,1,1,0,2,1,1,0,2,1,1,0,2,0,3,0,3,0,3.7,0,1.2,-15290,-2281,-15.3 %,-4.6 %,-15290,-2281,-15.3 %,-4.6 %,-15290,-2281,-15.3 %,-4.6 %,0.0 %,75.0 %,0.0 %,75.0 %,0.0 %,75.0 %,0,2818,-7645,-2281,0.0 %,75.0 %
TUR,13d RSI TUR LT29 - L TUR,3.1 %,6.8 %,1567,3399,100.0 %,5.6 %,3.1 %,122.4 %,0.0 %,-1.7 %,1,5,0.1,0.4,100.0 %,100.0 %,,,1567,664,3.1 %,1.3 %,1,1.8,0,0,1,5,0,0,1,5,0,0,1,2,,,1,5,,,0,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1567,664,0,0,100.0 %,100.0 %
TWM,20d RSI TWM LT35 - L TWM,10.7 %,9.3 %,5328,4630,17.4 %,7.5 %,61.3 %,122.8 %,0.0 %,-8.5 %,4,5,0.3,0.4,100.0 %,60.0 %,,5.2,1332,912,2.7 %,1.8 %,1.8,2.8,0,1,4,2,0,1,3,2,0,0,3,3,,1.5,4,3,,7.9,17.7,1.5,0,-665,0.0 %,-1.3 %,0,-665,0.0 %,-1.3 %,0,0,0.0 %,0.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,1332,1742,0,-333,100.0 %,100.0 %
TZA,21d RSI TZA LT36 - L TZA,0.7 %,19.5 %,372,9752,41.4 %,9.5 %,1.8 %,204.8 %,-5.3 %,-12.8 %,5,6,0.4,0.5,60.0 %,66.7 %,0.8,4.3,74,1546,0.1 %,3.1 %,4.6,3,2,1,2,2,2,1,1,2,2,0,1,4,1.5,2,3,4,1.1,8.7,0.1,1.9,-5541,-1161,-5.5 %,-2.3 %,-5541,-1161,-5.5 %,-2.3 %,-5541,0,-5.5 %,0.0 %,60.0 %,66.7 %,60.0 %,66.7 %,50.0 %,66.7 %,1048,2622,-1385,-605,50.0 %,100.0 %
UAE,11d RSI UAE LT37 - L UAE,2.9 %,10.6 %,1431,5292,20.7 %,16.3 %,13.8 %,65.0 %,-1.6 %,-3.1 %,8,10,0.7,0.8,62.5 %,80.0 %,1.4,2.2,179,508,0.4 %,1.0 %,3.6,3.1,2,2,4,5,2,2,3,4,2,0,3,7,1.7,4,5,8,2.4,8.7,1.1,3.2,-1676,-661,-1.7 %,-1.3 %,-1676,-661,-1.7 %,-1.3 %,-481,0,-0.5 %,0.0 %,62.5 %,80.0 %,62.5 %,80.0 %,57.1 %,77.8 %,496,718,-350,-331,60.0 %,100.0 %
UBND,8d RSI UBND LT23 - L UBND,0.7 %,1.5 %,349,767,100.0 %,5.2 %,0.7 %,29.7 %,0.0 %,-0.3 %,1,5,0.1,0.4,100.0 %,100.0 %,,,349,153,0.7 %,0.3 %,2,1.6,0,0,1,5,0,0,1,5,0,0,1,3,,,1,5,,,0,4.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,349,153,0,0,100.0 %,100.0 %
UCO,11d RSI UCO LT30 - L UCO,7.0 %,23.7 %,3481,11831,9.7 %,6.8 %,71.7 %,350.8 %,-3.3 %,-2.5 %,5,5,0.4,0.4,60.0 %,100.0 %,2,,696,2182,1.4 %,4.4 %,3,2.4,2,0,2,5,2,0,2,5,2,0,1,5,1.5,,3,5,3,,1.1,4.3,-3534,0,-3.5 %,0.0 %,-3534,0,-3.5 %,0.0 %,-3534,0,-3.5 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,1749,2182,-883,0,50.0 %,100.0 %
UDN,12d RSI UDN LT29 - L UDN,0.5 %,2.2 %,252,1105,100.0 %,6.3 %,0.5 %,34.8 %,0.0 %,-0.4 %,1,6,0.1,0.5,100.0 %,100.0 %,,,252,183,0.5 %,0.4 %,2,1.7,0,0,1,6,0,0,1,6,0,0,1,4,,,1,6,,,0,4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,252,183,0,0,100.0 %,100.0 %
UDOW,16d RSI UDOW LT39 - L UDOW,5.3 %,27.6 %,2673,13778,16.9 %,9.9 %,31.7 %,277.8 %,-12.4 %,-3.0 %,8,5,0.7,0.4,50.0 %,100.0 %,1.3,,334,2506,0.7 %,5.0 %,3.6,3.6,2,0,2,5,2,0,3,5,2,0,2,4,1,,4,5,1.3,,0.3,5,-12874,0,-12.9 %,0.0 %,-12874,0,-12.9 %,0.0 %,-10057,0,-10.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,57.1 %,100.0 %,2600,2506,-1932,0,50.0 %,100.0 %
UGL,3d RSI UGL LT11 - L UGL,12.3 %,10.6 %,6128,5310,7.1 %,6.3 %,171.6 %,167.2 %,0.0 %,-1.6 %,3,5,0.2,0.4,100.0 %,100.0 %,,,2043,1021,4.1 %,2.0 %,1.3,2.2,0,0,3,5,0,0,3,5,0,0,3,4,,,3,5,,,2.6,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2043,1021,0,0,100.0 %,100.0 %
UITB,5d RSI UITB LT23 - L UITB,1.2 %,2.9 %,587,1465,6.4 %,15.1 %,18.3 %,19.4 %,0.0 %,-1.1 %,4,11,0.3,0.9,75.0 %,72.7 %,17.4,4.4,147,132,0.3 %,0.3 %,2.2,2.5,1,2,3,6,1,2,3,6,1,1,3,5,3,2.7,3,8,52.1,11.7,2.9,3.2,-23,-90,-0.0 %,-0.2 %,-23,-90,-0.0 %,-0.2 %,-23,-90,-0.0 %,-0.2 %,75.0 %,72.7 %,75.0 %,72.7 %,75.0 %,72.7 %,199,198,-11,-45,75.0 %,87.5 %
ULST,11d RSI ULST LT50 - L ULST,1.1 %,1.0 %,558,496,26.0 %,6.3 %,4.3 %,15.6 %,0.0 %,-0.1 %,3,5,0.2,0.4,100.0 %,100.0 %,,,186,99,0.4 %,0.2 %,3.3,2.2,0,0,3,5,0,0,3,5,0,0,3,5,,,3,5,,,3.2,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,186,99,0,0,100.0 %,100.0 %
UNG,14d RSI UNG LT33 - L UNG,11.3 %,16.4 %,5641,8216,20.4 %,9.5 %,55.2 %,172.5 %,0.0 %,-10.0 %,5,6,0.4,0.5,80.0 %,100.0 %,1.7,,1128,1286,2.3 %,2.6 %,2.8,3,1,0,4,6,1,0,4,6,1,0,1,4,4,,4,6,6.6,,2.1,7.3,-1998,0,-2.0 %,0.0 %,-1998,0,-2.0 %,0.0 %,-1998,0,-2.0 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,1660,1286,-999,0,50.0 %,100.0 %
UNL,7d RSI UNL LT20 - L UNL,-4.5 %,10.2 %,-2268,5125,100.0 %,5.2 %,-4.5 %,198.7 %,0.0 %,-4.9 %,1,4,0.1,0.3,0.0 %,100.0 %,0,,-2268,1238,-4.5 %,2.5 %,12,2.2,1,0,0,4,1,0,0,4,1,0,0,3,0,,0,4,0,,0,4.2,-4535,0,-4.5 %,0.0 %,-4535,0,-4.5 %,0.0 %,-4535,0,-4.5 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1238,-2268,0,0.0 %,100.0 %
UPRO,7d RSI UPRO LT22 - L UPRO,8.3 %,22.2 %,4128,11113,53.3 %,5.6 %,15.5 %,400.1 %,0.0 %,-3.4 %,2,3,0.2,0.2,50.0 %,100.0 %,1.7,,2064,3473,4.1 %,7.0 %,7,3.7,1,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,1.7,,0.4,5,-12176,0,-12.2 %,0.0 %,-12176,0,-12.2 %,0.0 %,-12176,0,-12.2 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,10216,3473,-6088,0,50.0 %,100.0 %
URA,8d RSI URA LT23 - L URA,13.4 %,2.9 %,6685,1468,28.1 %,5.2 %,47.5 %,56.9 %,0.0 %,-3.2 %,3,2,0.2,0.2,100.0 %,100.0 %,,,2228,730,4.5 %,1.5 %,2,1,0,0,3,2,0,0,3,2,0,0,3,2,,,3,2,,,4.5,2.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2228,730,0,0,100.0 %,100.0 %
URTH,6d RSI URTH LT20 - L URTH,9.6 %,5.7 %,4777,2824,6.2 %,5.2 %,153.7 %,109.5 %,0.0 %,-0.9 %,3,3,0.2,0.2,100.0 %,100.0 %,,,1592,927,3.2 %,1.9 %,3,3.3,0,0,3,3,0,0,3,3,0,0,3,3,,,3,3,,,2.2,2.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1592,927,0,0,100.0 %,100.0 %
URTY,4d RSI URTY LT14 - L URTY,12.9 %,16.3 %,6436,8155,12.7 %,7.1 %,101.4 %,228.3 %,0.0 %,-4.5 %,4,4,0.3,0.3,75.0 %,100.0 %,0.5,,1609,1937,3.2 %,3.9 %,5.2,3.5,1,0,3,4,1,0,3,4,1,0,3,4,3,,3,4,1.6,,0.5,3.4,-20390,0,-20.4 %,0.0 %,-20390,0,-20.4 %,0.0 %,-20390,0,-20.4 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,5544,1937,-10195,0,75.0 %,100.0 %
USD,4d RSI USD LT15 - L USD,31.9 %,55.7 %,15966,27835,4.3 %,5.6 %,746.4 %,1002.1 %,0.0 %,-5.9 %,2,4,0.2,0.3,100.0 %,100.0 %,,,7983,5896,16.0 %,11.8 %,3,2.5,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,4.8,5.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,7983,5896,0,0,100.0 %,100.0 %
USDU,3d RSI USDU LT12 - L USDU,2.8 %,1.5 %,1411,756,12.8 %,8.3 %,22.1 %,18.1 %,-0.3 %,-2.1 %,6,5,0.5,0.4,83.3 %,80.0 %,2,1.5,235,151,0.5 %,0.3 %,3.5,3.2,1,1,3,4,1,1,3,4,0,1,5,4,5,4,5,4,10,6.2,2.2,2,-315,-146,-0.3 %,-0.3 %,-315,-146,-0.3 %,-0.3 %,0,-146,0.0 %,-0.3 %,83.3 %,80.0 %,83.3 %,80.0 %,83.3 %,80.0 %,314,225,-157,-146,100.0 %,80.0 %
