,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2020 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker (684),Condition (684),Profit %,IS Profit %,Profit $ Per Year,IS Profit $ Per Year,Time in market%,IS Time in market%,TIMAR%,IS TIMAR%,Max DD%,IS Max DD%,Total Trades,IS Total Trades,AVG Trades Per Month,IS AVG Trades Per Month,Win %,IS Win %,Risk to Reward Ratio,IS Risk to Reward Ratio,Avg P&L $,IS Avg P&L $,Avg P&L %,IS Avg P&L %,AVG Hold Period (days),IS AVG Hold Period (days),Max Consec. Losing Days,IS Max Consec. Losing Days,Max Consec. Winning Days,IS Max Consec. Winning Days,Max Consec. Losing Weeks,IS Max Consec. Losing Weeks,Max Consec. Winning Weeks,IS Max Consec. Winning Weeks,Max Consec. Losing Months,IS Max Consec. Losing Months,Max Consec. Winning Months,IS Max Consec. Winning Months,Win to Loss Ratio,IS Win to Loss Ratio,Total Profitable Trades,IS Total Profitable Trades,Profit Factor,IS Profit Factor,Sharpe Ratio,IS Sharpe Ratio,Losing Days Streak $ Loss,IS Losing Days Streak $ Loss,Losing Days Streak % Loss,IS Losing Days Streak % Loss,Losing Weeks Streak $ Loss,IS Losing Weeks Streak $ Loss,Losing Weeks Streak % Loss,IS Losing Weeks Streak % Loss,Losing Months Streak $ Loss,IS Losing Months Streak $ Loss,Losing Months Streak % Loss,IS Losing Months Streak % Loss,Winning Trades%,IS Winning Trades%,Winning Days%,IS Winning Days%,Winning Weeks%,IS Winning Weeks%,Avg Win Trade $,IS Avg Win Trade $,Avg Losing Trade $,IS Avg Losing Trade $,Winning Months%,IS Winning Months%
EWU,3d RSI EWU LT18 - L EWU,11.5 %,4.9 %,5762,2469,20.4 %,11.9 %,56.5 %,41.5 %,-10.1 %,-4.7 %,13,10,1.1,0.8,84.6 %,80.0 %,0.3,0.7,443,245,0.9 %,0.5 %,2.2,2,1,1,8,4,2,1,8,4,1,1,6,3,5.5,4,11,8,1.8,2.7,0.9,1.3,-8361,-1308,-8.4 %,-2.6 %,-10229,-1308,-10.2 %,-2.6 %,-5905,-1308,-5.9 %,-2.6 %,84.6 %,80.0 %,84.6 %,80.0 %,83.3 %,80.0 %,1172,482,-3567,-703,88.9 %,75.0 %
EWW,9d RSI EWW LT25 - L EWW,-2.5 %,7.1 %,-1227,3547,81.0 %,5.2 %,-3.0 %,137.5 %,-4.7 %,-1.5 %,4,4,0.3,0.3,25.0 %,100.0 %,1.9,,-307,865,-0.6 %,1.7 %,3.2,2.2,2,0,1,4,1,0,1,4,1,0,0,3,0.3,,1,4,0.6,,-0.4,7.7,-4814,0,-4.8 %,0.0 %,-1977,0,-2.0 %,0.0 %,-2453,0,-2.5 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,33.3 %,100.0 %,2169,865,-1132,0,0.0 %,100.0 %
EWY,20d RSI EWY LT30 - L EWY,19.0 %,7.0 %,9479,3475,77.8 %,6.0 %,24.4 %,116.8 %,-0.2 %,-2.1 %,3,5,0.2,0.4,66.7 %,100.0 %,43.5,,3160,677,6.3 %,1.4 %,1.3,2,1,0,1,5,1,0,1,4,0,0,1,2,2,,2,5,87.1,,2.1,5.8,-220,0,-0.2 %,0.0 %,-220,0,-0.2 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,4794,677,-110,0,100.0 %,100.0 %
EWZ,8d RSI EWZ LT28 - L EWZ,-16.4 %,22.8 %,-8203,11398,22.0 %,7.1 %,-74.6 %,319.2 %,-17.2 %,-2.5 %,7,6,0.6,0.5,42.9 %,100.0 %,0.2,,-1172,1743,-2.3 %,3.5 %,4.7,2,4,0,3,6,3,0,3,5,1,0,3,3,0.8,,3,6,0.1,,-1.6,9.5,-19100,0,-19.1 %,0.0 %,-19100,0,-19.1 %,0.0 %,-19100,0,-19.1 %,0.0 %,42.9 %,100.0 %,42.9 %,100.0 %,50.0 %,100.0 %,449,1743,-2388,0,75.0 %,100.0 %
EWZS,6d RSI EWZS LT26 - L EWZS,-10.4 %,21.7 %,-5216,10834,23.4 %,9.5 %,-44.5 %,227.5 %,-27.8 %,-3.1 %,9,8,0.8,0.7,44.4 %,100.0 %,0.8,,-580,1243,-1.2 %,2.5 %,4,2,4,0,2,8,3,0,2,7,1,0,2,4,0.8,,4,8,0.7,,-0.6,8.4,-28722,0,-28.7 %,0.0 %,-28722,0,-28.7 %,0.0 %,-28722,0,-28.7 %,0.0 %,44.4 %,100.0 %,44.4 %,100.0 %,50.0 %,100.0 %,2439,1243,-2994,0,66.7 %,100.0 %
EZA,19d RSI EZA LT32 - L EZA,-23.2 %,8.2 %,-11593,4110,78.9 %,5.2 %,-29.4 %,159.3 %,-24.6 %,-1.7 %,2,5,0.2,0.4,50.0 %,80.0 %,0.1,,-5796,800,-11.6 %,1.6 %,6.5,1.6,1,1,1,2,1,0,1,4,1,0,0,2,1,4,1,4,0.1,,-1.2,3,-25101,0,-25.1 %,0.0 %,-25101,0,-25.1 %,0.0 %,-23185,0,-23.2 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,100.0 %,958,1000,-12550,0,0.0 %,100.0 %
EZU,19d RSI EZU LT41 - L EZU,-0.5 %,11.6 %,-225,5787,22.4 %,11.1 %,-2.0 %,104.2 %,-18.8 %,-2.5 %,10,10,0.8,0.8,70.0 %,90.0 %,0.4,1.6,-23,553,-0.0 %,1.1 %,3.5,1.8,1,1,4,5,2,1,3,4,1,0,2,5,2.3,9,7,9,1,14.7,0,3.4,-19114,-403,-19.1 %,-0.8 %,-19439,-403,-19.4 %,-0.8 %,-4425,0,-4.4 %,0.0 %,70.0 %,90.0 %,70.0 %,90.0 %,62.5 %,88.9 %,1792,660,-4256,-403,66.7 %,100.0 %
FALN,21d RSI FALN LT46 - L FALN,-18.8 %,3.3 %,-9388,1638,22.6 %,7.1 %,-83.2 %,45.9 %,-22.1 %,-1.1 %,5,5,0.4,0.4,60.0 %,100.0 %,0.1,,-1878,324,-3.8 %,0.7 %,6,2.6,2,0,3,5,2,0,3,4,1,0,2,4,1.5,,3,5,0.2,,-0.9,2.3,-22422,0,-22.4 %,0.0 %,-22422,0,-22.4 %,0.0 %,-22422,0,-22.4 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,608,324,-5605,0,66.7 %,100.0 %
FAS,20d RSI FAS LT46 - L FAS,5.7 %,82.7 %,2847,41332,48.1 %,14.7 %,11.8 %,563.0 %,-75.7 %,-7.0 %,18,12,1.5,1,61.1 %,100.0 %,0.7,,158,2588,0.3 %,5.2 %,3.7,2.1,4,0,7,12,3,0,8,11,1,0,6,6,1.6,,11,12,1.1,,0.1,7.4,-80223,0,-80.2 %,0.0 %,-62088,0,-62.1 %,0.0 %,-62088,0,-62.1 %,0.0 %,61.1 %,100.0 %,61.1 %,100.0 %,69.2 %,100.0 %,4946,2588,-7365,0,85.7 %,100.0 %
FAZ,12d RSI FAZ LT27 - L FAZ,8.1 %,12.7 %,4055,6343,6.3 %,6.0 %,128.8 %,213.1 %,0.0 %,-2.7 %,2,4,0.2,0.3,50.0 %,100.0 %,30.6,,2028,1520,4.1 %,3.0 %,2.5,2.8,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,30.6,,1.3,4.5,-274,0,-0.3 %,0.0 %,-274,0,-0.3 %,0.0 %,-274,0,-0.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,4192,1520,-137,0,50.0 %,100.0 %
FBND,21d RSI FBND LT53 - L FBND,-2.5 %,1.0 %,-1227,482,29.5 %,13.5 %,-8.3 %,7.2 %,-0.4 %,-0.6 %,14,8,1.2,0.7,64.3 %,62.5 %,0.4,2.3,-88,60,-0.2 %,0.1 %,2.7,3.2,2,1,5,3,2,1,6,4,1,0,1,4,1.8,1.7,9,5,0.7,3.8,-0.3,1.5,-363,-111,-0.4 %,-0.2 %,-363,0,-0.4 %,0.0 %,-4441,0,-4.4 %,0.0 %,64.3 %,62.5 %,64.3 %,62.5 %,70.0 %,83.3 %,309,131,-802,-58,40.0 %,100.0 %
FBT,15d RSI FBT LT33 - L FBT,11.8 %,7.3 %,5900,3629,100.0 %,5.2 %,11.8 %,140.7 %,0.0 %,-2.4 %,2,4,0.2,0.3,100.0 %,100.0 %,,,2950,884,5.9 %,1.8 %,3.5,2.2,0,0,2,4,0,0,2,4,0,0,1,3,,,2,4,,,270.7,7.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2950,884,0,0,100.0 %,100.0 %
FCG,7d RSI FCG LT19 - L FCG,-48.5 %,15.3 %,-24240,7674,16.6 %,6.0 %,-292.6 %,257.9 %,-44.9 %,-2.7 %,4,5,0.3,0.4,0.0 %,100.0 %,0,,-6060,1451,-12.1 %,2.9 %,6,2,4,0,0,5,4,0,0,5,3,0,0,5,0,,0,5,0,,-2.1,6.8,-48480,0,-48.5 %,0.0 %,-48480,0,-48.5 %,0.0 %,-48480,0,-48.5 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,1451,-6060,0,0.0 %,100.0 %
FCOM,19d RSI FCOM LT43 - L FCOM,19.0 %,15.8 %,9478,7898,22.1 %,11.1 %,85.9 %,142.2 %,-5.9 %,-3.3 %,10,9,0.8,0.8,70.0 %,88.9 %,1.5,2.9,948,825,1.9 %,1.6 %,2.4,2.1,3,1,7,6,2,0,5,8,0,0,3,5,2.3,8,7,8,3.6,23.3,1.8,3.9,-7290,-333,-7.3 %,-0.7 %,-7290,0,-7.3 %,0.0 %,0,0,0.0 %,0.0 %,70.0 %,88.9 %,70.0 %,88.9 %,71.4 %,100.0 %,1875,970,-1215,-333,100.0 %,100.0 %
FDD,18d RSI FDD LT37 - L FDD,-14.5 %,6.1 %,-7261,3031,19.0 %,7.1 %,-76.5 %,84.9 %,-27.0 %,-0.8 %,7,6,0.6,0.5,71.4 %,100.0 %,0.2,,-1037,493,-2.1 %,1.0 %,3.9,2,1,0,4,6,1,0,4,5,1,0,3,3,2.5,,5,6,0.5,,-0.5,7.1,-27164,0,-27.2 %,0.0 %,-27164,0,-27.2 %,0.0 %,-19266,0,-19.3 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,83.3 %,100.0 %,1580,493,-7581,0,75.0 %,100.0 %
FDIS,21d RSI FDIS LT41 - L FDIS,-3.3 %,4.5 %,-1634,2250,90.0 %,5.2 %,-3.6 %,87.2 %,-21.3 %,-3.3 %,6,4,0.5,0.3,50.0 %,75.0 %,0.9,7.1,-272,555,-0.5 %,1.1 %,3.5,2.2,3,1,3,3,3,1,2,2,1,1,1,1,1,3,3,3,0.9,21.2,-0.2,2.5,-23474,-110,-23.5 %,-0.2 %,-23474,-110,-23.5 %,-0.2 %,-9609,-110,-9.6 %,-0.2 %,50.0 %,75.0 %,50.0 %,75.0 %,40.0 %,66.7 %,3368,777,-3912,-110,50.0 %,50.0 %
FDL,17d RSI FDL LT40 - L FDL,-5.2 %,8.8 %,-2577,4401,20.9 %,7.1 %,-24.7 %,123.2 %,-22.6 %,-2.0 %,9,6,0.8,0.5,66.7 %,83.3 %,0.4,2.7,-286,711,-0.6 %,1.4 %,3.7,2,3,1,4,4,2,1,4,3,1,1,3,1,2,5,6,5,0.8,13.5,-0.3,3.4,-22962,-342,-23.0 %,-0.7 %,-19607,-342,-19.6 %,-0.7 %,-16291,-342,-16.3 %,-0.7 %,66.7 %,83.3 %,66.7 %,83.3 %,75.0 %,80.0 %,1484,921,-3827,-342,83.3 %,66.7 %
FDN,15d RSI FDN LT35 - L FDN,0.1 %,15.2 %,47,7573,100.0 %,6.8 %,0.1 %,224.5 %,-6.0 %,-2.1 %,4,6,0.3,0.5,25.0 %,100.0 %,3,,12,1192,0.0 %,2.4 %,3.2,1.8,3,0,1,6,2,0,1,5,0,0,1,4,0.3,,1,6,1,,0,5.9,-6380,0,-6.4 %,0.0 %,-6380,0,-6.4 %,0.0 %,0,0,0.0 %,0.0 %,25.0 %,100.0 %,25.0 %,100.0 %,33.3 %,100.0 %,3236,1192,-1063,0,100.0 %,100.0 %
FDT,21d RSI FDT LT37 - L FDT,-4.0 %,11.6 %,-2004,5798,16.8 %,7.5 %,-23.9 %,153.8 %,-18.6 %,-1.1 %,8,8,0.7,0.7,75.0 %,100.0 %,0.3,,-251,693,-0.5 %,1.4 %,3.1,1.4,1,0,4,8,2,0,3,7,1,0,2,4,3,,6,8,0.8,,-0.2,3.8,-17641,0,-17.6 %,0.0 %,-19029,0,-19.0 %,0.0 %,-9425,0,-9.4 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,100.0 %,1465,693,-5396,0,75.0 %,100.0 %
FDVV,19d RSI FDVV LT44 - L FDVV,-12.0 %,11.8 %,-6004,5914,22.7 %,13.9 %,-53.0 %,85.2 %,-17.8 %,-2.2 %,8,13,0.7,1.1,25.0 %,92.3 %,1.6,0.8,-751,434,-1.5 %,0.9 %,4.1,1.7,3,1,1,6,2,1,1,4,2,1,1,2,0.3,12,2,12,0.5,10.1,-0.7,3.4,-22365,-617,-22.4 %,-1.2 %,-20458,-441,-20.5 %,-0.9 %,-1736,-441,-1.7 %,-0.9 %,25.0 %,92.3 %,25.0 %,92.3 %,28.6 %,88.9 %,3332,522,-2111,-617,25.0 %,80.0 %
FEMB,17d RSI FEMB LT40 - L FEMB,-15.8 %,4.4 %,-7883,2196,25.5 %,11.9 %,-61.9 %,36.9 %,-20.4 %,-0.9 %,8,7,0.7,0.6,62.5 %,100.0 %,0.1,,-985,308,-2.0 %,0.6 %,4.1,3.3,2,0,3,7,2,0,2,7,1,0,3,4,1.7,,5,7,0.2,,-0.9,6.4,-20465,0,-20.5 %,0.0 %,-19031,0,-19.0 %,0.0 %,-19031,0,-19.0 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,60.0 %,100.0 %,501,308,-3462,0,80.0 %,100.0 %
FENY,5d RSI FENY LT10 - L FENY,-11.7 %,6.8 %,-5840,3416,52.6 %,5.6 %,-22.2 %,123.0 %,-7.5 %,-2.2 %,3,4,0.2,0.3,0.0 %,100.0 %,0,,-1947,834,-3.9 %,1.7 %,5.7,2.5,3,0,0,4,3,0,0,4,2,0,0,4,0,,0,4,0,,-4,4.5,-11681,0,-11.7 %,0.0 %,-11681,0,-11.7 %,0.0 %,-11681,0,-11.7 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,834,-1947,0,0.0 %,100.0 %
FEZ,20d RSI FEZ LT42 - L FEZ,4.7 %,8.8 %,2366,4403,22.9 %,10.3 %,20.7 %,85.4 %,-19.0 %,-3.6 %,11,8,0.9,0.7,72.7 %,75.0 %,0.4,1.7,215,536,0.4 %,1.1 %,3.2,2.2,1,2,5,4,2,1,4,4,1,0,5,4,2.7,3,8,6,1.2,5.2,0.2,2,-19274,-1016,-19.3 %,-2.0 %,-19639,-967,-19.6 %,-1.9 %,-4149,0,-4.1 %,0.0 %,72.7 %,75.0 %,72.7 %,75.0 %,66.7 %,85.7 %,2010,884,-4571,-508,83.3 %,100.0 %
FFTY,16d RSI FFTY LT37 - L FFTY,17.4 %,15.1 %,8681,7569,90.9 %,5.6 %,19.1 %,272.5 %,-2.7 %,-1.1 %,6,6,0.5,0.5,66.7 %,100.0 %,1.9,,1447,1190,2.9 %,2.4 %,2.3,1.3,1,0,2,6,0,0,4,6,0,0,1,6,2,,4,6,3.8,,1.6,6.8,-3287,0,-3.3 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,100.0 %,100.0 %,2944,1190,-1547,0,100.0 %,100.0 %
FGD,21d RSI FGD LT39 - L FGD,-17.8 %,7.0 %,-8878,3493,22.4 %,9.9 %,-79.1 %,70.4 %,-21.6 %,-3.2 %,6,8,0.5,0.7,50.0 %,87.5 %,0.3,0.8,-1480,426,-3.0 %,0.8 %,4.8,2.1,3,1,3,4,2,1,3,3,1,0,2,3,1,7,3,7,0.3,5.9,-0.9,2.5,-27091,-697,-27.1 %,-1.4 %,-26712,-697,-26.7 %,-1.4 %,-20937,0,-20.9 %,0.0 %,50.0 %,87.5 %,50.0 %,87.5 %,60.0 %,85.7 %,1556,587,-4515,-697,66.7 %,100.0 %
FHLC,14d RSI FHLC LT40 - L FHLC,9.9 %,14.9 %,4956,7454,16.2 %,14.3 %,61.0 %,104.4 %,-3.2 %,-4.5 %,9,10,0.8,0.8,77.8 %,90.0 %,0.8,1.4,551,702,1.1 %,1.4 %,2.6,2.6,1,1,4,8,0,1,7,7,0,1,4,4,3.5,9,7,9,2.8,12.9,1.3,4.2,-3301,-592,-3.3 %,-1.2 %,0,-57,0.0 %,-0.1 %,0,-57,0.0 %,-0.1 %,77.8 %,90.0 %,77.8 %,90.0 %,100.0 %,88.9 %,1109,846,-1405,-592,100.0 %,83.3 %
FIDU,19d RSI FIDU LT41 - L FIDU,-2.0 %,12.6 %,-999,6285,18.9 %,9.5 %,-10.6 %,132.0 %,-11.4 %,-1.6 %,7,8,0.6,0.7,42.9 %,87.5 %,1.1,2.7,-143,749,-0.3 %,1.5 %,3.9,2,4,1,3,5,2,1,3,5,1,1,2,2,0.8,7,3,7,0.9,18.6,-0.2,3.8,-14109,-340,-14.1 %,-0.7 %,-13270,-340,-13.3 %,-0.7 %,-7849,-340,-7.8 %,-0.7 %,42.9 %,87.5 %,42.9 %,87.5 %,60.0 %,87.5 %,2018,904,-1764,-340,66.7 %,80.0 %
FIXD,14d RSI FIXD LT43 - L FIXD,5.2 %,1.4 %,2618,703,17.1 %,7.1 %,30.7 %,19.7 %,-0.9 %,-0.3 %,9,4,0.8,0.3,88.9 %,100.0 %,0.9,,291,175,0.6 %,0.3 %,2.2,3.5,1,0,7,4,0,0,8,4,0,0,4,4,8,,8,4,6.9,,2,4.9,-882,0,-0.9 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,100.0 %,100.0 %,382,175,-441,0,100.0 %,100.0 %
FLBR,13d RSI FLBR LT35 - L FLBR,-2.7 %,19.8 %,-1367,9893,20.3 %,6.8 %,-13.5 %,293.3 %,-31.8 %,-0.6 %,12,7,1,0.6,58.3 %,100.0 %,0.7,,-114,1312,-0.2 %,2.6 %,2.2,1.4,4,0,4,7,3,0,6,6,1,0,4,3,1.4,,7,7,0.9,,-0.1,4.8,-32567,0,-32.6 %,0.0 %,-32567,0,-32.6 %,0.0 %,-19352,0,-19.4 %,0.0 %,58.3 %,100.0 %,58.3 %,100.0 %,70.0 %,100.0 %,2131,1312,-3257,0,83.3 %,100.0 %
FLCH,17d RSI FLCH LT32 - L FLCH,4.6 %,10.4 %,2275,5212,100.0 %,7.9 %,4.6 %,131.3 %,0.0 %,-0.8 %,1,6,0.1,0.5,100.0 %,100.0 %,,,2275,834,4.6 %,1.7 %,1,2.3,0,0,1,6,0,0,1,5,0,0,1,3,,,1,6,,,0,6.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2275,834,0,0,100.0 %,100.0 %
FLCO,19d RSI FLCO LT49 - L FLCO,-5.7 %,2.4 %,-2841,1173,32.0 %,7.9 %,-17.8 %,29.6 %,-0.6 %,-0.8 %,14,8,1.2,0.7,85.7 %,75.0 %,0.1,3.4,-203,145,-0.4 %,0.3 %,2.9,1.5,1,1,7,5,1,0,4,5,1,0,2,3,6,3,12,6,0.6,10.2,-0.5,3,-12091,-102,-12.1 %,-0.2 %,-9610,0,-9.6 %,0.0 %,-8873,0,-8.9 %,0.0 %,85.7 %,75.0 %,85.7 %,75.0 %,80.0 %,100.0 %,290,215,-3162,-64,66.7 %,100.0 %
FLGB,3d RSI FLGB LT15 - L FLGB,-15.5 %,0.8 %,-7737,392,17.6 %,9.5 %,-88.0 %,8.2 %,-23.5 %,-4.3 %,7,8,0.6,0.7,71.4 %,87.5 %,0.1,0.2,-1105,53,-2.2 %,0.1 %,4,2,2,1,3,5,2,1,3,5,1,1,3,3,2.5,7,5,7,0.4,1.3,-0.8,0.2,-23909,-1684,-23.9 %,-3.4 %,-23909,-1684,-23.9 %,-3.4 %,-23909,-1306,-23.9 %,-2.6 %,71.4 %,87.5 %,71.4 %,87.5 %,71.4 %,87.5 %,843,302,-5977,-1684,83.3 %,80.0 %
FLJP,17d RSI FLJP LT40 - L FLJP,-8.4 %,11.0 %,-4222,5484,71.4 %,6.8 %,-11.8 %,162.6 %,-17.0 %,-0.9 %,7,8,0.6,0.7,57.1 %,100.0 %,0.4,,-603,656,-1.2 %,1.3 %,3.3,1.1,2,0,2,8,3,0,2,7,1,0,2,4,1.3,,4,8,0.6,,-0.6,5.3,-12132,0,-12.1 %,0.0 %,-17263,0,-17.3 %,0.0 %,-9904,0,-9.9 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,50.0 %,100.0 %,1335,656,-3188,0,66.7 %,100.0 %
FLKR,14d RSI FLKR LT28 - L FLKR,21.3 %,3.7 %,10641,1869,100.0 %,6.3 %,21.3 %,58.9 %,0.0 %,-4.7 %,4,6,0.3,0.5,100.0 %,83.3 %,,0.5,2660,313,5.3 %,0.6 %,1.2,1.7,0,1,4,3,0,1,3,3,0,0,1,2,,5,4,5,,2.3,2.7,1,0,-1420,0.0 %,-2.8 %,0,-1420,0.0 %,-2.8 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,2660,660,0,-1420,100.0 %,100.0 %
FLMI,20d RSI FLMI LT44 - L FLMI,-3.6 %,1.1 %,-1788,532,78.9 %,12.7 %,-4.5 %,8.4 %,-5.9 %,-0.2 %,5,8,0.4,0.7,60.0 %,75.0 %,0.4,4,-358,66,-0.7 %,0.1 %,2,3,2,1,3,4,2,1,2,6,1,0,1,4,1.5,3,3,6,0.6,12,-0.5,3,-8632,-24,-8.6 %,-0.1 %,-4578,-24,-4.6 %,-0.1 %,-4578,0,-4.6 %,0.0 %,60.0 %,75.0 %,60.0 %,75.0 %,50.0 %,85.7 %,843,96,-2158,-24,50.0 %,100.0 %
FLOT,3d RSI FLOT LT40 - L FLOT,-10.2 %,1.4 %,-5083,715,42.2 %,31.4 %,-24.1 %,4.6 %,-11.4 %,-0.1 %,14,8,1.2,0.7,85.7 %,100.0 %,0,,-363,89,-0.7 %,0.2 %,5.4,8.9,2,0,11,8,2,0,11,8,1,0,7,7,6,,12,8,0.1,,-0.9,4,-11392,0,-11.4 %,0.0 %,-11392,0,-11.4 %,0.0 %,-11392,0,-11.4 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,51,89,-2848,0,88.9 %,100.0 %
FLQM,20d RSI FLQM LT41 - L FLQM,-14.0 %,5.6 %,-6993,2789,96.8 %,6.0 %,-14.5 %,93.7 %,-17.7 %,-0.6 %,6,4,0.5,0.3,50.0 %,100.0 %,0.4,,-1166,685,-2.3 %,1.4 %,4,2.8,2,0,2,4,3,0,1,4,1,0,1,3,1,,3,4,0.4,,-1,3.3,-17535,0,-17.5 %,0.0 %,-17135,0,-17.1 %,0.0 %,-17135,0,-17.1 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,25.0 %,100.0 %,1435,685,-3766,0,50.0 %,100.0 %
FLRN,3d RSI FLRN LT32 - L FLRN,-10.7 %,0.7 %,-5335,325,36.3 %,7.1 %,-29.4 %,9.1 %,-11.1 %,-0.0 %,5,4,0.4,0.3,60.0 %,100.0 %,0,,-1067,81,-2.1 %,0.2 %,12.8,3.5,2,0,3,4,2,0,3,4,1,0,2,3,1.5,,3,4,0,,-1.1,4.6,-11146,0,-11.1 %,0.0 %,-11146,0,-11.1 %,0.0 %,-11146,0,-11.1 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,79,81,-2787,0,66.7 %,100.0 %
FLTR,3d RSI FLTR LT19 - L FLTR,-10.3 %,0.6 %,-5175,303,27.3 %,5.6 %,-37.9 %,10.9 %,0.0 %,-0.1 %,2,3,0.2,0.2,50.0 %,100.0 %,0,,-2587,101,-5.2 %,0.2 %,24,3.7,1,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,0,,-1.3,3.2,-10839,0,-10.8 %,0.0 %,-10839,0,-10.8 %,0.0 %,-10839,0,-10.8 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,245,101,-5419,0,50.0 %,100.0 %
FLTW,17d RSI FLTW LT34 - L FLTW,2.3 %,8.0 %,1128,4010,34.2 %,6.3 %,6.6 %,126.3 %,-7.7 %,-0.5 %,4,4,0.3,0.3,75.0 %,100.0 %,0.4,,282,975,0.6 %,1.9 %,2.2,3,1,0,2,4,1,0,2,4,0,0,2,4,3,,3,4,1.3,,0.2,5.9,-8076,0,-8.1 %,0.0 %,-8076,0,-8.1 %,0.0 %,0,0,0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,1722,975,-4038,0,100.0 %,100.0 %
FMB,19d RSI FMB LT43 - L FMB,-6.0 %,0.4 %,-2982,206,19.1 %,5.2 %,-31.2 %,8.0 %,-0.0 %,-0.3 %,5,3,0.4,0.2,60.0 %,100.0 %,0.2,,-596,68,-1.2 %,0.1 %,5.2,3.3,1,0,2,3,2,0,2,3,2,0,2,3,1.5,,3,3,0.3,,-0.7,11.5,-8464,0,-8.5 %,0.0 %,-6318,0,-6.3 %,0.0 %,-6318,0,-6.3 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,50.0 %,100.0 %,420,68,-2122,0,50.0 %,100.0 %
FMHI,16d RSI FMHI LT51 - L FMHI,-12.5 %,1.6 %,-6264,817,41.7 %,8.3 %,-30.1 %,19.6 %,-4.8 %,-0.3 %,9,5,0.8,0.4,66.7 %,100.0 %,0.1,,-696,162,-1.4 %,0.3 %,6.8,3.2,2,0,4,5,2,0,4,5,3,0,1,3,2,,6,5,0.1,,-1.3,4.8,-13913,0,-13.9 %,0.0 %,-13913,0,-13.9 %,0.0 %,-12954,0,-13.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,62.5 %,100.0 %,162,162,-2413,0,25.0 %,100.0 %
FNCL,16d RSI FNCL LT39 - L FNCL,1.8 %,10.8 %,917,5382,20.5 %,5.6 %,8.9 %,193.8 %,-12.5 %,-0.8 %,8,6,0.7,0.5,62.5 %,100.0 %,0.7,,115,861,0.2 %,1.7 %,3,1.3,2,0,4,6,2,0,4,5,1,0,2,4,1.7,,5,6,1.1,,0.1,5.2,-17095,0,-17.1 %,0.0 %,-16852,0,-16.9 %,0.0 %,-11265,0,-11.3 %,0.0 %,62.5 %,100.0 %,62.5 %,100.0 %,66.7 %,100.0 %,2033,861,-3082,0,66.7 %,100.0 %
FNDA,3d RSI FNDA LT12 - L FNDA,-6.4 %,9.6 %,-3196,4793,11.3 %,7.9 %,-56.5 %,120.8 %,-14.3 %,-1.8 %,7,6,0.6,0.5,71.4 %,100.0 %,0.2,,-457,771,-0.9 %,1.5 %,2.4,2.3,2,0,3,6,2,0,3,6,1,0,2,6,2.5,,5,6,0.6,,-0.6,4.1,-14793,0,-14.8 %,0.0 %,-14793,0,-14.8 %,0.0 %,-14793,0,-14.8 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,71.4 %,100.0 %,840,771,-3698,0,80.0 %,100.0 %
