,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2020 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ticker (684),Condition (684),Profit %,IS Profit %,Profit $ Per Year,IS Profit $ Per Year,Time in market%,IS Time in market%,TIMAR%,IS TIMAR%,Max DD%,IS Max DD%,Total Trades,IS Total Trades,AVG Trades Per Month,IS AVG Trades Per Month,Win %,IS Win %,Risk to Reward Ratio,IS Risk to Reward Ratio,Avg P&L $,IS Avg P&L $,Avg P&L %,IS Avg P&L %,AVG Hold Period (days),IS AVG Hold Period (days),Max Consec. Losing Days,IS Max Consec. Losing Days,Max Consec. Winning Days,IS Max Consec. Winning Days,Max Consec. Losing Weeks,IS Max Consec. Losing Weeks,Max Consec. Winning Weeks,IS Max Consec. Winning Weeks,Max Consec. Losing Months,IS Max Consec. Losing Months,Max Consec. Winning Months,IS Max Consec. Winning Months,Win to Loss Ratio,IS Win to Loss Ratio,Total Profitable Trades,IS Total Profitable Trades,Profit Factor,IS Profit Factor,Sharpe Ratio,IS Sharpe Ratio,Losing Days Streak $ Loss,IS Losing Days Streak $ Loss,Losing Days Streak % Loss,IS Losing Days Streak % Loss,Losing Weeks Streak $ Loss,IS Losing Weeks Streak $ Loss,Losing Weeks Streak % Loss,IS Losing Weeks Streak % Loss,Losing Months Streak $ Loss,IS Losing Months Streak $ Loss,Losing Months Streak % Loss,IS Losing Months Streak % Loss,Winning Trades%,IS Winning Trades%,Winning Days%,IS Winning Days%,Winning Weeks%,IS Winning Weeks%,Avg Win Trade $,IS Avg Win Trade $,Avg Losing Trade $,IS Avg Losing Trade $,Winning Months%,IS Winning Months%
SPYV,14d RSI SPYV LT37 - L SPYV,-9.1 %,8.6 %,-4539,4320,16.2 %,7.1 %,-55.9 %,121.0 %,-13.9 %,-2.1 %,7,5,0.6,0.4,42.9 %,80.0 %,0.5,2,-648,842,-1.3 %,1.7 %,3.6,2.6,4,1,2,2,3,1,2,2,1,1,2,2,0.8,4,3,4,0.4,7.9,-1.2,2.4,-14151,-611,-14.2 %,-1.2 %,-14151,-611,-14.2 %,-1.2 %,-14151,-611,-14.2 %,-1.2 %,42.9 %,80.0 %,42.9 %,80.0 %,50.0 %,80.0 %,845,1205,-1769,-611,75.0 %,75.0 %
SPYX,21d RSI SPYX LT44 - L SPYX,14.6 %,17.3 %,7301,8672,20.6 %,10.3 %,71.0 %,168.1 %,-5.7 %,-1.5 %,10,9,0.8,0.8,70.0 %,88.9 %,1.3,21.1,730,898,1.5 %,1.8 %,2.7,1.9,2,1,6,6,1,1,5,5,0,0,4,5,2.3,8,7,8,3,168.5,1.6,6.3,-5891,-48,-5.9 %,-0.1 %,-5891,-48,-5.9 %,-0.1 %,0,0,0.0 %,0.0 %,70.0 %,88.9 %,70.0 %,88.9 %,85.7 %,87.5 %,1563,1017,-1213,-48,100.0 %,100.0 %
SQQQ,6d RSI SQQQ LT11 - L SQQQ,12.1 %,7.7 %,6028,3826,100.0 %,5.2 %,12.1 %,148.3 %,0.0 %,-3.8 %,1,3,0.1,0.2,100.0 %,66.7 %,,8.2,6028,1266,12.1 %,2.5 %,2,3.3,0,1,1,2,0,1,1,2,0,1,1,2,,2,1,2,,16.4,0,1.4,0,-247,0.0 %,-0.5 %,0,-247,0.0 %,-0.5 %,0,-247,0.0 %,-0.5 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,6028,2023,0,-247,100.0 %,66.7 %
SRLN,19d RSI SRLN LT43 - L SRLN,-6.2 %,1.8 %,-3100,920,18.7 %,6.8 %,-33.2 %,27.3 %,-8.2 %,-0.3 %,7,5,0.6,0.4,42.9 %,100.0 %,0.5,,-443,183,-0.9 %,0.4 %,3.9,2.4,3,0,2,5,3,0,2,4,1,0,2,4,0.8,,3,5,0.3,,-1.1,2.4,-8160,0,-8.2 %,0.0 %,-8638,0,-8.6 %,0.0 %,-8638,0,-8.6 %,0.0 %,42.9 %,100.0 %,42.9 %,100.0 %,40.0 %,100.0 %,527,183,-1170,0,66.7 %,100.0 %
SRTY,13d RSI SRTY LT29 - L SRTY,-4.0 %,9.1 %,-1976,4570,15.3 %,7.9 %,-25.9 %,115.2 %,-15.6 %,-6.1 %,5,4,0.4,0.3,60.0 %,50.0 %,0.5,4.2,-395,1160,-0.8 %,2.3 %,6,4,2,1,3,2,2,1,3,2,2,1,3,2,1.5,1,3,2,0.8,4.2,-0.3,1,-17779,-754,-17.8 %,-1.5 %,-17779,-754,-17.8 %,-1.5 %,-17779,-754,-17.8 %,-1.5 %,60.0 %,50.0 %,60.0 %,50.0 %,60.0 %,50.0 %,2304,3037,-4445,-716,60.0 %,50.0 %
SSO,5d RSI SSO LT17 - L SSO,-6.5 %,21.4 %,-3229,10719,5.5 %,5.2 %,-116.9 %,415.6 %,0.0 %,-4.0 %,2,4,0.2,0.3,50.0 %,100.0 %,0.2,,-1614,2490,-3.2 %,5.0 %,4,2.2,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,0.2,,-0.9,10.3,-8526,0,-8.5 %,0.0 %,-8526,0,-8.5 %,0.0 %,-8526,0,-8.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1034,2490,-4263,0,50.0 %,100.0 %
STIP,3d RSI STIP LT36 - L STIP,-2.6 %,2.2 %,-1316,1097,25.1 %,27.0 %,-10.5 %,8.1 %,-3.0 %,-0.2 %,12,19,1,1.6,66.7 %,94.7 %,0.1,,-110,57,-0.2 %,0.1 %,3.5,2.6,2,1,4,9,2,0,4,17,2,0,4,12,2,18,8,18,0.2,,-0.9,6.9,-3057,0,-3.1 %,0.0 %,-3057,0,-3.1 %,0.0 %,-3057,0,-3.1 %,0.0 %,66.7 %,94.7 %,66.7 %,94.7 %,66.7 %,100.0 %,37,60,-403,0,66.7 %,100.0 %
SUB,21d RSI SUB LT50 - L SUB,-1.1 %,0.0 %,-570,5,25.6 %,8.3 %,-4.5 %,0.1 %,0.0 %,-0.5 %,8,5,0.7,0.4,87.5 %,80.0 %,0.1,0.3,-71,1,-0.1 %,0.0 %,4.6,3.2,1,1,7,4,1,1,5,4,1,1,3,2,7,4,7,4,0.7,1,-0.3,0,-3807,-155,-3.8 %,-0.3 %,-1776,-155,-1.8 %,-0.3 %,-1776,-98,-1.8 %,-0.2 %,87.5 %,80.0 %,87.5 %,80.0 %,83.3 %,80.0 %,191,40,-1904,-155,75.0 %,66.7 %
SUSB,6d RSI SUSB LT41 - L SUSB,-5.4 %,1.9 %,-2689,937,39.3 %,11.1 %,-13.7 %,16.9 %,0.0 %,-0.3 %,5,7,0.4,0.6,80.0 %,100.0 %,0.1,,-538,133,-1.1 %,0.3 %,12.6,3,1,0,4,7,1,0,4,7,1,0,4,7,4,,4,7,0.3,,-0.8,3.9,-7363,0,-7.4 %,0.0 %,-7363,0,-7.4 %,0.0 %,-7363,0,-7.4 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,248,133,-3682,0,80.0 %,100.0 %
SUSC,19d RSI SUSC LT48 - L SUSC,-1.2 %,1.9 %,-575,930,33.7 %,5.2 %,-3.4 %,36.0 %,-0.2 %,-0.3 %,12,4,1,0.3,75.0 %,100.0 %,0.3,,-48,231,-0.1 %,0.5 %,3.8,2.2,1,0,4,4,1,0,3,4,1,0,5,3,3,,9,4,0.9,,-0.1,3.8,-9922,0,-9.9 %,0.0 %,-6129,0,-6.1 %,0.0 %,-5215,0,-5.2 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,70.0 %,100.0 %,499,231,-1690,0,83.3 %,100.0 %
SVXY,13d RSI SVXY LT36 - L SVXY,-19.4 %,30.6 %,-9677,15275,23.2 %,7.1 %,-83.3 %,427.7 %,-46.3 %,-4.3 %,10,6,0.8,0.5,70.0 %,100.0 %,0.3,,-968,2273,-1.9 %,4.5 %,3.5,2,3,0,6,6,3,0,4,5,1,0,4,3,2.3,,7,6,0.6,,-0.6,13.8,-48536,0,-48.5 %,0.0 %,-48409,0,-48.4 %,0.0 %,-44524,0,-44.5 %,0.0 %,70.0 %,100.0 %,70.0 %,100.0 %,62.5 %,100.0 %,2084,2273,-8089,0,83.3 %,100.0 %
TAIL,17d RSI TAIL LT35 - L TAIL,2.5 %,2.1 %,1254,1069,25.8 %,6.0 %,9.7 %,35.9 %,0.0 %,-0.5 %,4,3,0.3,0.2,100.0 %,100.0 %,,,314,354,0.6 %,0.7 %,3.2,1,0,0,4,3,0,0,4,3,0,0,4,3,,,4,3,,,5.3,4.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,314,354,0,0,100.0 %,100.0 %
TAN,8d RSI TAN LT31 - L TAN,-9.9 %,7.0 %,-4959,3497,100.0 %,7.9 %,-9.9 %,88.1 %,0.0 %,-2.1 %,2,5,0.2,0.4,50.0 %,80.0 %,0.6,47.8,-2479,684,-5.0 %,1.4 %,5,3,1,1,1,3,1,0,1,4,1,0,0,3,1,4,1,4,0.6,191.3,-0.4,2.5,-23266,-18,-23.3 %,-0.0 %,-23266,0,-23.3 %,0.0 %,-9918,0,-9.9 %,0.0 %,50.0 %,80.0 %,50.0 %,80.0 %,50.0 %,100.0 %,6674,860,-11633,-18,0.0 %,100.0 %
TBLL,3d RSI TBLL LT43 - L TBLL,1.7 %,0.5 %,850,227,93.7 %,8.7 %,1.8 %,5.2 %,0.0 %,-0.0 %,13,5,1.1,0.4,100.0 %,100.0 %,,,65,45,0.1 %,0.1 %,12.3,3.2,0,0,13,5,0,0,11,5,0,0,7,5,,,13,5,,,2.7,3.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,65,45,0,0,100.0 %,100.0 %
TDIV,11d RSI TDIV LT30 - L TDIV,23.6 %,6.7 %,11785,3348,11.1 %,5.2 %,212.1 %,129.8 %,0.0 %,-1.8 %,5,4,0.4,0.3,80.0 %,75.0 %,6,4.5,2357,821,4.7 %,1.6 %,3,2.2,1,1,4,2,1,1,3,2,0,0,2,3,4,3,4,3,23.9,13.4,2.6,2.4,-1028,-266,-1.0 %,-0.5 %,-1028,-266,-1.0 %,-0.5 %,0,0,0.0 %,0.0 %,80.0 %,75.0 %,80.0 %,75.0 %,75.0 %,75.0 %,3075,1184,-514,-266,100.0 %,100.0 %
TDTF,20d RSI TDTF LT45 - L TDTF,-2.2 %,1.6 %,-1087,794,10.1 %,6.0 %,-21.5 %,26.7 %,-0.1 %,-0.2 %,5,5,0.4,0.4,60.0 %,100.0 %,0.1,,-217,158,-0.4 %,0.3 %,2.6,2,1,0,2,5,1,0,2,4,1,0,1,2,1.5,,3,5,0.2,,-0.9,8.6,-2501,0,-2.5 %,0.0 %,-2501,0,-2.5 %,0.0 %,-2501,0,-2.5 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,66.7 %,100.0 %,70,158,-649,0,50.0 %,100.0 %
TDTT,12d RSI TDTT LT39 - L TDTT,-2.7 %,0.7 %,-1333,342,9.7 %,7.5 %,-27.5 %,9.1 %,-0.1 %,-0.4 %,2,3,0.2,0.2,0.0 %,100.0 %,0,,-667,114,-1.3 %,0.2 %,7.5,5.3,2,0,0,3,2,0,0,2,2,0,0,2,0,,0,3,0,,-1.5,3.2,-2667,0,-2.7 %,0.0 %,-2667,0,-2.7 %,0.0 %,-2667,0,-2.7 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,114,-667,0,0.0 %,100.0 %
TECL,13d RSI TECL LT34 - L TECL,64.5 %,38.0 %,32242,18986,11.6 %,5.2 %,555.8 %,736.1 %,0.0 %,-7.4 %,5,5,0.4,0.4,100.0 %,100.0 %,,,6448,3356,12.9 %,6.7 %,3.2,1.6,0,0,5,5,0,0,4,5,0,0,2,4,,,5,5,,,2.2,4.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,6448,3356,0,0,100.0 %,100.0 %
TECS,7d RSI TECS LT14 - L TECS,3.5 %,19.3 %,1731,9658,100.0 %,9.1 %,3.5 %,211.6 %,0.0 %,-4.3 %,1,5,0.1,0.4,100.0 %,100.0 %,,,1731,1813,3.5 %,3.6 %,6,3.6,0,0,1,5,0,0,1,5,0,0,1,4,,,1,5,,,0,3.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1731,1813,0,0,100.0 %,100.0 %
TFI,20d RSI TFI LT44 - L TFI,-8.1 %,0.6 %,-4051,278,27.1 %,7.1 %,-29.9 %,7.8 %,-0.3 %,-0.2 %,5,5,0.4,0.4,60.0 %,80.0 %,0.1,,-810,56,-1.6 %,0.1 %,8,2.6,1,1,2,3,1,1,2,2,1,0,1,3,1.5,4,3,4,0.1,,-1.1,2.9,-8501,0,-8.5 %,0.0 %,-8501,0,-8.5 %,0.0 %,-8501,0,-8.5 %,0.0 %,60.0 %,80.0 %,60.0 %,80.0 %,60.0 %,75.0 %,111,69,-2192,0,50.0 %,100.0 %
TFLO,17d RSI TFLO LT65 - L TFLO,0.7 %,0.4 %,364,179,100.0 %,9.5 %,0.7 %,3.8 %,0.0 %,-0.0 %,12,4,1,0.3,83.3 %,100.0 %,,,30,45,0.1 %,0.1 %,15.8,5,2,0,10,4,2,0,9,4,1,0,6,3,5,,10,4,,,3.5,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,81.8 %,100.0 %,36,45,0,0,85.7 %,100.0 %
THD,5d RSI THD LT13 - L THD,6.9 %,3.8 %,3471,1898,12.5 %,5.2 %,55.5 %,73.6 %,-3.5 %,-2.7 %,5,5,0.4,0.4,60.0 %,80.0 %,2,5,694,375,1.4 %,0.8 %,3.4,1.6,2,1,3,4,2,1,3,4,1,0,2,3,1.5,4,3,4,3,19.8,1,2.7,-3525,-100,-3.5 %,-0.2 %,-3525,-100,-3.5 %,-0.2 %,-15,0,-0.0 %,0.0 %,60.0 %,80.0 %,60.0 %,80.0 %,60.0 %,80.0 %,1745,494,-881,-100,66.7 %,100.0 %
TIP,21d RSI TIP LT46 - L TIP,-0.2 %,2.0 %,-87,1026,9.0 %,6.3 %,-1.9 %,32.3 %,-0.2 %,-0.4 %,4,5,0.3,0.4,50.0 %,100.0 %,0.8,,-22,204,-0.0 %,0.4 %,3,2.2,1,0,1,5,1,0,2,4,1,0,1,2,1,,2,5,0.8,,-0.2,4,-621,0,-0.6 %,0.0 %,-621,0,-0.6 %,0.0 %,-621,0,-0.6 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,66.7 %,100.0 %,160,204,-204,0,50.0 %,100.0 %
TIPX,21d RSI TIPX LT47 - L TIPX,-2.7 %,1.2 %,-1341,616,14.1 %,9.5 %,-19.0 %,12.9 %,-0.1 %,-0.4 %,3,6,0.2,0.5,33.3 %,83.3 %,0.1,4,-447,102,-0.9 %,0.2 %,7.7,3,2,1,1,5,2,0,1,5,1,0,1,3,0.5,5,1,5,0.1,20,-1.2,3.5,-2862,-32,-2.9 %,-0.1 %,-2862,0,-2.9 %,0.0 %,-2742,0,-2.7 %,0.0 %,33.3 %,83.3 %,33.3 %,83.3 %,33.3 %,100.0 %,90,129,-716,-32,50.0 %,100.0 %
TLH,19d RSI TLH LT43 - L TLH,4.7 %,3.9 %,2328,1946,26.3 %,6.8 %,17.7 %,57.7 %,0.0 %,-0.3 %,9,6,0.8,0.5,88.9 %,100.0 %,1.2,,259,319,0.5 %,0.6 %,2.9,1.7,1,0,8,6,1,0,8,5,1,0,5,3,8,,8,6,9.7,,3.2,4.1,-534,0,-0.5 %,0.0 %,-534,0,-0.5 %,0.0 %,-534,0,-0.5 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,88.9 %,100.0 %,324,319,-267,0,83.3 %,100.0 %
TLT,11d RSI TLT LT35 - L TLT,0.2 %,4.9 %,90,2458,21.2 %,5.6 %,0.9 %,88.5 %,0.0 %,-0.6 %,5,5,0.4,0.4,80.0 %,100.0 %,0.3,,18,483,0.0 %,1.0 %,3.4,1.8,1,0,4,5,1,0,4,5,1,0,2,4,4,,4,5,1.1,,0.1,3.4,-1777,0,-1.8 %,0.0 %,-1777,0,-1.8 %,0.0 %,-1777,0,-1.8 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,245,483,-889,0,66.7 %,100.0 %
TMF,21d RSI TMF LT42 - L TMF,23.0 %,15.1 %,11503,7552,24.1 %,6.0 %,95.6 %,253.7 %,0.0 %,-2.0 %,9,5,0.8,0.4,88.9 %,100.0 %,2.7,,1278,1435,2.6 %,2.9 %,2.6,1.8,1,0,8,5,1,0,8,5,1,0,4,4,8,,8,5,21.8,,3.6,3.4,-1106,0,-1.1 %,0.0 %,-1106,0,-1.1 %,0.0 %,-1106,0,-1.1 %,0.0 %,88.9 %,100.0 %,88.9 %,100.0 %,88.9 %,100.0 %,1507,1435,-553,0,80.0 %,100.0 %
TNA,8d RSI TNA LT27 - L TNA,-73.8 %,28.3 %,-36906,14143,63.2 %,5.2 %,-116.9 %,548.3 %,-75.7 %,-5.4 %,3,4,0.2,0.3,33.3 %,100.0 %,0.2,,-12302,3237,-24.6 %,6.5 %,7,2.2,2,0,1,4,2,0,1,4,1,0,1,4,0.5,,1,4,0.1,,-1.3,4,-81484,0,-81.5 %,0.0 %,-81484,0,-81.5 %,0.0 %,-81484,0,-81.5 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,3836,3237,-20371,0,50.0 %,100.0 %
TOTL,3d RSI TOTL LT13 - L TOTL,0.3 %,1.9 %,160,933,16.8 %,6.3 %,1.9 %,29.4 %,-0.0 %,-0.1 %,3,5,0.2,0.4,66.7 %,100.0 %,6.7,,53,185,0.1 %,0.4 %,7.3,2.2,1,0,1,5,1,0,1,5,1,0,1,5,2,,2,5,13.4,,1.9,7.9,-26,0,-0.0 %,0.0 %,-26,0,-0.0 %,0.0 %,-26,0,-0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,86,185,-13,0,66.7 %,100.0 %
TQQQ,18d RSI TQQQ LT38 - L TQQQ,-24.3 %,24.7 %,-12130,12372,100.0 %,5.2 %,-24.3 %,479.6 %,-40.3 %,-12.6 %,4,4,0.3,0.3,25.0 %,75.0 %,1.2,3.4,-3033,2914,-6.1 %,5.8 %,4.8,2.2,3,1,1,2,3,1,0,2,1,1,0,2,0.3,3,1,3,0.4,10.2,-0.7,2.1,-40556,-1271,-40.6 %,-2.5 %,-24261,-1271,-24.3 %,-2.5 %,-24261,-1271,-24.3 %,-2.5 %,25.0 %,75.0 %,25.0 %,75.0 %,0.0 %,75.0 %,8148,4309,-6759,-1271,0.0 %,75.0 %
TUR,16d RSI TUR LT30 - L TUR,-15.2 %,11.6 %,-7621,5807,10.7 %,5.2 %,-142.8 %,225.1 %,-17.7 %,-4.1 %,4,5,0.3,0.4,50.0 %,100.0 %,0.1,,-1905,1120,-3.8 %,2.2 %,3.8,1.6,2,0,1,5,2,0,1,5,2,0,1,3,1,,2,5,0.1,,-1.1,2.6,-17904,0,-17.9 %,0.0 %,-17904,0,-17.9 %,0.0 %,-16496,0,-16.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,665,1120,-4476,0,33.3 %,100.0 %
TWM,20d RSI TWM LT33 - L TWM,-13.7 %,0.1 %,-6843,70,13.7 %,6.0 %,-100.2 %,2.4 %,-15.6 %,-3.5 %,3,3,0.2,0.2,33.3 %,33.3 %,0.3,2.2,-2281,26,-4.6 %,0.1 %,9.3,4,2,1,1,1,2,1,1,1,2,1,1,1,0.5,0.5,1,1,0.1,1.1,-1.4,0.1,-15935,-447,-15.9 %,-0.9 %,-15935,-447,-15.9 %,-0.9 %,-15935,-447,-15.9 %,-0.9 %,33.3 %,33.3 %,33.3 %,33.3 %,33.3 %,33.3 %,1125,725,-3984,-323,33.3 %,33.3 %
TZA,21d RSI TZA LT34 - L TZA,-21.9 %,0.1 %,-10957,32,14.5 %,6.0 %,-151.6 %,1.1 %,-24.6 %,-5.2 %,3,3,0.2,0.2,33.3 %,33.3 %,0.3,2.1,-3652,16,-7.3 %,0.0 %,10,4,2,1,1,1,2,1,1,1,2,1,1,1,0.5,0.5,1,1,0.1,1,-1.4,0,-25447,-631,-25.4 %,-1.3 %,-25447,-631,-25.4 %,-1.3 %,-25447,-631,-25.4 %,-1.3 %,33.3 %,33.3 %,33.3 %,33.3 %,33.3 %,33.3 %,1767,999,-6362,-476,33.3 %,33.3 %
UAE,20d RSI UAE LT40 - L UAE,-19.7 %,13.4 %,-9874,6725,74.6 %,11.5 %,-26.5 %,116.9 %,-27.8 %,-3.2 %,9,8,0.8,0.7,66.7 %,75.0 %,0.2,7.7,-1097,798,-2.2 %,1.6 %,4.4,2.6,1,1,2,2,1,1,2,2,2,1,1,3,2,3,6,6,0.4,23.2,-0.7,3.9,-27458,-194,-27.5 %,-0.4 %,-27458,-194,-27.5 %,-0.4 %,-24578,-94,-24.6 %,-0.2 %,66.7 %,75.0 %,66.7 %,75.0 %,62.5 %,75.0 %,1117,1112,-5526,-144,50.0 %,80.0 %
UDN,10d RSI UDN LT31 - L UDN,-1.6 %,2.3 %,-790,1147,14.3 %,5.2 %,-11.1 %,44.5 %,-2.0 %,-0.3 %,4,5,0.3,0.4,50.0 %,100.0 %,0.2,,-198,228,-0.4 %,0.5 %,5,1.6,2,0,1,5,2,0,1,5,2,0,1,5,1,,2,5,0.2,,-1.3,4.6,-1973,0,-2.0 %,0.0 %,-1973,0,-2.0 %,0.0 %,-1973,0,-2.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,98,228,-493,0,50.0 %,100.0 %
UDOW,15d RSI UDOW LT37 - L UDOW,-39.0 %,41.8 %,-19504,20921,19.3 %,7.9 %,-201.7 %,527.2 %,-68.3 %,-6.9 %,6,6,0.5,0.5,50.0 %,100.0 %,0.5,,-3251,3014,-6.5 %,6.0 %,4.8,2.3,3,0,3,6,3,0,2,5,1,0,2,4,1,,3,6,0.5,,-0.8,5.9,-72916,0,-72.9 %,0.0 %,-54280,0,-54.3 %,0.0 %,-54280,0,-54.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,40.0 %,100.0 %,5652,3014,-12153,0,66.7 %,100.0 %
UGL,10d RSI UGL LT31 - L UGL,12.7 %,3.5 %,6339,1725,9.0 %,5.2 %,140.2 %,66.9 %,0.0 %,-1.4 %,4,3,0.3,0.2,100.0 %,100.0 %,,,1585,570,3.2 %,1.1 %,3,3.3,0,0,4,3,0,0,4,3,0,0,3,3,,,4,3,,,1.8,2.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1585,570,0,0,100.0 %,100.0 %
UITB,21d RSI UITB LT49 - L UITB,-0.3 %,1.3 %,-153,638,22.8 %,7.1 %,-1.3 %,17.9 %,-0.1 %,-0.2 %,10,5,0.8,0.4,80.0 %,100.0 %,0.2,,-15,127,-0.0 %,0.2 %,2.9,2.6,1,0,6,5,1,0,3,5,1,0,3,3,4,,8,5,0.9,,-0.1,13.7,-4506,0,-4.5 %,0.0 %,-2781,0,-2.8 %,0.0 %,-2781,0,-2.8 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,71.4 %,100.0 %,268,127,-1148,0,75.0 %,100.0 %
ULST,3d RSI ULST LT47 - L ULST,-2.4 %,1.7 %,-1210,836,49.6 %,34.1 %,-4.9 %,4.9 %,-4.8 %,-0.0 %,16,12,1.3,1,93.8 %,100.0 %,0,,-76,69,-0.2 %,0.1 %,6.8,6.2,1,0,12,12,1,0,12,12,1,0,8,10,15,,15,12,0.5,,-0.5,6.7,-4821,0,-4.8 %,0.0 %,-4821,0,-4.8 %,0.0 %,-4673,0,-4.7 %,0.0 %,93.8 %,100.0 %,93.8 %,100.0 %,93.8 %,100.0 %,80,69,-2411,0,90.0 %,100.0 %
UNG,11d RSI UNG LT26 - L UNG,9.0 %,11.3 %,4515,5652,16.2 %,5.6 %,55.6 %,203.5 %,0.0 %,-1.4 %,3,5,0.2,0.4,66.7 %,100.0 %,1.3,,1505,1088,3.0 %,2.2 %,5,1.8,1,0,2,5,1,0,2,4,1,0,1,3,2,,2,5,2.6,,0.8,3.2,-5727,0,-5.7 %,0.0 %,-5727,0,-5.7 %,0.0 %,-1536,0,-1.5 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,3690,1088,-2864,0,50.0 %,100.0 %
UNL,5d RSI UNL LT12 - L UNL,0.6 %,8.4 %,320,4193,12.2 %,7.1 %,5.3 %,117.4 %,0.0 %,-1.9 %,2,6,0.2,0.5,50.0 %,100.0 %,1.2,,160,677,0.3 %,1.4 %,6,2,1,0,1,6,1,0,1,6,1,0,1,5,1,,1,6,1.2,,0.2,4.5,-2662,0,-2.7 %,0.0 %,-2662,0,-2.7 %,0.0 %,-2662,0,-2.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1651,677,-1331,0,50.0 %,100.0 %
UPRO,6d RSI UPRO LT21 - L UPRO,5.4 %,29.3 %,2700,14642,6.6 %,5.2 %,81.5 %,567.6 %,0.0 %,-6.0 %,3,4,0.2,0.3,66.7 %,100.0 %,0.7,,900,3326,1.8 %,6.7 %,3,2.2,1,0,2,4,1,0,2,4,0,0,2,4,2,,2,4,1.4,,0.3,6.4,-13470,0,-13.5 %,0.0 %,-13470,0,-13.5 %,0.0 %,0,0,0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,4718,3326,-6735,0,100.0 %,100.0 %
URA,20d RSI URA LT50 - L URA,-13.1 %,7.2 %,-6527,3604,46.3 %,54.8 %,-28.2 %,13.2 %,-31.8 %,-13.7 %,22,29,1.8,2.4,68.2 %,65.5 %,0.3,0.7,-297,132,-0.6 %,0.3 %,3.6,3.8,2,3,5,4,2,3,7,3,2,2,2,4,2.1,1.9,15,19,0.7,1.3,-0.5,0.6,-29039,-5305,-29.0 %,-10.6 %,-29039,-5305,-29.0 %,-10.6 %,-15201,-5291,-15.2 %,-10.6 %,68.2 %,65.5 %,68.2 %,65.5 %,64.7 %,58.3 %,1107,787,-3304,-1112,50.0 %,72.7 %
URTH,21d RSI URTH LT44 - L URTH,6.1 %,16.8 %,3055,8417,21.0 %,12.3 %,29.1 %,136.8 %,-8.6 %,-1.6 %,10,11,0.8,0.9,60.0 %,90.9 %,0.9,3.7,306,714,0.6 %,1.4 %,2.8,1.8,3,1,3,7,2,1,5,6,1,0,3,5,1.5,10,6,10,1.4,37.1,0.5,5.4,-12476,-218,-12.5 %,-0.4 %,-12476,-218,-12.5 %,-0.4 %,-102,0,-0.1 %,0.0 %,60.0 %,90.9 %,60.0 %,90.9 %,71.4 %,90.0 %,1762,807,-1880,-218,75.0 %,100.0 %
