,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2024 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IYF,19d RSI IYF LT41 - L IYF,6.8 %,8.2 %,3390,4155,6.1 %,17.6 %,111.6 %,47.2 %,0.0 %,-8.1 %,3,10,0.2,0.8,100.0 %,80.0 %,,0.7,1130,411,2.3 %,0.8 %,2.7,3.4,0,1,3,7,0,1,3,6,0,0,3,6,,4,3,8,,2.6,5.5,1.1,0,-2372,0.0 %,-4.7 %,0,-2372,0.0 %,-4.7 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,77.8 %,1130,833,0,-1277,100.0 %,100.0 %
IYH,12d RSI IYH LT27 - L IYH,0.2 %,6.9 %,97,3464,7.8 %,5.6 %,2.5 %,123.7 %,-1.0 %,-1.2 %,3,4,0.2,0.3,66.7 %,100.0 %,0.6,,32,839,0.1 %,1.7 %,3.7,2.5,1,0,2,4,1,0,2,4,1,0,2,3,2,,2,4,1.2,,0.1,4.3,-1018,0,-1.0 %,0.0 %,-1018,0,-1.0 %,0.0 %,-1018,0,-1.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,303,839,-509,0,66.7 %,100.0 %
IYJ,6d RSI IYJ LT21 - L IYJ,-0.8 %,6.8 %,-394,3414,7.2 %,8.4 %,-11.0 %,81.3 %,-1.2 %,-1.6 %,3,6,0.2,0.5,33.3 %,83.3 %,0.8,4.9,-131,550,-0.3 %,1.1 %,3.3,2.5,1,1,1,3,1,1,1,3,1,1,1,3,0.5,5,1,5,0.4,24.4,-0.6,4,-1204,-141,-1.2 %,-0.3 %,-1204,-141,-1.2 %,-0.3 %,-1204,-141,-1.2 %,-0.3 %,33.3 %,83.3 %,33.3 %,83.3 %,33.3 %,83.3 %,267,689,-331,-141,33.3 %,80.0 %
IYK,18d RSI IYK LT37 - L IYK,0.4 %,0.3 %,186,153,4.9 %,16.0 %,7.6 %,1.9 %,-0.2 %,-6.6 %,2,9,0.2,0.8,50.0 %,55.6 %,3,0.9,93,24,0.2 %,0.1 %,3.5,3.4,1,2,1,2,1,2,1,2,1,1,1,2,1,1.2,1,5,3,1.1,0.7,0.1,-187,-2384,-0.2 %,-4.8 %,-187,-2384,-0.2 %,-4.8 %,-187,-1415,-0.2 %,-2.8 %,50.0 %,55.6 %,50.0 %,55.6 %,50.0 %,55.6 %,279,585,-93,-676,50.0 %,60.0 %
IYM,19d RSI IYM LT35 - L IYM,-6.8 %,9.0 %,-3418,4539,92.9 %,6.0 %,-7.4 %,151.3 %,-1.5 %,-0.7 %,2,5,0.2,0.4,0.0 %,100.0 %,0,,-1709,871,-3.4 %,1.7 %,5.5,2,2,0,0,5,2,0,0,5,1,0,0,3,0,,0,5,0,,-2.4,6.5,-6837,0,-6.8 %,0.0 %,-6837,0,-6.8 %,0.0 %,-6837,0,-6.8 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,871,-1709,0,0.0 %,100.0 %
IYR,20d RSI IYR LT33 - L IYR,1.4 %,0.2 %,686,88,100.0 %,6.0 %,1.4 %,2.9 %,0.0 %,-5.6 %,1,3,0.1,0.2,100.0 %,66.7 %,,0.5,686,43,1.4 %,0.1 %,4,4,0,1,1,1,0,1,1,1,0,1,1,1,,2,1,2,,1.1,0,0.1,0,-1585,0.0 %,-3.2 %,0,-1585,0.0 %,-3.2 %,0,-1119,0.0 %,-2.2 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,686,858,0,-1585,100.0 %,50.0 %
IYT,4d RSI IYT LT11 - L IYT,-0.8 %,7.0 %,-404,3553,8.4 %,8.0 %,-9.6 %,88.8 %,-3.2 %,-2.5 %,3,4,0.2,0.3,33.3 %,100.0 %,1.5,,-135,863,-0.3 %,1.7 %,4.3,4,2,0,1,4,2,0,1,4,2,0,1,4,0.5,,1,4,0.8,,-0.2,2.5,-3257,0,-3.3 %,0.0 %,-3257,0,-3.3 %,0.0 %,-3257,0,-3.3 %,0.0 %,33.3 %,100.0 %,33.3 %,100.0 %,33.3 %,100.0 %,1225,863,-814,0,33.3 %,100.0 %
IYW,8d RSI IYW LT28 - L IYW,9.0 %,9.9 %,4490,4988,16.3 %,6.8 %,54.9 %,146.7 %,0.0 %,-2.5 %,4,5,0.3,0.4,100.0 %,100.0 %,,,1122,957,2.2 %,1.9 %,3.2,2.4,0,0,4,5,0,0,4,5,0,0,4,4,,,4,5,,,3.1,3.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1122,957,0,0,100.0 %,100.0 %
JDST,6d RSI JDST LT21 - L JDST,-5.1 %,6.0 %,-2551,3033,21.1 %,6.8 %,-24.2 %,89.2 %,-10.1 %,-13.2 %,6,3,0.5,0.2,33.3 %,66.7 %,1.3,1.2,-425,1045,-0.9 %,2.1 %,4.8,4.7,2,1,1,2,2,1,1,2,2,1,1,2,0.5,2,2,2,0.6,2.3,-0.4,0.7,-10443,-2323,-10.4 %,-4.7 %,-10443,-2323,-10.4 %,-4.7 %,-10443,-2323,-10.4 %,-4.7 %,33.3 %,66.7 %,33.3 %,66.7 %,33.3 %,66.7 %,2278,2729,-1777,-2323,33.3 %,66.7 %
JHMD,4d RSI JHMD LT17 - L JHMD,2.3 %,2.0 %,1159,1004,11.5 %,9.2 %,20.2 %,21.8 %,-1.7 %,-2.0 %,4,6,0.3,0.5,75.0 %,83.3 %,0.8,0.6,290,166,0.6 %,0.3 %,4.2,2.8,1,1,3,3,1,1,3,3,1,1,3,2,3,5,3,5,2.3,2.9,0.7,1.3,-1740,-513,-1.7 %,-1.0 %,-1740,-513,-1.7 %,-1.0 %,-1740,-251,-1.7 %,-0.5 %,75.0 %,83.3 %,75.0 %,83.3 %,75.0 %,83.3 %,676,301,-870,-513,75.0 %,75.0 %
JHMM,11d RSI JHMM LT25 - L JHMM,1.9 %,4.9 %,967,2490,100.0 %,5.6 %,1.9 %,88.9 %,0.0 %,-1.2 %,1,4,0.1,0.3,100.0 %,100.0 %,,,967,607,1.9 %,1.2 %,4,2.5,0,0,1,4,0,0,1,4,0,0,1,4,,,1,4,,,0,10.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,967,607,0,0,100.0 %,100.0 %
JIVE,12d RSI JIVE LT65 - L JIVE,22.6 %,904.8 %,11316,456020,78.5 %,76.0 %,28.8 %,1200.0 %,-2.8 %,-0.0 %,66,7,5.5,0.6,77.3 %,100.0 %,0.8,,171,59557,0.3 %,119.1 %,2,26.1,2,0,7,7,2,0,5,6,1,0,8,4,3.4,,51,7,2.8,,3.1,1.1,-1067,0,-1.1 %,0.0 %,-56,0,-0.1 %,0.0 %,-978,0,-1.0 %,0.0 %,77.3 %,100.0 %,77.3 %,100.0 %,69.0 %,100.0 %,348,59557,-429,0,91.7 %,100.0 %
JPIB,20d RSI JPIB LT38 - L JPIB,-0.1 %,1.2 %,-35,627,100.0 %,6.0 %,-0.1 %,20.9 %,0.0 %,-0.4 %,1,5,0.1,0.4,0.0 %,100.0 %,0,,-35,124,-0.1 %,0.2 %,2,2,1,0,0,5,1,0,0,5,1,0,0,3,0,,0,5,0,,0,3.5,-70,0,-0.1 %,0.0 %,-70,0,-0.1 %,0.0 %,-70,0,-0.1 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,124,-35,0,0.0 %,100.0 %
JPST,11d RSI JPST LT62 - L JPST,0.1 %,0.7 %,63,347,100.0 %,14.8 %,0.1 %,4.7 %,0.0 %,-0.1 %,1,9,0.1,0.8,100.0 %,100.0 %,,,63,38,0.1 %,0.1 %,6,3.1,0,0,1,9,0,0,1,8,0,0,1,4,,,1,9,,,0,4.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,63,38,0,0,100.0 %,100.0 %
JQUA,5d RSI JQUA LT20 - L JQUA,7.5 %,6.7 %,3738,3397,12.1 %,8.4 %,61.8 %,80.9 %,0.0 %,-1.7 %,5,6,0.4,0.5,80.0 %,83.3 %,3.5,14,748,548,1.5 %,1.1 %,3.4,2.5,1,1,4,3,1,1,4,3,1,1,4,3,4,5,4,5,14.1,70.2,2.8,3.8,-570,-48,-0.6 %,-0.1 %,-570,-48,-0.6 %,-0.1 %,-570,-48,-0.6 %,-0.1 %,80.0 %,83.3 %,80.0 %,83.3 %,80.0 %,83.3 %,1006,667,-285,-48,80.0 %,80.0 %
KBA,16d RSI KBA LT31 - L KBA,1.7 %,5.0 %,849,2538,100.0 %,6.0 %,1.7 %,84.6 %,0.0 %,-1.7 %,1,5,0.1,0.4,100.0 %,100.0 %,,,849,495,1.7 %,1.0 %,1,2,0,0,1,5,0,0,1,4,0,0,1,3,,,1,5,,,0,2.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,849,495,0,0,100.0 %,100.0 %
KBWD,12d RSI KBWD LT24 - L KBWD,2.1 %,6.2 %,1058,3123,100.0 %,7.2 %,2.1 %,86.8 %,0.0 %,-4.9 %,1,5,0.1,0.4,100.0 %,80.0 %,,,1058,610,2.1 %,1.2 %,4,2.6,0,1,1,4,0,0,1,4,0,0,1,2,,4,1,4,,,0,2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,100.0 %,1058,762,0,0,100.0 %,100.0 %
KIE,12d RSI KIE LT35 - L KIE,-0.1 %,11.5 %,-72,5791,10.3 %,6.8 %,-1.4 %,170.3 %,-2.2 %,-6.4 %,4,6,0.3,0.5,50.0 %,83.3 %,0.9,0.8,-18,935,-0.0 %,1.9 %,3.8,1.8,1,1,1,5,1,1,1,4,1,0,1,3,1,5,2,5,0.9,3.9,-0.1,1.6,-2226,-1923,-2.2 %,-3.9 %,-2226,-494,-2.2 %,-1.0 %,-1322,0,-1.3 %,0.0 %,50.0 %,83.3 %,50.0 %,83.3 %,50.0 %,80.0 %,595,1506,-631,-1923,33.3 %,100.0 %
KOLD,6d RSI KOLD LT21 - L KOLD,32.5 %,44.0 %,16270,22174,6.6 %,6.0 %,490.0 %,739.1 %,-2.2 %,-6.1 %,5,5,0.4,0.4,80.0 %,100.0 %,3.6,,3254,3822,6.5 %,7.6 %,2.2,2,1,0,3,5,1,0,3,5,1,0,2,4,4,,4,5,14.4,,3,4.2,-2432,0,-2.4 %,0.0 %,-2432,0,-2.4 %,0.0 %,-2432,0,-2.4 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,4372,3822,-1216,0,75.0 %,100.0 %
KORU,19d RSI KORU LT33 - L KORU,21.1 %,21.3 %,10546,10730,17.8 %,5.6 %,118.3 %,383.2 %,0.0 %,-3.6 %,4,5,0.3,0.4,100.0 %,100.0 %,,,2637,1980,5.3 %,4.0 %,3.5,1.8,0,0,4,5,0,0,4,4,0,0,3,3,,,4,5,,,3.6,4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,2637,1980,0,0,100.0 %,100.0 %
KSA,11d RSI KSA LT27 - L KSA,0.7 %,6.7 %,372,3388,7.8 %,6.0 %,9.5 %,112.9 %,0.0 %,-0.6 %,2,5,0.2,0.4,50.0 %,100.0 %,1.7,,186,656,0.4 %,1.3 %,3.5,2,1,0,1,5,1,0,1,5,1,0,1,3,1,,1,5,1.7,,0.4,4.1,-1033,0,-1.0 %,0.0 %,-1033,0,-1.0 %,0.0 %,-1033,0,-1.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,888,656,-517,0,50.0 %,100.0 %
KWEB,14d RSI KWEB LT36 - L KWEB,9.2 %,30.4 %,4624,15307,11.7 %,7.2 %,78.9 %,425.2 %,0.0 %,-1.4 %,5,8,0.4,0.7,100.0 %,100.0 %,,,925,1690,1.8 %,3.4 %,2.8,1.2,0,0,5,8,0,0,5,7,0,0,3,7,,,5,8,,,3.6,7.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,925,1690,0,0,100.0 %,100.0 %
LABD,9d RSI LABD LT24 - L LABD,13.7 %,15.9 %,6866,8023,5.9 %,5.6 %,233.5 %,286.5 %,0.0 %,-11.6 %,2,4,0.2,0.3,100.0 %,50.0 %,,7,3433,1963,6.9 %,3.9 %,2,2.5,0,2,2,2,0,1,2,2,0,0,2,1,,1,2,2,,7,1.5,1.3,0,-1302,0.0 %,-2.6 %,0,-311,0.0 %,-0.6 %,0,0,0.0 %,0.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,66.7 %,3433,4578,0,-651,100.0 %,100.0 %
LEMB,9d RSI LEMB LT19 - L LEMB,1.0 %,1.7 %,517,848,90.0 %,5.6 %,1.1 %,30.3 %,0.0 %,-1.2 %,2,3,0.2,0.2,100.0 %,66.7 %,,14.6,258,280,0.5 %,0.6 %,3.5,3.7,0,1,2,1,0,1,2,1,0,0,2,2,,2,2,2,,29.1,1.5,2.1,0,-30,0.0 %,-0.1 %,0,-30,0.0 %,-0.1 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,258,434,0,-30,100.0 %,100.0 %
LIT,17d RSI LIT LT29 - L LIT,2.1 %,10.5 %,1070,5270,6.6 %,6.8 %,32.4 %,155.0 %,0.0 %,-3.0 %,2,4,0.2,0.3,50.0 %,100.0 %,3.4,,535,1266,1.1 %,2.5 %,2.5,3.2,1,0,1,4,1,0,1,4,1,0,1,2,1,,1,4,3.4,,0.8,2.9,-882,0,-0.9 %,0.0 %,-882,0,-0.9 %,0.0 %,-882,0,-0.9 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1512,1266,-441,0,50.0 %,100.0 %
LMBS,10d RSI LMBS LT30 - L LMBS,1.0 %,1.4 %,479,721,25.4 %,6.8 %,3.8 %,21.2 %,0.0 %,-0.3 %,3,5,0.2,0.4,100.0 %,100.0 %,,,160,142,0.3 %,0.3 %,3.7,2.4,0,0,3,5,0,0,3,5,0,0,3,4,,,3,5,,,6.1,6.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,160,142,0,0,100.0 %,100.0 %
LQD,4d RSI LQD LT13 - L LQD,1.5 %,1.5 %,745,773,25.5 %,6.0 %,5.8 %,25.8 %,-0.0 %,-1.5 %,3,4,0.2,0.3,66.7 %,100.0 %,25.8,,248,191,0.5 %,0.4 %,2.7,2.8,1,0,2,4,1,0,2,4,1,0,2,4,2,,2,4,51.5,,1.6,3.4,-30,0,-0.0 %,0.0 %,-30,0,-0.0 %,0.0 %,-30,0,-0.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,380,191,-15,0,66.7 %,100.0 %
LRGF,9d RSI LRGF LT27 - L LRGF,4.5 %,5.4 %,2226,2734,6.2 %,6.4 %,72.1 %,85.4 %,0.0 %,-1.4 %,3,5,0.2,0.4,100.0 %,100.0 %,,,742,531,1.5 %,1.1 %,2.7,2.2,0,0,3,5,0,0,3,5,0,0,3,4,,,3,5,,,2,5.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,742,531,0,0,100.0 %,100.0 %
LVHI,14d RSI LVHI LT38 - L LVHI,2.5 %,8.1 %,1272,4088,7.8 %,9.2 %,32.4 %,88.9 %,0.0 %,-1.1 %,2,8,0.2,0.7,100.0 %,100.0 %,,,636,491,1.3 %,1.0 %,3,1.9,0,0,2,8,0,0,2,7,0,0,2,4,,,2,8,,,10.3,4.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,636,491,0,0,100.0 %,100.0 %
MBB,4d RSI MBB LT14 - L MBB,1.0 %,4.0 %,515,2036,7.6 %,6.0 %,13.6 %,67.9 %,0.0 %,-0.8 %,4,5,0.3,0.4,75.0 %,100.0 %,,,129,398,0.3 %,0.8 %,3.2,2,1,0,2,5,1,0,2,5,1,0,2,5,3,,3,5,,,2.3,5.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,172,398,0,0,75.0 %,100.0 %
MCHI,11d RSI MCHI LT31 - L MCHI,1.4 %,17.4 %,707,8786,100.0 %,7.2 %,1.4 %,244.1 %,0.0 %,-0.9 %,2,8,0.2,0.7,100.0 %,100.0 %,,,354,1017,0.7 %,2.0 %,1.5,1.2,0,0,2,8,0,0,2,7,0,0,1,7,,,2,8,,,2.7,5.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,354,1017,0,0,100.0 %,100.0 %
MDY,17d RSI MDY LT33 - L MDY,1.5 %,8.1 %,743,4100,100.0 %,5.6 %,1.5 %,146.4 %,0.0 %,-1.4 %,1,5,0.1,0.4,100.0 %,100.0 %,,,743,788,1.5 %,1.6 %,4,1.8,0,0,1,5,0,0,1,4,0,0,1,3,,,1,5,,,0,13.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,743,788,0,0,100.0 %,100.0 %
MEAR,16d RSI MEAR LT50 - L MEAR,0.9 %,0.4 %,437,201,70.8 %,7.6 %,1.2 %,5.3 %,0.0 %,-0.2 %,4,2,0.3,0.2,100.0 %,100.0 %,,,109,100,0.2 %,0.2 %,7,8.5,0,0,4,2,0,0,4,2,0,0,3,2,,,4,2,,,2.3,12.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,109,100,0,0,100.0 %,100.0 %
MGC,21d RSI MGC LT40 - L MGC,5.5 %,1.7 %,2732,841,9.9 %,6.4 %,55.3 %,26.3 %,0.0 %,-2.1 %,2,4,0.2,0.3,100.0 %,75.0 %,,1.6,1366,208,2.7 %,0.4 %,3,3,0,1,2,3,0,1,2,3,0,0,2,2,,3,2,3,,4.9,8.2,1.7,0,-211,0.0 %,-0.4 %,0,-211,0.0 %,-0.4 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,1366,347,0,-211,100.0 %,100.0 %
MGK,5d RSI MGK LT22 - L MGK,12.9 %,6.3 %,6473,3168,16.7 %,6.0 %,77.7 %,105.6 %,0.0 %,-2.6 %,7,4,0.6,0.3,100.0 %,75.0 %,,3.9,925,773,1.8 %,1.6 %,3.3,2.8,0,1,7,2,0,1,7,2,0,1,5,2,,3,7,3,,11.8,4.3,2.2,0,-286,0.0 %,-0.6 %,0,-286,0.0 %,-0.6 %,0,-286,0.0 %,-0.6 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,925,1126,0,-286,100.0 %,75.0 %
MGV,4d RSI MGV LT14 - L MGV,1.4 %,3.4 %,719,1721,18.6 %,6.0 %,7.7 %,57.4 %,-2.3 %,-2.3 %,5,4,0.4,0.3,40.0 %,75.0 %,2.4,2.8,144,424,0.3 %,0.8 %,5.8,2.8,2,1,2,2,2,1,2,2,2,0,2,3,0.7,3,2,3,1.6,8.5,0.4,1.8,-2401,-227,-2.4 %,-0.5 %,-2401,-227,-2.4 %,-0.5 %,-2401,0,-2.4 %,0.0 %,40.0 %,75.0 %,40.0 %,75.0 %,40.0 %,75.0 %,989,640,-420,-227,40.0 %,100.0 %
MINT,12d RSI MINT LT70 - L MINT,0.2 %,0.4 %,96,218,100.0 %,10.0 %,0.2 %,4.4 %,0.0 %,-0.1 %,1,7,0.1,0.6,100.0 %,100.0 %,,,96,31,0.2 %,0.1 %,1,2.6,0,0,1,7,0,0,1,5,0,0,1,2,,,1,7,,,0,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,96,31,0,0,100.0 %,100.0 %
MLPA,12d RSI MLPA LT36 - L MLPA,1.9 %,7.9 %,969,3969,8.8 %,6.4 %,21.9 %,124.0 %,-0.9 %,-2.3 %,4,5,0.3,0.4,75.0 %,100.0 %,1,,242,765,0.5 %,1.5 %,3,2.2,1,0,2,5,1,0,2,5,1,0,1,4,3,,3,5,3.1,,0.8,5.9,-907,0,-0.9 %,0.0 %,-907,0,-0.9 %,0.0 %,-592,0,-0.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,474,765,-453,0,66.7 %,100.0 %
MLPX,9d RSI MLPX LT32 - L MLPX,5.3 %,2.4 %,2670,1199,5.0 %,6.0 %,106.8 %,40.0 %,0.0 %,-5.7 %,3,4,0.2,0.3,100.0 %,75.0 %,,0.6,890,306,1.8 %,0.6 %,2,2.8,0,1,3,2,0,1,3,2,0,1,3,1,,3,3,3,,1.9,3.1,0.6,0,-1362,0.0 %,-2.7 %,0,-1362,0.0 %,-2.7 %,0,-77,0.0 %,-0.1 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,890,862,0,-1362,100.0 %,66.7 %
MMIT,18d RSI MMIT LT37 - L MMIT,2.6 %,0.3 %,1300,158,14.3 %,18.8 %,18.2 %,1.7 %,0.0 %,-2.0 %,5,7,0.4,0.6,100.0 %,85.7 %,,0.2,260,24,0.5 %,0.1 %,4.2,5.7,0,1,5,4,0,1,4,4,0,1,4,4,,6,5,6,,1.2,8.5,0.2,0,-806,0.0 %,-1.6 %,0,-479,0.0 %,-1.0 %,0,-479,0.0 %,-1.0 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,83.3 %,260,162,0,-806,100.0 %,83.3 %
MOO,19d RSI MOO LT28 - L MOO,1.3 %,3.5 %,632,1744,100.0 %,5.2 %,1.3 %,67.1 %,0.0 %,-1.6 %,1,3,0.1,0.2,100.0 %,100.0 %,,,632,572,1.3 %,1.1 %,3,3.3,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,2.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,632,572,0,0,100.0 %,100.0 %
MTUM,13d RSI MTUM LT32 - L MTUM,4.8 %,5.5 %,2414,2761,6.4 %,6.4 %,75.3 %,86.3 %,0.0 %,-2.8 %,2,5,0.2,0.4,100.0 %,80.0 %,,2.8,1207,538,2.4 %,1.1 %,1.5,2.2,0,1,2,4,0,1,2,4,0,0,2,4,,4,2,4,,11.3,4.6,2.6,0,-262,0.0 %,-0.5 %,0,-262,0.0 %,-0.5 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,1207,738,0,-262,100.0 %,100.0 %
MUNI,15d RSI MUNI LT32 - L MUNI,0.4 %,0.6 %,183,315,92.3 %,13.2 %,0.4 %,4.8 %,0.0 %,-1.7 %,4,8,0.3,0.7,75.0 %,87.5 %,0.7,0.2,46,40,0.1 %,0.1 %,2,3.1,1,1,3,4,1,1,2,4,1,1,1,3,3,7,3,7,2.1,1.4,0.7,0.4,-341,-709,-0.3 %,-1.4 %,-341,-709,-0.3 %,-1.4 %,-281,-218,-0.3 %,-0.4 %,75.0 %,87.5 %,75.0 %,87.5 %,66.7 %,85.7 %,118,147,-170,-709,50.0 %,75.0 %
NAIL,7d RSI NAIL LT23 - L NAIL,-11.9 %,28.5 %,-5934,14378,7.2 %,7.2 %,-164.3 %,399.4 %,-19.0 %,-6.5 %,2,4,0.2,0.3,50.0 %,100.0 %,0.4,,-2967,3244,-5.9 %,6.5 %,5.5,3.5,1,0,1,4,1,0,1,4,1,0,1,3,1,,1,4,0.4,,-0.6,7.6,-20716,0,-20.7 %,0.0 %,-20716,0,-20.7 %,0.0 %,-20716,0,-20.7 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,4424,3244,-10358,0,50.0 %,100.0 %
NEAR,3d RSI NEAR LT42 - L NEAR,2.2 %,1.2 %,1103,616,43.1 %,8.8 %,5.1 %,14.0 %,-0.3 %,-0.1 %,26,6,2.2,0.5,80.8 %,100.0 %,1.2,,42,101,0.1 %,0.2 %,3.2,2.7,1,0,10,6,1,0,9,6,1,0,6,4,4.2,,21,6,5.2,,3.5,2.9,-272,0,-0.3 %,0.0 %,-146,0,-0.1 %,0.0 %,-131,0,-0.1 %,0.0 %,80.8 %,100.0 %,80.8 %,100.0 %,78.3 %,100.0 %,65,101,-53,0,75.0 %,100.0 %
NLR,3d RSI NLR LT15 - L NLR,-0.7 %,6.9 %,-362,3496,21.2 %,7.6 %,-3.4 %,92.0 %,-5.1 %,-2.7 %,9,6,0.8,0.5,44.4 %,83.3 %,1.1,4.3,-40,564,-0.1 %,1.1 %,4.2,2.2,2,1,3,5,2,1,3,5,2,1,4,4,0.8,5,4,5,0.9,21.6,-0.1,2.9,-1907,-164,-1.9 %,-0.3 %,-1907,-164,-1.9 %,-0.3 %,-1907,-164,-1.9 %,-0.3 %,44.4 %,83.3 %,44.4 %,83.3 %,50.0 %,83.3 %,961,710,-841,-164,57.1 %,80.0 %
NOBL,13d RSI NOBL LT27 - L NOBL,0.9 %,0.3 %,426,152,100.0 %,5.2 %,0.9 %,5.8 %,0.0 %,-3.8 %,1,2,0.1,0.2,100.0 %,50.0 %,,1.3,426,81,0.9 %,0.2 %,4,5.5,0,1,1,1,0,1,1,1,0,0,1,1,,1,1,1,,1.3,0,0.2,0,-636,0.0 %,-1.3 %,0,-636,0.0 %,-1.3 %,0,0,0.0 %,0.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,426,797,0,-636,100.0 %,100.0 %
NUGT,17d RSI NUGT LT32 - L NUGT,8.0 %,6.9 %,3985,3492,100.0 %,5.2 %,8.0 %,134.3 %,0.0 %,-5.0 %,1,4,0.1,0.3,100.0 %,75.0 %,,2.6,3985,852,8.0 %,1.7 %,3,2.2,0,1,1,3,0,1,1,3,0,1,1,3,,3,1,3,,7.7,0,1.9,0,-512,0.0 %,-1.0 %,0,-512,0.0 %,-1.0 %,0,-512,0.0 %,-1.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,3985,1307,0,-512,100.0 %,75.0 %
