,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2023 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWC,13d RSI EWC LT30 - L EWC,3.0 %,8.2 %,1505,4115,8.3 %,5.2 %,36.3 %,158.9 %,0.0 %,-2.4 %,4,4,0.3,0.3,75.0 %,100.0 %,2.3,,376,996,0.8 %,2.0 %,2.5,2.2,1,0,3,4,1,0,3,4,1,0,3,4,3,,3,4,6.8,,1.7,5.3,-518,0,-0.5 %,0.0 %,-518,0,-0.5 %,0.0 %,-518,0,-0.5 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,588,996,-259,0,75.0 %,100.0 %
EWD,6d RSI EWD LT17 - L EWD,2.3 %,16.6 %,1159,8314,11.5 %,6.4 %,20.1 %,260.9 %,0.0 %,-2.9 %,2,4,0.2,0.3,100.0 %,100.0 %,,,580,1973,1.2 %,4.0 %,2,3,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,9.6,2.7,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,580,1973,0,0,100.0 %,100.0 %
EWG,4d RSI EWG LT12 - L EWG,0.6 %,17.4 %,301,8716,100.0 %,10.4 %,0.6 %,168.3 %,0.0 %,-4.9 %,1,8,0.1,0.7,100.0 %,87.5 %,,22.4,301,1020,0.6 %,2.0 %,2,2.2,0,1,1,7,0,1,1,7,0,1,1,7,,7,1,7,,157.1,0,2.9,0,-52,0.0 %,-0.1 %,0,-52,0.0 %,-0.1 %,0,-52,0.0 %,-0.1 %,100.0 %,87.5 %,100.0 %,87.5 %,100.0 %,87.5 %,301,1174,0,-52,100.0 %,87.5 %
EWH,13d RSI EWH LT21 - L EWH,1.4 %,13.0 %,679,6512,100.0 %,5.6 %,1.4 %,233.5 %,0.0 %,-1.8 %,1,5,0.1,0.4,100.0 %,100.0 %,,,679,1249,1.4 %,2.5 %,2,1.8,0,0,1,5,0,0,1,5,0,0,1,3,,,1,5,,,0,2.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,679,1249,0,0,100.0 %,100.0 %
EWJ,21d RSI EWJ LT35 - L EWJ,2.0 %,16.6 %,981,8326,100.0 %,11.2 %,2.0 %,149.3 %,0.0 %,-2.6 %,1,10,0.1,0.8,100.0 %,100.0 %,,,981,774,2.0 %,1.6 %,1,1.8,0,0,1,10,0,0,1,10,0,0,1,7,,,1,10,,,0,7.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,981,774,0,0,100.0 %,100.0 %
EWM,21d RSI EWM LT29 - L EWM,1.7 %,0.6 %,836,299,66.7 %,5.2 %,2.5 %,11.5 %,0.0 %,-2.6 %,2,3,0.2,0.2,100.0 %,66.7 %,,0.8,418,100,0.8 %,0.2 %,1,3.3,0,1,2,1,0,1,2,1,0,1,2,1,,2,2,2,,1.7,9,0.4,0,-437,0.0 %,-0.9 %,0,-437,0.0 %,-0.9 %,0,-184,0.0 %,-0.4 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,418,369,0,-437,100.0 %,50.0 %
EWQ,4d RSI EWQ LT13 - L EWQ,0.7 %,20.7 %,348,10405,100.0 %,11.6 %,0.7 %,180.1 %,0.0 %,-2.8 %,1,8,0.1,0.7,100.0 %,100.0 %,,,348,1210,0.7 %,2.4 %,2,2.6,0,0,1,8,0,0,1,8,0,0,1,7,,,1,8,,,0,2.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,348,1210,0,0,100.0 %,100.0 %
EWS,7d RSI EWS LT19 - L EWS,1.3 %,7.6 %,650,3809,7.6 %,10.0 %,17.0 %,76.5 %,-0.6 %,-3.6 %,2,6,0.2,0.5,50.0 %,83.3 %,3.1,2.4,325,617,0.6 %,1.2 %,3.5,3.2,1,1,1,4,1,1,1,4,1,0,1,5,1,5,1,5,3.1,11.8,0.7,2.6,-612,-342,-0.6 %,-0.7 %,-612,-342,-0.6 %,-0.7 %,-612,0,-0.6 %,0.0 %,50.0 %,83.3 %,50.0 %,83.3 %,50.0 %,83.3 %,955,808,-306,-342,50.0 %,100.0 %
EWT,11d RSI EWT LT25 - L EWT,1.7 %,12.7 %,854,6386,100.0 %,9.2 %,1.7 %,139.4 %,0.0 %,-4.6 %,1,6,0.1,0.5,100.0 %,83.3 %,,75.6,854,1012,1.7 %,2.0 %,2,2.8,0,1,1,4,0,1,1,4,0,0,1,5,,5,1,5,,378.1,0,4,0,-16,0.0 %,-0.0 %,0,-16,0.0 %,-0.0 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,854,1217,0,-16,100.0 %,100.0 %
EWU,11d RSI EWU LT29 - L EWU,4.6 %,17.1 %,2321,8573,10.2 %,10.8 %,45.3 %,159.4 %,-0.1 %,-3.4 %,5,7,0.4,0.6,80.0 %,85.7 %,16.8,,464,1143,0.9 %,2.3 %,2.4,2.9,1,1,3,5,1,1,3,5,0,0,4,6,4,6,4,6,67.2,,3.7,4.9,-70,0,-0.1 %,0.0 %,-70,0,-0.1 %,0.0 %,0,0,0.0 %,0.0 %,80.0 %,85.7 %,80.0 %,85.7 %,80.0 %,85.7 %,589,1333,-35,0,100.0 %,100.0 %
EWW,15d RSI EWW LT33 - L EWW,3.3 %,10.1 %,1648,5090,61.1 %,6.0 %,5.4 %,170.4 %,0.0 %,-1.6 %,2,5,0.2,0.4,100.0 %,100.0 %,,,824,977,1.6 %,1.9 %,4.5,2,0,0,2,5,0,0,2,4,0,0,1,4,,,2,5,,,2.9,4.9,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,824,977,0,0,100.0 %,100.0 %
EWY,6d RSI EWY LT14 - L EWY,0.5 %,2.8 %,265,1384,100.0 %,6.0 %,0.5 %,46.3 %,0.0 %,-4.4 %,1,4,0.1,0.3,100.0 %,50.0 %,,1.9,265,356,0.5 %,0.7 %,3,2.8,0,1,1,1,0,1,1,1,0,1,1,2,,1,1,2,,1.9,0,0.6,0,-1109,0.0 %,-2.2 %,0,-1109,0.0 %,-2.2 %,0,-1109,0.0 %,-2.2 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,265,1501,0,-789,100.0 %,66.7 %
EWZS,7d RSI EWZS LT20 - L EWZS,3.0 %,9.5 %,1519,4788,26.5 %,5.2 %,11.5 %,184.9 %,0.0 %,-4.9 %,2,4,0.2,0.3,100.0 %,75.0 %,,2.2,760,1169,1.5 %,2.3 %,3.5,2.2,0,1,2,3,0,1,2,3,0,1,2,3,,3,2,3,,6.6,1.6,1.8,0,-828,0.0 %,-1.7 %,0,-828,0.0 %,-1.7 %,0,-828,0.0 %,-1.7 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,760,1835,0,-828,100.0 %,75.0 %
EZA,21d RSI EZA LT33 - L EZA,2.3 %,8.8 %,1170,4441,100.0 %,5.6 %,2.3 %,159.2 %,0.0 %,-3.4 %,1,4,0.1,0.3,100.0 %,100.0 %,,,1170,1073,2.3 %,2.1 %,4,2.5,0,0,1,4,0,0,1,4,0,0,1,3,,,1,4,,,0,4.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1170,1073,0,0,100.0 %,100.0 %
EZU,5d RSI EZU LT12 - L EZU,0.7 %,17.6 %,358,8830,100.0 %,5.2 %,0.7 %,341.0 %,0.0 %,-1.8 %,1,4,0.1,0.3,100.0 %,100.0 %,,,358,2097,0.7 %,4.2 %,2,2.2,0,0,1,4,0,0,1,4,0,0,1,4,,,1,4,,,0,2.4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,358,2097,0,0,100.0 %,100.0 %
FAS,15d RSI FAS LT31 - L FAS,7.9 %,26.4 %,3972,13267,11.2 %,6.0 %,70.7 %,444.0 %,-1.5 %,-6.9 %,5,5,0.4,0.4,60.0 %,100.0 %,1,,794,2403,1.6 %,4.8 %,2.8,2,1,0,2,5,1,0,2,5,0,0,2,4,1.5,,3,5,1.5,,0.4,10.6,-14334,0,-14.3 %,0.0 %,-14334,0,-14.3 %,0.0 %,0,0,0.0 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,3971,2403,-3971,0,100.0 %,100.0 %
FAZ,20d RSI FAZ LT37 - L FAZ,-9.4 %,23.3 %,-4704,11682,18.5 %,8.0 %,-50.8 %,293.2 %,-17.6 %,-7.9 %,7,5,0.6,0.4,57.1 %,100.0 %,0.4,,-672,2170,-1.3 %,4.3 %,4.9,3,2,0,2,5,2,0,2,5,1,0,1,4,1.3,,4,5,0.6,,-0.7,2.6,-16848,0,-16.8 %,0.0 %,-16848,0,-16.8 %,0.0 %,-14009,0,-14.0 %,0.0 %,57.1 %,100.0 %,57.1 %,100.0 %,57.1 %,100.0 %,1499,2170,-3566,0,50.0 %,100.0 %
FBND,21d RSI FBND LT30 - L FBND,0.7 %,3.0 %,326,1533,100.0 %,10.4 %,0.7 %,29.6 %,0.0 %,-1.5 %,1,6,0.1,0.5,100.0 %,66.7 %,,5,326,252,0.7 %,0.5 %,2,3.3,0,1,1,3,0,1,1,3,0,1,1,3,,2,1,4,,10.1,0,2.6,0,-93,0.0 %,-0.2 %,0,-93,0.0 %,-0.2 %,0,-93,0.0 %,-0.2 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,326,419,0,-83,100.0 %,66.7 %
FBT,7d RSI FBT LT22 - L FBT,1.6 %,22.5 %,784,11314,11.7 %,6.4 %,13.4 %,355.0 %,-3.1 %,-3.8 %,5,5,0.4,0.4,60.0 %,100.0 %,1,,157,2081,0.3 %,4.2 %,3.2,2.2,1,0,2,5,1,0,2,5,1,0,2,3,1.5,,3,5,1.5,,0.4,5.6,-3297,0,-3.3 %,0.0 %,-3297,0,-3.3 %,0.0 %,-3297,0,-3.3 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,829,2081,-852,0,60.0 %,100.0 %
FCG,21d RSI FCG LT39 - L FCG,-5.4 %,15.0 %,-2706,7529,6.6 %,7.6 %,-82.4 %,198.9 %,-1.9 %,-12.0 %,2,6,0.2,0.5,0.0 %,83.3 %,0,4.1,-1353,1185,-2.7 %,2.4 %,5.5,2.2,2,1,0,5,2,1,0,4,2,1,0,3,0,5,0,5,0,20.6,-4.6,3.4,-5412,-363,-5.4 %,-0.7 %,-5412,-363,-5.4 %,-0.7 %,-5412,-363,-5.4 %,-0.7 %,0.0 %,83.3 %,0.0 %,83.3 %,0.0 %,80.0 %,0,1495,-1353,-363,0.0 %,75.0 %
FDD,4d RSI FDD LT10 - L FDD,0.4 %,18.3 %,182,9187,100.0 %,5.6 %,0.4 %,329.4 %,0.0 %,-1.4 %,1,5,0.1,0.4,100.0 %,100.0 %,,,182,1722,0.4 %,3.4 %,1,1.8,0,0,1,5,0,0,1,5,0,0,1,5,,,1,5,,,0,3.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,182,1722,0,0,100.0 %,100.0 %
FDIS,19d RSI FDIS LT35 - L FDIS,0.4 %,11.5 %,209,5772,100.0 %,10.8 %,0.4 %,107.3 %,0.0 %,-6.7 %,1,6,0.1,0.5,100.0 %,83.3 %,,3.7,209,924,0.4 %,1.9 %,7,3.5,0,1,1,4,0,1,1,4,0,0,1,5,,5,1,5,,18.4,0,2.5,0,-319,0.0 %,-0.6 %,0,-319,0.0 %,-0.6 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,209,1172,0,-319,100.0 %,100.0 %
FDL,7d RSI FDL LT24 - L FDL,0.5 %,7.9 %,233,3952,11.3 %,6.8 %,4.1 %,116.7 %,-0.6 %,-4.5 %,5,5,0.4,0.4,60.0 %,80.0 %,0.8,2.3,47,770,0.1 %,1.5 %,2.4,2.4,1,1,3,3,1,1,3,3,1,1,1,2,1.5,4,3,4,1.1,9.3,0.1,2.1,-2789,-462,-2.8 %,-0.9 %,-2789,-462,-2.8 %,-0.9 %,-1162,-462,-1.2 %,-0.9 %,60.0 %,80.0 %,60.0 %,80.0 %,60.0 %,80.0 %,650,1078,-858,-462,33.3 %,75.0 %
FDN,4d RSI FDN LT11 - L FDN,-2.6 %,10.3 %,-1289,5168,100.0 %,8.8 %,-2.6 %,117.9 %,0.0 %,-10.0 %,1,5,0.1,0.4,0.0 %,80.0 %,0,4.2,-1289,995,-2.6 %,2.0 %,6,3.4,1,1,0,3,1,1,0,3,1,0,0,4,0,4,0,4,0,16.9,0,2.9,-2578,-313,-2.6 %,-0.6 %,-2578,-313,-2.6 %,-0.6 %,-2578,0,-2.6 %,0.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0,1322,-1289,-313,0.0 %,100.0 %
FDT,8d RSI FDT LT26 - L FDT,0.6 %,20.2 %,311,10127,8.8 %,15.5 %,7.0 %,130.3 %,-2.2 %,-3.8 %,4,12,0.3,1,75.0 %,91.7 %,0.4,1.8,78,775,0.2 %,1.6 %,2.2,2.2,1,1,3,10,1,1,3,9,1,0,3,9,3,11,3,11,1.3,20.1,0.2,4.3,-2222,-488,-2.2 %,-1.0 %,-2222,-488,-2.2 %,-1.0 %,-2222,0,-2.2 %,0.0 %,75.0 %,91.7 %,75.0 %,91.7 %,75.0 %,90.9 %,474,890,-1111,-488,75.0 %,100.0 %
FDVV,7d RSI FDVV LT22 - L FDVV,4.1 %,7.3 %,2061,3690,10.8 %,10.0 %,38.2 %,74.1 %,-0.3 %,-4.4 %,5,6,0.4,0.5,80.0 %,66.7 %,4,2.8,412,600,0.8 %,1.2 %,2.6,3.2,1,1,2,2,1,1,2,2,1,1,2,2,4,2,4,4,15.8,5.5,2.7,1.9,-278,-518,-0.3 %,-1.0 %,-278,-518,-0.3 %,-1.0 %,-278,-518,-0.3 %,-1.0 %,80.0 %,66.7 %,80.0 %,66.7 %,80.0 %,66.7 %,550,1100,-139,-398,75.0 %,80.0 %
FENY,14d RSI FENY LT35 - L FENY,3.4 %,16.1 %,1682,8073,11.1 %,6.8 %,30.3 %,238.4 %,0.0 %,-9.6 %,5,5,0.4,0.4,80.0 %,100.0 %,0.5,,336,1518,0.7 %,3.0 %,3.4,2.4,1,0,4,5,1,0,4,5,1,0,3,4,4,,4,5,2,,0.7,5.3,-3265,0,-3.3 %,0.0 %,-3265,0,-3.3 %,0.0 %,-3265,0,-3.3 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,829,1518,-1632,0,75.0 %,100.0 %
FEZ,5d RSI FEZ LT13 - L FEZ,1.0 %,17.2 %,512,8614,100.0 %,5.2 %,1.0 %,332.6 %,0.0 %,-1.9 %,1,4,0.1,0.3,100.0 %,100.0 %,,,512,2048,1.0 %,4.1 %,2,2.2,0,0,1,4,0,0,1,4,0,0,1,4,,,1,4,,,0,2.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,512,2048,0,0,100.0 %,100.0 %
FGD,13d RSI FGD LT30 - L FGD,1.8 %,18.9 %,918,9496,9.5 %,13.6 %,19.3 %,140.2 %,-0.4 %,-4.3 %,4,11,0.3,0.9,75.0 %,90.9 %,1.7,1.5,230,797,0.5 %,1.6 %,2.5,2.1,1,1,3,10,1,1,3,9,1,1,2,7,3,10,3,10,5,14.8,1.5,4.6,-454,-636,-0.5 %,-1.3 %,-454,-636,-0.5 %,-1.3 %,-454,-636,-0.5 %,-1.3 %,75.0 %,90.9 %,75.0 %,90.9 %,75.0 %,90.0 %,382,940,-227,-636,66.7 %,87.5 %
FHLC,21d RSI FHLC LT36 - L FHLC,0.4 %,6.7 %,213,3378,8.9 %,7.2 %,4.8 %,94.2 %,-1.4 %,-4.7 %,3,5,0.2,0.4,66.7 %,80.0 %,0.6,2.8,71,663,0.1 %,1.3 %,4,2.6,1,1,2,4,1,1,2,3,1,1,1,3,2,4,2,4,1.3,11.3,0.2,1.7,-1439,-321,-1.4 %,-0.6 %,-1439,-321,-1.4 %,-0.6 %,-1336,-321,-1.3 %,-0.6 %,66.7 %,80.0 %,66.7 %,80.0 %,66.7 %,75.0 %,466,909,-720,-321,50.0 %,75.0 %
FIDU,21d RSI FIDU LT35 - L FIDU,4.3 %,10.4 %,2159,5220,36.0 %,6.0 %,12.0 %,174.7 %,0.0 %,-2.0 %,3,5,0.2,0.4,100.0 %,100.0 %,,,720,1000,1.4 %,2.0 %,2,2,0,0,3,5,0,0,3,5,0,0,2,5,,,3,5,,,17.6,7.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,720,1000,0,0,100.0 %,100.0 %
FLCH,6d RSI FLCH LT13 - L FLCH,1.5 %,8.8 %,752,4425,100.0 %,6.4 %,1.5 %,138.8 %,0.0 %,-13.7 %,1,3,0.1,0.2,100.0 %,66.7 %,,2,752,1499,1.5 %,3.0 %,1,4.3,0,1,1,2,0,1,1,2,0,0,1,2,,2,1,2,,4.1,0,1,0,-1474,0.0 %,-3.0 %,0,-1474,0.0 %,-3.0 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,752,2986,0,-1474,100.0 %,100.0 %
FLCO,8d RSI FLCO LT19 - L FLCO,1.4 %,5.4 %,702,2702,100.0 %,8.8 %,1.4 %,61.7 %,0.0 %,-1.1 %,1,8,0.1,0.7,100.0 %,100.0 %,,,702,329,1.4 %,0.7 %,4,1.8,0,0,1,8,0,0,1,8,0,0,1,6,,,1,8,,,0,5.2,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,702,329,0,0,100.0 %,100.0 %
FLGB,14d RSI FLGB LT31 - L FLGB,1.5 %,19.4 %,730,9761,100.0 %,10.4 %,1.5 %,188.4 %,0.0 %,-3.2 %,1,7,0.1,0.6,100.0 %,100.0 %,,,730,1289,1.5 %,2.6 %,1,2.7,0,0,1,7,0,0,1,7,0,0,1,6,,,1,7,,,0,5.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,730,1289,0,0,100.0 %,100.0 %
FLJP,17d RSI FLJP LT33 - L FLJP,1.7 %,11.2 %,862,5644,26.3 %,9.2 %,6.5 %,123.2 %,0.0 %,-2.6 %,2,8,0.2,0.7,100.0 %,100.0 %,,,431,671,0.9 %,1.3 %,1.5,1.9,0,0,2,8,0,0,2,8,0,0,1,6,,,2,8,,,7.4,7.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,431,671,0,0,100.0 %,100.0 %
FLKR,6d RSI FLKR LT19 - L FLKR,2.5 %,12.6 %,1233,6308,23.2 %,12.3 %,10.6 %,102.2 %,0.0 %,-6.6 %,4,9,0.3,0.8,75.0 %,66.7 %,0.7,1.4,308,683,0.6 %,1.4 %,2.2,2.4,1,1,3,3,1,1,2,3,1,1,2,6,3,2,3,6,2,2.8,0.7,1.4,-2557,-2344,-2.6 %,-4.7 %,-1427,-2344,-1.4 %,-4.7 %,-1427,-2344,-1.4 %,-4.7 %,75.0 %,66.7 %,75.0 %,66.7 %,66.7 %,66.7 %,837,1582,-1279,-1117,66.7 %,85.7 %
FLOT,4d RSI FLOT LT15 - L FLOT,0.8 %,1.0 %,424,496,100.0 %,7.2 %,0.8 %,13.8 %,0.0 %,-0.9 %,1,6,0.1,0.5,100.0 %,100.0 %,,,424,82,0.8 %,0.2 %,6,2,0,0,1,6,0,0,1,6,0,0,1,4,,,1,6,,,0,6.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,424,82,0,0,100.0 %,100.0 %
FLQM,19d RSI FLQM LT35 - L FLQM,2.4 %,9.2 %,1186,4597,51.7 %,8.4 %,4.6 %,109.9 %,0.0 %,-3.9 %,3,6,0.2,0.5,100.0 %,83.3 %,,37.4,395,739,0.8 %,1.5 %,4,2.5,0,1,3,5,0,1,3,4,0,1,2,4,,5,3,5,,186.8,5.4,3.1,0,-24,0.0 %,-0.1 %,0,-24,0.0 %,-0.1 %,0,-24,0.0 %,-0.1 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,395,891,0,-24,100.0 %,80.0 %
FLRN,3d RSI FLRN LT16 - L FLRN,1.1 %,1.6 %,541,784,23.5 %,22.7 %,4.6 %,6.9 %,0.0 %,-1.0 %,2,10,0.2,0.8,100.0 %,90.0 %,,4.5,271,78,0.5 %,0.2 %,3,4.7,0,1,2,8,0,1,2,8,0,0,2,6,,9,2,9,,40.3,10.4,4.2,0,-20,0.0 %,-0.0 %,0,-20,0.0 %,-0.0 %,0,0,0.0 %,0.0 %,100.0 %,90.0 %,100.0 %,90.0 %,100.0 %,90.0 %,271,88,0,-20,100.0 %,100.0 %
FLTR,19d RSI FLTR LT38 - L FLTR,1.0 %,0.4 %,479,199,100.0 %,15.5 %,1.0 %,2.6 %,0.0 %,-1.6 %,1,8,0.1,0.7,100.0 %,75.0 %,,0.4,479,25,1.0 %,0.1 %,6,3.9,0,1,1,4,0,1,1,2,0,2,1,1,,3,1,6,,1.3,0,0.3,0,-367,0.0 %,-0.7 %,0,-367,0.0 %,-0.7 %,0,-144,0.0 %,-0.3 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,479,147,0,-341,100.0 %,33.3 %
FLTW,6d RSI FLTW LT17 - L FLTW,1.5 %,6.2 %,764,3103,100.0 %,8.0 %,1.5 %,77.9 %,0.0 %,-4.7 %,1,5,0.1,0.4,100.0 %,80.0 %,,0.7,764,621,1.5 %,1.2 %,2,3,0,1,1,4,0,1,1,4,0,1,1,4,,4,1,4,,2.8,0,1.1,0,-1753,0.0 %,-3.5 %,0,-1753,0.0 %,-3.5 %,0,-1753,0.0 %,-3.5 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,764,1214,0,-1753,100.0 %,80.0 %
FNCL,16d RSI FNCL LT33 - L FNCL,8.3 %,12.2 %,4130,6139,10.7 %,9.2 %,77.6 %,134.0 %,0.0 %,-3.5 %,6,7,0.5,0.6,83.3 %,100.0 %,0.6,,688,833,1.4 %,1.7 %,2,2.3,1,0,5,7,1,0,4,7,0,0,2,6,5,,5,7,2.9,,1.2,4.5,-4326,0,-4.3 %,0.0 %,-2330,0,-2.3 %,0.0 %,0,0,0.0 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,80.0 %,100.0 %,1259,833,-2163,0,100.0 %,100.0 %
FNDA,19d RSI FNDA LT34 - L FNDA,3.9 %,12.4 %,1958,6223,6.6 %,6.4 %,59.5 %,195.2 %,0.0 %,-2.4 %,3,5,0.2,0.4,100.0 %,100.0 %,,,653,1184,1.3 %,2.4 %,2.7,2.2,0,0,3,5,0,0,3,5,0,0,2,5,,,3,5,,,6.9,5.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,653,1184,0,0,100.0 %,100.0 %
FNDB,12d RSI FNDB LT30 - L FNDB,3.3 %,7.1 %,1672,3559,8.4 %,5.2 %,39.9 %,137.4 %,0.0 %,-2.0 %,4,4,0.3,0.3,100.0 %,100.0 %,,,418,865,0.8 %,1.7 %,2.5,2.2,0,0,4,4,0,0,4,4,0,0,3,4,,,4,4,,,5.3,4.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,418,865,0,0,100.0 %,100.0 %
FNDC,20d RSI FNDC LT35 - L FNDC,-1.8 %,18.8 %,-881,9447,61.9 %,15.1 %,-2.8 %,124.8 %,-1.0 %,-3.2 %,2,12,0.2,1,0.0 %,91.7 %,0,4,-440,726,-0.9 %,1.4 %,5.5,2.2,2,1,0,10,2,1,0,9,1,0,0,8,0,11,0,11,0,43.9,-8.3,5.8,-1761,-203,-1.8 %,-0.4 %,-1761,-203,-1.8 %,-0.4 %,-1761,0,-1.8 %,0.0 %,0.0 %,91.7 %,0.0 %,91.7 %,0.0 %,90.9 %,0,810,-440,-203,0.0 %,100.0 %
FNDE,5d RSI FNDE LT11 - L FNDE,-0.3 %,3.3 %,-130,1671,100.0 %,5.2 %,-0.3 %,64.5 %,0.0 %,-2.7 %,1,3,0.1,0.2,0.0 %,100.0 %,0,,-130,550,-0.3 %,1.1 %,4,3.3,1,0,0,3,1,0,0,3,1,0,0,3,0,,0,3,0,,0,2.5,-260,0,-0.3 %,0.0 %,-260,0,-0.3 %,0.0 %,-260,0,-0.3 %,0.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0.0 %,100.0 %,0,550,-130,0,0.0 %,100.0 %
FNDF,9d RSI FNDF LT27 - L FNDF,1.7 %,20.6 %,852,10337,7.3 %,11.6 %,23.3 %,178.9 %,-0.8 %,-3.0 %,4,10,0.3,0.8,75.0 %,90.0 %,1,5.4,213,948,0.4 %,1.9 %,2,1.9,1,1,2,8,1,1,2,8,0,0,3,7,3,9,3,9,3.1,48.7,1,5.4,-813,-199,-0.8 %,-0.4 %,-813,-199,-0.8 %,-0.4 %,0,0,0.0 %,0.0 %,75.0 %,90.0 %,75.0 %,90.0 %,75.0 %,90.0 %,420,1076,-406,-199,100.0 %,100.0 %
FNDX,6d RSI FNDX LT16 - L FNDX,1.4 %,5.0 %,696,2507,100.0 %,5.2 %,1.4 %,96.8 %,0.0 %,-3.2 %,1,3,0.1,0.2,100.0 %,100.0 %,,,696,820,1.4 %,1.6 %,3,3.3,0,0,1,3,0,0,1,3,0,0,1,3,,,1,3,,,0,3.6,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,696,820,0,0,100.0 %,100.0 %
