,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2022 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWY,4d RSI IWY LT22 - L IWY,12.6 %,14.1 %,6291,7050,31.1 %,12.3 %,40.4 %,114.6 %,-3.6 %,-2.9 %,16,9,1.3,0.8,68.8 %,100.0 %,1.2,,393,741,0.8 %,1.5 %,3.8,2.4,2,0,5,9,2,0,5,9,1,0,6,6,2.2,,11,9,2.6,,1.6,4.4,-3932,0,-3.9 %,0.0 %,-3932,0,-3.9 %,0.0 %,-3932,0,-3.9 %,0.0 %,68.8 %,100.0 %,68.8 %,100.0 %,68.8 %,100.0 %,941,741,-811,0,81.8 %,100.0 %
IXC,3d RSI IXC LT10 - L IXC,-2.1 %,6.8 %,-1061,3424,15.0 %,7.1 %,-14.2 %,95.9 %,-9.4 %,-4.6 %,4,5,0.3,0.4,75.0 %,80.0 %,0.3,3.9,-265,672,-0.5 %,1.3 %,5,2.6,1,1,2,4,1,1,2,4,1,1,2,4,3,4,3,4,0.8,15.6,-0.2,2,-9800,-230,-9.8 %,-0.5 %,-9800,-230,-9.8 %,-0.5 %,-9800,-230,-9.8 %,-0.5 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,1280,898,-4900,-230,75.0 %,80.0 %
IXJ,21d RSI IXJ LT36 - L IXJ,3.5 %,6.4 %,1757,3222,9.5 %,6.0 %,37.0 %,108.3 %,0.0 %,-1.3 %,4,3,0.3,0.2,75.0 %,100.0 %,,,439,1055,0.9 %,2.1 %,3,4,1,0,2,3,1,0,2,3,0,0,3,2,3,,3,3,,,2,3.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,586,1055,0,0,100.0 %,100.0 %
IXN,3d RSI IXN LT11 - L IXN,3.6 %,10.1 %,1816,5044,15.3 %,7.1 %,23.8 %,141.2 %,-4.1 %,-2.9 %,8,5,0.7,0.4,50.0 %,100.0 %,1.7,,227,972,0.5 %,1.9 %,3.6,2.6,3,0,2,5,3,0,2,5,3,0,3,4,1,,4,5,1.7,,0.6,4.8,-4341,0,-4.3 %,0.0 %,-4341,0,-4.3 %,0.0 %,-4341,0,-4.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,1129,972,-675,0,57.1 %,100.0 %
IXUS,12d RSI IXUS LT34 - L IXUS,6.5 %,5.6 %,3274,2780,27.0 %,7.1 %,24.3 %,77.8 %,-3.4 %,-1.8 %,13,5,1.1,0.4,69.2 %,100.0 %,0.9,,252,546,0.5 %,1.1 %,2.8,2.6,2,0,3,5,2,0,3,5,2,0,3,5,2.2,,9,5,2.1,,1.2,3,-3611,0,-3.6 %,0.0 %,-3611,0,-3.6 %,0.0 %,-1328,0,-1.3 %,0.0 %,69.2 %,100.0 %,69.2 %,100.0 %,69.2 %,100.0 %,687,546,-727,0,66.7 %,100.0 %
IYC,11d RSI IYC LT36 - L IYC,26.5 %,12.3 %,13254,6167,32.8 %,5.6 %,80.8 %,222.0 %,-4.0 %,-2.1 %,18,5,1.5,0.4,77.8 %,100.0 %,1,,736,1178,1.5 %,2.4 %,3.4,1.8,1,0,8,5,1,0,8,5,1,0,8,4,3.5,,14,5,3.6,,2.3,7,-5047,0,-5.0 %,0.0 %,-5047,0,-5.0 %,0.0 %,-5047,0,-5.0 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,1305,1178,-1255,0,80.0 %,100.0 %
IYE,4d RSI IYE LT15 - L IYE,0.1 %,12.3 %,63,6158,13.8 %,5.2 %,0.9 %,238.8 %,-8.6 %,-4.8 %,4,5,0.3,0.4,75.0 %,80.0 %,0.3,1.8,16,1188,0.0 %,2.4 %,4.5,1.6,1,1,2,3,1,1,2,3,1,1,2,3,3,4,3,4,1,7.1,0,2.4,-9009,-968,-9.0 %,-1.9 %,-9009,-968,-9.0 %,-1.9 %,-9009,-968,-9.0 %,-1.9 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,1522,1727,-4504,-968,75.0 %,80.0 %
IYF,6d RSI IYF LT20 - L IYF,7.1 %,6.4 %,3574,3178,12.8 %,5.2 %,55.6 %,123.2 %,-0.1 %,-2.3 %,5,4,0.4,0.3,80.0 %,100.0 %,19.7,,715,780,1.4 %,1.6 %,3.4,2.2,1,0,4,4,1,0,4,4,1,0,4,4,4,,4,4,78.8,,2.4,2.6,-92,0,-0.1 %,0.0 %,-92,0,-0.1 %,0.0 %,-92,0,-0.1 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,905,780,-46,0,80.0 %,100.0 %
IYG,16d RSI IYG LT39 - L IYG,16.0 %,13.4 %,7987,6699,38.4 %,6.0 %,41.6 %,225.1 %,-3.6 %,-2.7 %,16,5,1.3,0.4,68.8 %,100.0 %,1,,499,1274,1.0 %,2.5 %,3.4,2,1,0,4,5,1,0,4,5,1,0,7,4,2.2,,11,5,2.2,,1.4,8.4,-4260,0,-4.3 %,0.0 %,-4260,0,-4.3 %,0.0 %,-2164,0,-2.2 %,0.0 %,68.8 %,100.0 %,68.8 %,100.0 %,78.6 %,100.0 %,1325,1274,-1318,0,87.5 %,100.0 %
IYH,4d RSI IYH LT12 - L IYH,-1.1 %,2.8 %,-530,1411,12.2 %,6.0 %,-8.7 %,47.4 %,-1.3 %,-1.9 %,3,2,0.2,0.2,66.7 %,100.0 %,0.1,,-177,702,-0.4 %,1.4 %,3.7,6.5,1,0,1,2,1,0,1,2,1,0,1,2,2,,2,2,0.2,,-0.9,2.7,-1347,0,-1.3 %,0.0 %,-1347,0,-1.3 %,0.0 %,-1163,0,-1.2 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,72,702,-673,0,50.0 %,100.0 %
IYJ,14d RSI IYJ LT34 - L IYJ,9.4 %,6.2 %,4679,3112,20.3 %,5.6 %,46.0 %,112.0 %,-2.7 %,-1.9 %,9,3,0.8,0.2,77.8 %,100.0 %,0.9,,520,1019,1.0 %,2.0 %,3,3.7,1,0,5,3,1,0,5,3,2,0,5,3,3.5,,7,3,3.3,,1.6,3.4,-2828,0,-2.8 %,0.0 %,-2828,0,-2.8 %,0.0 %,-2963,0,-3.0 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,956,1019,-1007,0,75.0 %,100.0 %
IYK,9d RSI IYK LT30 - L IYK,6.4 %,14.3 %,3179,7131,18.9 %,7.9 %,33.7 %,179.7 %,-0.8 %,-1.4 %,6,7,0.5,0.6,83.3 %,100.0 %,1.7,,530,964,1.1 %,1.9 %,3.7,1.9,1,0,5,7,1,0,5,7,1,0,5,6,5,,5,7,8.3,,1.7,4.9,-874,0,-0.9 %,0.0 %,-874,0,-0.9 %,0.0 %,-874,0,-0.9 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,723,964,-437,0,83.3 %,100.0 %
IYM,8d RSI IYM LT25 - L IYM,5.2 %,6.0 %,2607,2983,15.1 %,6.0 %,34.6 %,100.2 %,-3.1 %,-1.9 %,7,5,0.6,0.4,71.4 %,100.0 %,1,,372,584,0.7 %,1.2 %,2.7,2,1,0,4,5,1,0,3,5,1,0,2,5,2.5,,5,5,2.5,,1,4,-3185,0,-3.2 %,0.0 %,-1144,0,-1.1 %,0.0 %,-1144,0,-1.1 %,0.0 %,71.4 %,100.0 %,71.4 %,100.0 %,66.7 %,100.0 %,877,584,-890,0,60.0 %,100.0 %
IYR,15d RSI IYR LT41 - L IYR,-11.7 %,10.0 %,-5852,4984,44.8 %,7.1 %,-26.1 %,139.6 %,-18.9 %,-2.2 %,15,5,1.2,0.4,60.0 %,100.0 %,0.4,,-390,964,-0.8 %,1.9 %,4.8,2.6,2,0,3,5,2,0,2,5,2,0,1,4,1.5,,9,5,0.6,,-0.7,3.2,-16705,0,-16.7 %,0.0 %,-16705,0,-16.7 %,0.0 %,-2685,0,-2.7 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,57.1 %,100.0 %,1090,964,-2610,0,33.3 %,100.0 %
IYT,19d RSI IYT LT39 - L IYT,3.8 %,16.0 %,1896,8018,29.2 %,6.8 %,13.0 %,237.7 %,-5.2 %,-1.3 %,12,7,1,0.6,75.0 %,100.0 %,0.5,,158,1080,0.3 %,2.2 %,3.6,1.4,1,0,5,7,1,0,4,7,2,0,2,5,3,,9,7,1.4,,0.5,3.7,-4884,0,-4.9 %,0.0 %,-4884,0,-4.9 %,0.0 %,-5555,0,-5.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,70.0 %,100.0 %,722,1080,-1534,0,50.0 %,100.0 %
IYW,5d RSI IYW LT19 - L IYW,9.6 %,13.0 %,4789,6484,15.0 %,7.9 %,63.7 %,163.4 %,-1.2 %,-3.2 %,6,6,0.5,0.5,66.7 %,100.0 %,2.8,,798,1030,1.6 %,2.1 %,3.7,2.3,1,0,2,6,1,0,2,6,1,0,3,5,2,,4,6,5.5,,2,4,-1269,0,-1.3 %,0.0 %,-1269,0,-1.3 %,0.0 %,-1269,0,-1.3 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,1461,1030,-526,0,80.0 %,100.0 %
IYZ,14d RSI IYZ LT32 - L IYZ,1.3 %,6.9 %,674,3441,24.6 %,7.9 %,5.5 %,86.7 %,-6.8 %,-2.1 %,9,3,0.8,0.2,66.7 %,100.0 %,0.6,,75,1122,0.1 %,2.2 %,4,5.7,1,0,3,3,1,0,3,3,1,0,3,2,2,,6,3,1.1,,0.1,7.4,-7123,0,-7.1 %,0.0 %,-7123,0,-7.1 %,0.0 %,-6765,0,-6.8 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,950,1122,-1675,0,66.7 %,100.0 %
JDST,20d RSI JDST LT37 - L JDST,21.8 %,12.4 %,10904,6212,9.1 %,5.2 %,238.7 %,240.8 %,0.0 %,-7.9 %,4,4,0.3,0.3,75.0 %,75.0 %,1.9,1.7,2726,1531,5.5 %,3.1 %,3,2.2,1,1,3,2,1,1,3,2,1,1,3,2,3,3,3,3,5.7,5.2,1.7,1.4,-4631,-1474,-4.6 %,-3.0 %,-4631,-590,-4.6 %,-1.2 %,-4631,-590,-4.6 %,-1.2 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,66.7 %,4406,2533,-2315,-1474,75.0 %,66.7 %
JETS,5d RSI JETS LT10 - L JETS,10.5 %,20.1 %,5247,10076,100.0 %,8.3 %,10.5 %,241.8 %,0.0 %,-5.8 %,1,5,0.1,0.4,100.0 %,100.0 %,,,5247,1873,10.5 %,3.8 %,2,3.2,0,0,1,5,0,0,1,5,0,0,1,4,,,1,5,,,0,7.1,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,5247,1873,0,0,100.0 %,100.0 %
JHMD,11d RSI JHMD LT32 - L JHMD,11.0 %,4.1 %,5503,2040,25.4 %,6.8 %,43.3 %,60.5 %,-4.1 %,-2.0 %,12,3,1,0.2,83.3 %,100.0 %,0.7,,459,671,0.9 %,1.3 %,2.7,4.7,2,0,9,3,2,0,9,3,1,0,7,3,5,,10,3,3.4,,1.9,9.7,-4648,0,-4.6 %,0.0 %,-4648,0,-4.6 %,0.0 %,-4648,0,-4.6 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,783,671,-1162,0,88.9 %,100.0 %
JHMM,15d RSI JHMM LT40 - L JHMM,18.0 %,14.1 %,8980,7060,34.7 %,8.3 %,51.8 %,169.4 %,-3.8 %,-2.0 %,16,6,1.3,0.5,75.0 %,100.0 %,0.9,,561,1114,1.1 %,2.2 %,3.1,2.5,1,0,4,6,1,0,5,6,1,0,6,5,3,,12,6,2.7,,1.9,9.1,-4408,0,-4.4 %,0.0 %,-4408,0,-4.4 %,0.0 %,-2328,0,-2.3 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,80.0 %,100.0 %,1177,1114,-1286,0,77.8 %,100.0 %
JNUG,15d RSI JNUG LT31 - L JNUG,17.2 %,46.0 %,8605,22980,17.5 %,6.3 %,98.5 %,723.9 %,-5.4 %,-2.1 %,5,6,0.4,0.5,60.0 %,100.0 %,1.6,,1721,3267,3.4 %,6.5 %,2.4,1.7,2,0,3,6,2,0,3,6,1,0,2,5,1.5,,3,6,2.4,,0.9,6.5,-12343,0,-12.3 %,0.0 %,-12343,0,-12.3 %,0.0 %,-7360,0,-7.4 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,4925,3267,-3086,0,66.7 %,100.0 %
JPIB,4d RSI JPIB LT10 - L JPIB,-3.0 %,0.9 %,-1484,476,17.2 %,5.6 %,-17.2 %,17.1 %,-3.3 %,-0.2 %,4,4,0.3,0.3,50.0 %,100.0 %,0.2,,-371,119,-0.7 %,0.2 %,5.5,2.5,1,0,1,4,1,0,1,4,1,0,1,4,1,,2,4,0.2,,-1.4,3.2,-2256,0,-2.3 %,0.0 %,-2256,0,-2.3 %,0.0 %,-2256,0,-2.3 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,144,119,-887,0,50.0 %,100.0 %
JPST,4d RSI JPST LT13 - L JPST,-0.0 %,0.1 %,-12,47,19.4 %,6.8 %,-0.1 %,1.4 %,0.0 %,-0.1 %,2,3,0.2,0.2,50.0 %,100.0 %,0.5,,-6,16,-0.0 %,0.0 %,6,4.7,1,0,1,3,1,0,1,3,1,0,1,3,1,,1,3,0.5,,-0.5,4.9,-47,0,-0.0 %,0.0 %,-47,0,-0.0 %,0.0 %,-47,0,-0.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,12,16,-24,0,50.0 %,100.0 %
JQUA,6d RSI JQUA LT25 - L JQUA,10.9 %,9.3 %,5429,4638,21.6 %,6.8 %,50.2 %,137.5 %,-1.3 %,-1.9 %,9,4,0.8,0.3,77.8 %,100.0 %,1,,603,1125,1.2 %,2.2 %,3.2,3.2,1,0,6,4,1,0,6,4,1,0,4,4,3.5,,7,4,3.6,,1.8,3.8,-2731,0,-2.7 %,0.0 %,-2731,0,-2.7 %,0.0 %,-2731,0,-2.7 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,1075,1125,-1047,0,71.4 %,100.0 %
KBA,4d RSI KBA LT13 - L KBA,2.1 %,14.7 %,1025,7335,13.6 %,6.3 %,15.1 %,231.1 %,-2.0 %,-1.6 %,5,5,0.4,0.4,60.0 %,100.0 %,1.3,,205,1393,0.4 %,2.8 %,4.2,2.2,2,0,2,5,2,0,2,5,2,0,2,4,1.5,,3,5,2,,0.7,4.2,-2056,0,-2.1 %,0.0 %,-2056,0,-2.1 %,0.0 %,-2056,0,-2.1 %,0.0 %,60.0 %,100.0 %,60.0 %,100.0 %,60.0 %,100.0 %,684,1393,-514,0,60.0 %,100.0 %
KBE,4d RSI KBE LT21 - L KBE,3.5 %,35.0 %,1733,17511,27.5 %,19.8 %,12.6 %,176.5 %,-3.0 %,-7.3 %,11,12,0.9,1,54.5 %,91.7 %,1.3,11,158,1272,0.3 %,2.5 %,4.7,3.2,3,1,4,11,3,1,4,11,2,1,3,9,1.2,11,6,11,1.6,121.3,0.6,5.9,-407,-127,-0.4 %,-0.2 %,-407,-127,-0.4 %,-0.2 %,-407,-127,-0.4 %,-0.2 %,54.5 %,91.7 %,54.5 %,91.7 %,54.5 %,91.7 %,763,1400,-569,-127,55.6 %,90.0 %
KBWB,12d RSI KBWB LT39 - L KBWB,17.5 %,18.9 %,8735,9461,40.6 %,10.7 %,43.0 %,176.6 %,-4.0 %,-3.3 %,20,9,1.7,0.8,70.0 %,100.0 %,0.9,,437,975,0.9 %,1.9 %,3.8,2,2,0,4,9,2,0,4,8,1,0,3,4,2.3,,14,9,2.1,,1.5,5.8,-3585,0,-3.6 %,0.0 %,-3585,0,-3.6 %,0.0 %,-3585,0,-3.6 %,0.0 %,70.0 %,100.0 %,70.0 %,100.0 %,70.0 %,100.0 %,1201,975,-1346,0,70.0 %,100.0 %
KBWD,5d RSI KBWD LT20 - L KBWD,-8.2 %,11.9 %,-4108,5955,14.2 %,6.3 %,-58.0 %,187.6 %,-9.3 %,-3.2 %,6,5,0.5,0.4,33.3 %,80.0 %,0.5,7.3,-685,1144,-1.4 %,2.3 %,4.3,2.2,2,1,1,3,2,1,1,3,2,0,1,4,0.5,4,2,4,0.3,29.3,-1,3.3,-8368,-202,-8.4 %,-0.4 %,-8368,-202,-8.4 %,-0.4 %,-8368,0,-8.4 %,0.0 %,33.3 %,80.0 %,33.3 %,80.0 %,33.3 %,80.0 %,764,1480,-1409,-202,33.3 %,100.0 %
KBWY,3d RSI KBWY LT12 - L KBWY,-5.2 %,12.0 %,-2617,6021,18.2 %,6.0 %,-28.8 %,202.3 %,-7.8 %,-1.9 %,8,4,0.7,0.3,50.0 %,100.0 %,0.4,,-327,1443,-0.7 %,2.9 %,4.2,2.8,3,0,2,4,3,0,2,4,2,0,2,4,1,,4,4,0.4,,-0.8,9.8,-7998,0,-8.0 %,0.0 %,-7998,0,-8.0 %,0.0 %,-7998,0,-8.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,487,1443,-1142,0,57.1 %,100.0 %
KIE,15d RSI KIE LT38 - L KIE,14.6 %,14.0 %,7307,6992,18.0 %,6.8 %,81.3 %,207.3 %,-0.9 %,-2.2 %,9,6,0.8,0.5,77.8 %,100.0 %,3.8,,812,1103,1.6 %,2.2 %,2.4,1.8,1,0,5,6,1,0,5,6,1,0,4,5,3.5,,7,6,13.4,,3.1,10.8,-1063,0,-1.1 %,0.0 %,-1063,0,-1.1 %,0.0 %,-1063,0,-1.1 %,0.0 %,77.8 %,100.0 %,77.8 %,100.0 %,77.8 %,100.0 %,1128,1103,-295,0,75.0 %,100.0 %
KOLD,5d RSI KOLD LT11 - L KOLD,-8.5 %,39.7 %,-4237,19835,20.0 %,5.2 %,-42.4 %,769.0 %,-21.8 %,-7.8 %,2,4,0.2,0.3,50.0 %,100.0 %,0.7,,-2118,4402,-4.2 %,8.8 %,4,2.2,1,0,1,4,1,0,1,4,1,0,1,4,1,,1,4,0.7,,-0.3,3.9,-25508,0,-25.5 %,0.0 %,-25508,0,-25.5 %,0.0 %,-25508,0,-25.5 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,8517,4402,-12754,0,50.0 %,100.0 %
KORU,21d RSI KORU LT36 - L KORU,-1.9 %,7.5 %,-941,3749,28.0 %,6.0 %,-6.7 %,126.0 %,-23.7 %,-10.0 %,11,5,0.9,0.4,54.5 %,80.0 %,0.8,1.3,-86,737,-0.2 %,1.5 %,3.7,2,3,1,2,3,3,1,2,3,2,1,2,2,1.2,4,6,4,0.9,5.3,-0.1,1.8,-6797,-852,-6.8 %,-1.7 %,-6797,-852,-6.8 %,-1.7 %,-5847,-330,-5.8 %,-0.7 %,54.5 %,80.0 %,54.5 %,80.0 %,50.0 %,80.0 %,2902,1134,-3670,-852,42.9 %,66.7 %
KRE,3d RSI KRE LT16 - L KRE,4.9 %,31.3 %,2463,15628,28.7 %,24.2 %,17.1 %,129.1 %,-1.8 %,-7.6 %,12,12,1,1,58.3 %,83.3 %,1.5,2.7,205,1157,0.4 %,2.3 %,4.5,4.1,3,1,4,9,3,1,4,9,2,1,3,7,1.4,5,7,10,2.2,13.6,1.1,3.8,-404,-711,-0.4 %,-1.4 %,-404,-711,-0.4 %,-1.4 %,-404,-711,-0.4 %,-1.4 %,58.3 %,83.3 %,58.3 %,83.3 %,58.3 %,83.3 %,653,1499,-422,-551,60.0 %,80.0 %
KSA,8d RSI KSA LT33 - L KSA,-9.6 %,6.5 %,-4821,3229,41.9 %,9.5 %,-23.0 %,67.8 %,-9.0 %,-2.4 %,17,6,1.4,0.5,58.8 %,66.7 %,0.4,2.7,-284,529,-0.6 %,1.1 %,2.9,3,2,1,4,2,2,1,4,2,2,1,1,3,1.4,2,10,4,0.5,5.5,-1,1.9,-7662,-657,-7.7 %,-1.3 %,-7662,-657,-7.7 %,-1.3 %,-5407,-55,-5.4 %,-0.1 %,58.8 %,66.7 %,58.8 %,66.7 %,58.8 %,66.7 %,540,971,-1460,-356,33.3 %,75.0 %
KWEB,5d RSI KWEB LT11 - L KWEB,45.5 %,29.9 %,22757,14965,77.8 %,6.3 %,58.5 %,471.4 %,0.0 %,-8.4 %,2,5,0.2,0.4,50.0 %,100.0 %,61.7,,11378,2709,22.8 %,5.4 %,2.5,2.2,1,0,1,5,1,0,1,5,0,0,1,4,1,,1,5,61.7,,1.4,4.1,-749,0,-0.7 %,0.0 %,-749,0,-0.7 %,0.0 %,0,0,0.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,23132,2709,-375,0,100.0 %,100.0 %
LABD,6d RSI LABD LT20 - L LABD,13.2 %,26.5 %,6622,13264,25.0 %,5.2 %,53.0 %,514.2 %,0.0 %,-6.7 %,2,4,0.2,0.3,100.0 %,100.0 %,,,3311,3052,6.6 %,6.1 %,2,2.2,0,0,2,4,0,0,2,4,0,0,2,4,,,2,4,,,4.5,4,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,3311,3052,0,0,100.0 %,100.0 %
LEMB,12d RSI LEMB LT23 - L LEMB,4.2 %,1.0 %,2077,486,10.1 %,5.6 %,41.0 %,17.5 %,0.0 %,-1.9 %,5,4,0.4,0.3,100.0 %,75.0 %,,0.6,415,123,0.8 %,0.2 %,2,2.5,0,1,5,2,0,1,5,2,0,1,4,2,,3,5,3,,1.8,2.6,0.6,0,-610,0.0 %,-1.2 %,0,-610,0.0 %,-1.2 %,0,-610,0.0 %,-1.2 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,415,367,0,-610,100.0 %,75.0 %
LIT,3d RSI LIT LT10 - L LIT,-1.0 %,20.9 %,-511,10467,16.5 %,5.6 %,-6.2 %,376.8 %,-8.7 %,-0.8 %,8,5,0.7,0.4,75.0 %,100.0 %,0.3,,-64,1945,-0.1 %,3.9 %,4,1.8,1,0,4,5,1,0,4,5,1,0,2,5,3,,6,5,0.9,,-0.1,4.8,-7202,0,-7.2 %,0.0 %,-7202,0,-7.2 %,0.0 %,-7202,0,-7.2 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,878,1945,-2890,0,66.7 %,100.0 %
LMBS,4d RSI LMBS LT12 - L LMBS,-0.5 %,0.7 %,-254,350,16.0 %,6.8 %,-3.2 %,10.4 %,-1.0 %,-0.2 %,4,3,0.3,0.2,50.0 %,100.0 %,0.5,,-63,116,-0.1 %,0.2 %,5.2,4.7,2,0,2,3,2,0,2,3,2,0,2,2,1,,2,3,0.5,,-0.5,2.1,-1036,0,-1.0 %,0.0 %,-1036,0,-1.0 %,0.0 %,-1036,0,-1.0 %,0.0 %,50.0 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,132,116,-259,0,50.0 %,100.0 %
LQD,6d RSI LQD LT18 - L LQD,2.8 %,4.6 %,1413,2281,22.2 %,5.2 %,12.7 %,88.4 %,-1.5 %,-0.8 %,8,5,0.7,0.4,75.0 %,100.0 %,0.7,,177,448,0.4 %,0.9 %,4,1.6,1,0,3,5,1,0,3,5,1,0,2,4,3,,6,5,2.1,,0.9,6.3,-1563,0,-1.6 %,0.0 %,-1563,0,-1.6 %,0.0 %,-1563,0,-1.6 %,0.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,458,448,-667,0,66.7 %,100.0 %
LRGF,9d RSI LRGF LT27 - L LRGF,7.4 %,8.7 %,3713,4338,14.1 %,6.0 %,52.6 %,145.7 %,0.0 %,-1.3 %,6,4,0.5,0.3,83.3 %,100.0 %,1.4,,619,1056,1.2 %,2.1 %,3,2.8,1,0,5,4,1,0,5,4,1,0,3,4,5,,5,4,7.2,,2.3,3,-1199,0,-1.2 %,0.0 %,-1199,0,-1.2 %,0.0 %,-1199,0,-1.2 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,863,1056,-600,0,75.0 %,100.0 %
LVHI,4d RSI LVHI LT18 - L LVHI,6.9 %,5.7 %,3447,2860,13.4 %,5.2 %,51.6 %,110.9 %,-0.4 %,-0.2 %,7,5,0.6,0.4,85.7 %,100.0 %,3,,492,561,1.0 %,1.1 %,3,1.6,1,0,5,5,1,0,5,5,1,0,5,3,6,,6,5,17.9,,2.3,3.1,-408,0,-0.4 %,0.0 %,-408,0,-0.4 %,0.0 %,-408,0,-0.4 %,0.0 %,85.7 %,100.0 %,85.7 %,100.0 %,85.7 %,100.0 %,609,561,-204,0,85.7 %,100.0 %
MBB,12d RSI MBB LT28 - L MBB,2.2 %,0.7 %,1078,333,23.4 %,6.8 %,9.2 %,9.9 %,-0.7 %,-0.2 %,11,6,0.9,0.5,54.5 %,83.3 %,2.2,2.3,98,55,0.2 %,0.1 %,3.3,1.8,2,1,4,5,2,1,4,5,1,1,2,3,1.2,5,6,5,2.6,11.4,1.2,1.6,-598,-32,-0.6 %,-0.1 %,-598,-32,-0.6 %,-0.1 %,-640,-32,-0.6 %,-0.1 %,54.5 %,83.3 %,54.5 %,83.3 %,54.5 %,83.3 %,292,73,-134,-32,57.1 %,75.0 %
MCHI,12d RSI MCHI LT28 - L MCHI,-7.7 %,21.1 %,-3843,10539,17.8 %,6.3 %,-43.3 %,332.0 %,-9.5 %,-6.3 %,5,7,0.4,0.6,40.0 %,100.0 %,0.8,,-769,1386,-1.5 %,2.8 %,5,1.3,1,0,1,7,1,0,1,7,2,0,1,5,0.7,,2,7,0.5,,-0.6,9.6,-9689,0,-9.7 %,0.0 %,-9689,0,-9.7 %,0.0 %,-9039,0,-9.0 %,0.0 %,40.0 %,100.0 %,40.0 %,100.0 %,40.0 %,100.0 %,2118,1386,-2693,0,33.3 %,100.0 %
MDY,18d RSI MDY LT40 - L MDY,19.2 %,11.6 %,9606,5818,25.5 %,5.2 %,75.2 %,225.6 %,-2.6 %,-2.2 %,12,5,1,0.4,83.3 %,100.0 %,1,,800,1114,1.6 %,2.2 %,2.8,1.6,1,0,9,5,1,0,8,5,1,0,5,4,5,,10,5,4.9,,2.7,9.5,-3067,0,-3.1 %,0.0 %,-3067,0,-3.1 %,0.0 %,-1882,0,-1.9 %,0.0 %,83.3 %,100.0 %,83.3 %,100.0 %,81.8 %,100.0 %,1208,1114,-1237,0,75.0 %,100.0 %
MEAR,16d RSI MEAR LT41 - L MEAR,-0.2 %,0.2 %,-111,100,56.2 %,8.7 %,-0.4 %,2.3 %,-0.3 %,-0.1 %,5,3,0.4,0.2,40.0 %,100.0 %,0.9,,-22,33,-0.0 %,0.1 %,21,6.3,3,0,2,3,3,0,2,3,3,0,2,3,0.7,,2,3,0.6,,-0.5,6232.4,-581,0,-0.6 %,0.0 %,-581,0,-0.6 %,0.0 %,-581,0,-0.6 %,0.0 %,40.0 %,100.0 %,40.0 %,100.0 %,40.0 %,100.0 %,90,33,-97,0,40.0 %,100.0 %
