,,"Purpose of This Spreadsheet is to Outline the Methodology of System 30
Branches Traded in 2021 OOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDVV,3d RSI FDVV LT10 - L FDVV,2.8 %,6.7 %,1394,3356,17.4 %,5.9 %,16.0 %,113.2 %,-0.8 %,-12.4 %,5,4,0.4,0.3,80.0 %,75.0 %,1.1,0.8,279,888,0.6 %,1.8 %,3,2.8,1,1,3,3,1,1,3,3,1,0,3,3,4,3,4,3,4.2,2.3,1.4,0.7,-864,-2760,-0.9 %,-5.5 %,-864,-2760,-0.9 %,-5.5 %,-864,0,-0.9 %,0.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,456,2103,-432,-2760,80.0 %,100.0 %
FEZ,4d RSI FEZ LT11 - L FEZ,-0.7 %,7.3 %,-335,3616,11.5 %,7.1 %,-5.8 %,101.7 %,-3.3 %,-8.5 %,3,5,0.2,0.4,66.7 %,80.0 %,0.4,0.7,-112,732,-0.2 %,1.5 %,3.3,2.6,1,1,2,3,1,1,2,3,1,0,2,4,2,4,2,4,0.8,2.8,-0.2,1,-3381,-2001,-3.4 %,-4.0 %,-3381,-2001,-3.4 %,-4.0 %,-3381,0,-3.4 %,0.0 %,66.7 %,80.0 %,66.7 %,80.0 %,66.7 %,80.0 %,678,1415,-1691,-2001,66.7 %,100.0 %
FFTY,13d RSI FFTY LT33 - L FFTY,10.5 %,21.7 %,5261,10816,6.2 %,7.5 %,169.8 %,288.1 %,0.0 %,-10.7 %,3,6,0.2,0.5,100.0 %,66.7 %,,3.7,1754,1700,3.5 %,3.4 %,1.3,2.2,0,1,3,2,0,0,3,4,0,0,2,1,,2,3,4,,7.5,9.1,2.2,0,-1450,0.0 %,-2.9 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,100.0 %,1754,2944,0,-788,100.0 %,100.0 %
FHLC,8d RSI FHLC LT28 - L FHLC,4.7 %,18.7 %,2338,9326,15.1 %,5.5 %,31.0 %,337.1 %,-0.4 %,-7.2 %,4,5,0.3,0.4,75.0 %,80.0 %,4.4,14,585,1768,1.2 %,3.5 %,6.5,1.8,1,1,2,3,1,1,2,3,1,0,2,3,3,4,3,4,13.2,55.9,1.4,2.6,-383,-161,-0.4 %,-0.3 %,-383,-161,-0.4 %,-0.3 %,-383,0,-0.4 %,0.0 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,843,2251,-191,-161,75.0 %,100.0 %
FIDU,7d RSI FIDU LT22 - L FIDU,4.7 %,27.8 %,2325,13838,9.8 %,5.9 %,47.3 %,466.8 %,0.0 %,-8.5 %,3,5,0.2,0.4,100.0 %,80.0 %,,2.4,775,2574,1.6 %,5.2 %,3,2,0,1,3,4,0,1,3,3,0,0,3,2,,4,3,4,,9.5,2.5,2.3,0,-1517,0.0 %,-3.0 %,0,-1517,0.0 %,-3.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,775,3597,0,-1517,100.0 %,100.0 %
FIXD,3d RSI FIXD LT10 - L FIXD,0.2 %,2.5 %,81,1261,16.1 %,5.1 %,1.0 %,49.1 %,-0.7 %,-3.3 %,7,4,0.6,0.3,71.4 %,75.0 %,0.5,,12,315,0.0 %,0.6 %,3.6,2.2,1,1,3,2,1,1,3,2,1,0,4,3,2.5,3,5,3,1.2,,0.2,1.5,-710,0,-0.7 %,0.0 %,-710,0,-0.7 %,0.0 %,-710,0,-0.7 %,0.0 %,71.4 %,75.0 %,71.4 %,75.0 %,71.4 %,75.0 %,89,420,-183,0,83.3 %,100.0 %
FLBR,4d RSI FLBR LT10 - L FLBR,2.2 %,9.0 %,1102,4492,3.8 %,6.3 %,57.3 %,142.1 %,0.0 %,-7.7 %,2,4,0.2,0.3,100.0 %,75.0 %,,2.6,551,1118,1.1 %,2.2 %,1.5,3,0,1,2,3,0,1,2,3,0,0,2,3,,3,2,3,,7.9,3.3,1.3,0,-649,0.0 %,-1.3 %,0,-649,0.0 %,-1.3 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,551,1707,0,-649,100.0 %,100.0 %
FLCH,8d RSI FLCH LT30 - L FLCH,0.2 %,15.2 %,81,7588,20.6 %,5.1 %,0.8 %,295.3 %,-5.2 %,-2.1 %,10,6,0.8,0.5,30.0 %,100.0 %,2.4,,8,1202,0.0 %,2.4 %,3.4,1.2,4,0,1,6,4,0,1,5,3,0,1,4,0.4,,3,6,1,,0,3.6,-5395,0,-5.4 %,0.0 %,-5395,0,-5.4 %,0.0 %,-5395,0,-5.4 %,0.0 %,30.0 %,100.0 %,30.0 %,100.0 %,30.0 %,100.0 %,1149,1202,-481,0,33.3 %,100.0 %
FLJP,10d RSI FLJP LT23 - L FLJP,2.0 %,4.7 %,994,2349,100.0 %,5.5 %,2.0 %,84.9 %,0.0 %,-8.3 %,1,4,0.1,0.3,100.0 %,75.0 %,,1.1,994,588,2.0 %,1.2 %,2,2.5,0,1,1,3,0,1,1,2,0,0,1,1,,3,1,3,,3.3,0,1.2,0,-1027,0.0 %,-2.0 %,0,-96,0.0 %,-0.2 %,0,0,0.0 %,0.0 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,66.7 %,994,1127,0,-1027,100.0 %,100.0 %
FLKR,10d RSI FLKR LT31 - L FLKR,7.9 %,29.2 %,3955,14545,19.4 %,7.5 %,40.7 %,387.4 %,-2.2 %,-5.5 %,8,7,0.7,0.6,87.5 %,100.0 %,0.7,,494,1893,1.0 %,3.8 %,1.5,1.7,1,0,5,7,1,0,5,5,1,0,3,2,7,,7,7,4.6,,2.2,2.8,-2223,0,-2.2 %,0.0 %,-2223,0,-2.2 %,0.0 %,-1145,0,-1.1 %,0.0 %,87.5 %,100.0 %,87.5 %,100.0 %,87.5 %,100.0 %,724,1893,-1112,0,80.0 %,100.0 %
FLMI,20d RSI FLMI LT58 - L FLMI,0.1 %,1.6 %,51,784,58.6 %,44.3 %,0.2 %,3.5 %,-1.6 %,-10.7 %,22,26,1.8,2.2,68.2 %,80.8 %,0.5,0.3,2,36,0.0 %,0.1 %,4.3,3.3,3,2,7,12,4,2,5,10,2,1,3,6,2.1,4.2,15,21,1,1.2,0,0.2,-1306,-4316,-1.3 %,-8.6 %,-1613,-2289,-1.6 %,-4.6 %,-1613,-2313,-1.6 %,-4.6 %,68.2 %,80.8 %,68.2 %,80.8 %,56.2 %,80.0 %,112,255,-233,-883,57.1 %,87.5 %
FLTW,9d RSI FLTW LT29 - L FLTW,6.5 %,4.0 %,3226,1981,9.3 %,7.1 %,69.0 %,55.7 %,0.0 %,-14.5 %,4,6,0.3,0.5,100.0 %,83.3 %,,0.3,806,373,1.6 %,0.8 %,1.5,2,0,1,4,3,0,1,3,3,0,0,3,3,,5,4,5,,1.6,4.7,0.4,0,-4038,0.0 %,-8.1 %,0,-4038,0.0 %,-8.1 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,83.3 %,806,1255,0,-4038,100.0 %,100.0 %
FNCL,7d RSI FNCL LT22 - L FNCL,6.2 %,19.6 %,3096,9752,4.4 %,5.1 %,139.3 %,379.6 %,-0.1 %,-9.7 %,3,4,0.2,0.3,66.7 %,75.0 %,29.6,2.3,1032,2360,2.1 %,4.7 %,2.3,2.2,1,1,1,3,1,1,1,2,1,0,1,2,2,3,2,3,59.2,6.9,2,1.7,-106,-1587,-0.1 %,-3.2 %,-106,-1587,-0.1 %,-3.2 %,-106,0,-0.1 %,0.0 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,66.7 %,1575,3676,-53,-1587,66.7 %,100.0 %
FNDB,4d RSI FNDB LT23 - L FNDB,7.7 %,29.5 %,3857,14696,16.2 %,14.2 %,47.6 %,206.6 %,-0.9 %,-12.1 %,9,11,0.8,0.9,66.7 %,81.8 %,4.5,1.2,429,1225,0.9 %,2.5 %,3,2.3,2,1,3,6,2,1,3,5,2,0,2,6,2,4.5,6,9,9,5.5,2.2,2.1,-61,-2771,-0.1 %,-5.5 %,-61,-2771,-0.1 %,-5.5 %,-61,0,-0.1 %,0.0 %,66.7 %,81.8 %,66.7 %,81.8 %,66.7 %,80.0 %,723,1829,-161,-1496,62.5 %,100.0 %
FNDC,5d RSI FNDC LT19 - L FNDC,-1.2 %,13.2 %,-585,6596,16.3 %,8.3 %,-7.2 %,158.9 %,-3.0 %,-7.4 %,4,7,0.3,0.6,50.0 %,85.7 %,0.7,0.8,-146,915,-0.3 %,1.8 %,3.8,2,1,1,2,4,1,1,2,3,1,0,2,4,1,6,2,6,0.7,4.6,-0.3,1.8,-3086,-1767,-3.1 %,-3.5 %,-3086,-1767,-3.1 %,-3.5 %,-3086,0,-3.1 %,0.0 %,50.0 %,85.7 %,50.0 %,85.7 %,50.0 %,83.3 %,574,1362,-866,-1767,50.0 %,100.0 %
FNDE,6d RSI FNDE LT17 - L FNDE,2.5 %,16.3 %,1275,8108,5.7 %,5.1 %,44.6 %,315.6 %,0.0 %,-4.0 %,2,6,0.2,0.5,100.0 %,100.0 %,,,637,1288,1.3 %,2.6 %,2,1.2,0,0,2,6,0,0,2,5,0,0,2,4,,,2,6,,,8.6,2.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,637,1288,0,0,100.0 %,100.0 %
FNDF,4d RSI FNDF LT11 - L FNDF,0.8 %,0.6 %,414,315,13.1 %,6.3 %,6.3 %,10.0 %,-1.6 %,-7.6 %,3,4,0.2,0.3,66.7 %,75.0 %,0.8,0.4,138,95,0.3 %,0.2 %,4,3,1,1,2,2,1,1,2,2,1,1,2,2,2,3,2,3,1.5,1.2,0.3,0.2,-1641,-2045,-1.6 %,-4.1 %,-1641,-2045,-1.6 %,-4.1 %,-1641,-2045,-1.6 %,-4.1 %,66.7 %,75.0 %,66.7 %,75.0 %,66.7 %,75.0 %,617,808,-821,-2045,66.7 %,75.0 %
FNDX,3d RSI FNDX LT20 - L FNDX,7.5 %,33.3 %,3757,16586,18.5 %,19.0 %,40.7 %,174.8 %,-3.0 %,-12.1 %,10,14,0.8,1.2,70.0 %,71.4 %,1.4,2.1,376,1072,0.8 %,2.1 %,3.3,2.4,2,2,3,8,2,2,3,7,2,1,3,6,2.3,2.5,7,10,3.2,5.2,1.5,2.1,-1676,-641,-1.7 %,-1.3 %,-1676,-641,-1.7 %,-1.3 %,-1676,-424,-1.7 %,-0.8 %,70.0 %,71.4 %,70.0 %,71.4 %,70.0 %,69.2 %,779,1859,-566,-895,66.7 %,77.8 %
FREL,3d RSI FREL LT10 - L FREL,2.8 %,11.0 %,1415,5469,5.4 %,5.9 %,52.4 %,184.5 %,0.0 %,-7.4 %,2,4,0.2,0.3,100.0 %,100.0 %,,,708,1321,1.4 %,2.6 %,1,2.8,0,0,2,4,0,0,2,4,0,0,2,3,,,2,4,,,3.1,7.3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,708,1321,0,0,100.0 %,100.0 %
FSTA,10d RSI FSTA LT34 - L FSTA,3.3 %,26.6 %,1655,13224,13.4 %,7.5 %,24.8 %,352.2 %,-0.2 %,-9.6 %,4,6,0.3,0.5,75.0 %,83.3 %,5,3.3,414,2038,0.8 %,4.1 %,5.8,2.2,1,1,2,5,1,1,2,5,1,0,2,3,3,5,3,5,15,16.5,2.4,2.6,-236,-787,-0.2 %,-1.6 %,-236,-787,-0.2 %,-1.6 %,-236,0,-0.2 %,0.0 %,75.0 %,83.3 %,75.0 %,83.3 %,75.0 %,83.3 %,591,2602,-118,-787,75.0 %,100.0 %
FTCS,9d RSI FTCS LT28 - L FTCS,6.0 %,22.9 %,3010,11389,13.9 %,5.9 %,43.2 %,384.2 %,0.0 %,-8.5 %,4,5,0.3,0.4,100.0 %,80.0 %,,2.9,753,2144,1.5 %,4.3 %,3.2,2,0,1,4,4,0,1,4,3,0,0,4,2,,4,4,4,,11.5,3.3,2.3,0,-1023,0.0 %,-2.0 %,0,-1023,0.0 %,-2.0 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,753,2935,0,-1023,100.0 %,100.0 %
FTEC,10d RSI FTEC LT32 - L FTEC,8.0 %,33.5 %,4019,16663,11.0 %,6.3 %,73.3 %,527.0 %,0.0 %,-9.3 %,4,5,0.3,0.4,100.0 %,100.0 %,,,1005,3018,2.0 %,6.0 %,3.2,2.2,0,0,4,5,0,0,4,4,0,0,4,2,,,4,5,,,3.3,3,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1005,3018,0,0,100.0 %,100.0 %
FTSM,17d RSI FTSM LT70 - L FTSM,0.2 %,0.3 %,98,128,100.0 %,79.8 %,0.2 %,0.3 %,-0.1 %,-6.1 %,9,25,0.8,2.1,88.9 %,92.0 %,0.3,0.1,11,6,0.0 %,0.0 %,26,6.4,1,1,7,18,1,1,7,18,1,1,4,9,8,11.5,8,23,2.7,1.1,1.2,0.1,-118,-1289,-0.1 %,-2.6 %,-118,-1116,-0.1 %,-2.2 %,-118,-1035,-0.1 %,-2.1 %,88.9 %,92.0 %,88.9 %,92.0 %,88.9 %,94.7 %,20,62,-59,-645,83.3 %,90.0 %
FTXL,4d RSI FTXL LT18 - L FTXL,18.2 %,14.5 %,9111,7234,17.1 %,5.1 %,106.7 %,281.6 %,0.0 %,-9.2 %,7,4,0.6,0.3,100.0 %,50.0 %,,11.1,1302,1771,2.6 %,3.5 %,2,2.2,0,1,7,2,0,1,7,1,0,1,5,1,,1,7,2,,11.1,5.7,1.6,0,-389,0.0 %,-0.8 %,0,-389,0.0 %,-0.8 %,0,-311,0.0 %,-0.6 %,100.0 %,50.0 %,100.0 %,50.0 %,100.0 %,33.3 %,1302,3892,0,-350,100.0 %,50.0 %
FUTY,3d RSI FUTY LT16 - L FUTY,-1.7 %,19.5 %,-834,9724,21.2 %,13.0 %,-7.9 %,149.1 %,-2.8 %,-11.4 %,5,9,0.4,0.8,60.0 %,77.8 %,0.4,1.4,-167,1037,-0.3 %,2.1 %,6,2.7,1,1,2,4,1,1,2,4,1,1,2,4,1.5,3.5,3,7,0.6,5.1,-0.5,1.6,-2838,-1844,-2.8 %,-3.7 %,-2838,-1844,-2.8 %,-3.7 %,-2838,-451,-2.8 %,-0.9 %,60.0 %,77.8 %,60.0 %,77.8 %,60.0 %,77.8 %,368,1661,-969,-1148,60.0 %,85.7 %
FVD,4d RSI FVD LT17 - L FVD,5.3 %,6.4 %,2651,3201,6.8 %,7.5 %,78.5 %,85.2 %,-0.5 %,-11.4 %,4,5,0.3,0.4,75.0 %,80.0 %,4.1,0.5,663,672,1.3 %,1.3 %,2.8,2.8,1,1,2,4,1,1,2,4,1,0,2,4,3,4,3,4,12.2,2.2,2,0.7,-474,-2842,-0.5 %,-5.7 %,-474,-2842,-0.5 %,-5.7 %,-474,0,-0.5 %,0.0 %,75.0 %,80.0 %,75.0 %,80.0 %,75.0 %,80.0 %,963,1551,-237,-2842,75.0 %,100.0 %
FXE,4d RSI FXE LT11 - L FXE,0.2 %,2.0 %,106,1015,10.9 %,6.3 %,2.0 %,32.1 %,-0.7 %,-0.6 %,5,3,0.4,0.2,80.0 %,100.0 %,0.3,,21,339,0.0 %,0.7 %,3,4.3,1,0,3,3,1,0,3,3,1,0,3,3,4,,4,3,1.3,,0.2,1.3,-674,0,-0.7 %,0.0 %,-674,0,-0.7 %,0.0 %,-674,0,-0.7 %,0.0 %,80.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,111,339,-337,0,80.0 %,100.0 %
FXF,17d RSI FXF LT39 - L FXF,2.5 %,3.2 %,1269,1615,28.6 %,5.1 %,8.9 %,62.8 %,-2.2 %,-0.4 %,16,3,1.3,0.2,68.8 %,100.0 %,0.9,,79,537,0.2 %,1.1 %,2.7,3.3,3,0,5,3,3,0,5,3,3,0,5,3,2.2,,11,3,1.9,,0.9,1.9,-2220,0,-2.2 %,0.0 %,-1607,0,-1.6 %,0.0 %,-1078,0,-1.1 %,0.0 %,68.8 %,100.0 %,68.8 %,100.0 %,61.5 %,100.0 %,238,537,-269,0,62.5 %,100.0 %
FXI,11d RSI FXI LT29 - L FXI,16.1 %,21.8 %,8033,10831,8.7 %,5.1 %,184.3 %,421.6 %,0.0 %,-0.5 %,6,6,0.5,0.5,100.0 %,100.0 %,,,1339,1678,2.7 %,3.4 %,1.8,1.2,0,0,6,6,0,0,6,5,0,0,4,4,,,6,6,,,8.2,3.8,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1339,1678,0,0,100.0 %,100.0 %
FXO,3d RSI FXO LT12 - L FXO,10.8 %,5.6 %,5408,2777,16.2 %,7.9 %,66.9 %,70.2 %,-2.9 %,-12.9 %,9,5,0.8,0.4,66.7 %,80.0 %,1.8,0.5,601,595,1.2 %,1.2 %,3.2,3,2,1,2,4,2,1,2,4,2,1,2,3,2,4,6,4,3.5,1.8,1.7,0.6,-1238,-3620,-1.2 %,-7.2 %,-1238,-3620,-1.2 %,-7.2 %,-1238,-860,-1.2 %,-1.7 %,66.7 %,80.0 %,66.7 %,80.0 %,66.7 %,80.0 %,1262,1648,-721,-3620,62.5 %,75.0 %
FXU,5d RSI FXU LT25 - L FXU,-2.8 %,13.8 %,-1420,6899,15.8 %,12.7 %,-17.9 %,109.1 %,-2.3 %,-14.4 %,3,8,0.2,0.7,33.3 %,75.0 %,0.6,1.3,-473,848,-0.9 %,1.7 %,7.3,3,1,1,1,6,1,1,1,6,1,1,1,5,0.5,3,1,6,0.3,4,-1.1,1.4,-2289,-1800,-2.3 %,-3.6 %,-2289,-1800,-2.3 %,-3.6 %,-2289,-467,-2.3 %,-0.9 %,33.3 %,75.0 %,33.3 %,75.0 %,33.3 %,75.0 %,599,1508,-1009,-1134,33.3 %,83.3 %
FXY,3d RSI FXY LT14 - L FXY,-0.9 %,2.6 %,-452,1282,29.2 %,8.7 %,-3.1 %,29.5 %,-2.3 %,-0.8 %,14,6,1.2,0.5,64.3 %,66.7 %,0.4,3.5,-32,214,-0.1 %,0.4 %,3.2,2.7,2,1,6,3,2,1,5,3,3,1,4,3,1.8,2,9,4,0.8,7.1,-0.4,1.4,-2263,-193,-2.3 %,-0.4 %,-2263,-193,-2.3 %,-0.4 %,-2465,-193,-2.5 %,-0.4 %,64.3 %,66.7 %,64.3 %,66.7 %,61.5 %,66.7 %,162,373,-382,-105,50.0 %,66.7 %
GEM,11d RSI GEM LT27 - L GEM,7.2 %,25.1 %,3577,12483,13.5 %,5.1 %,52.8 %,485.9 %,0.0 %,-4.2 %,3,5,0.2,0.4,100.0 %,100.0 %,,,1192,2296,2.4 %,4.6 %,3.3,1.6,0,0,3,5,0,0,3,4,0,0,3,1,,,3,5,,,4.6,5.5,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,0,0,0.0 %,0.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,100.0 %,1192,2296,0,0,100.0 %,100.0 %
GLD,14d RSI GLD LT46 - L GLD,-7.1 %,13.5 %,-3546,6717,48.0 %,23.3 %,-14.8 %,57.6 %,-10.6 %,-5.1 %,23,16,1.9,1.3,60.9 %,81.2 %,0.3,1.2,-154,402,-0.3 %,0.8 %,4,2.7,3,2,3,5,3,2,5,5,3,1,2,3,1.6,4.3,14,13,0.5,5,-1.1,2.3,-7639,-836,-7.6 %,-1.7 %,-7639,-463,-7.6 %,-0.9 %,-10810,-763,-10.8 %,-1.5 %,60.9 %,81.2 %,60.9 %,81.2 %,61.1 %,78.6 %,284,618,-836,-533,44.4 %,83.3 %
GLTR,20d RSI GLTR LT47 - L GLTR,-1.2 %,4.2 %,-623,2084,51.8 %,17.8 %,-2.4 %,23.4 %,-9.1 %,-12.7 %,30,12,2.5,1,66.7 %,83.3 %,0.5,0.3,-21,186,-0.0 %,0.4 %,3.2,2.8,2,1,5,7,2,1,4,6,2,1,2,3,2,5,20,10,0.9,1.5,-0.1,0.5,-6726,-3252,-6.7 %,-6.5 %,-6227,-2086,-6.2 %,-4.2 %,-7974,-2086,-8.0 %,-4.2 %,66.7 %,83.3 %,66.7 %,83.3 %,56.5 %,80.0 %,508,656,-1079,-2162,44.4 %,71.4 %
GOVI,13d RSI GOVI LT33 - L GOVI,-1.4 %,2.4 %,-684,1169,23.5 %,5.5 %,-5.8 %,42.2 %,-2.7 %,-0.6 %,9,4,0.8,0.3,55.6 %,100.0 %,0.5,,-76,291,-0.2 %,0.6 %,4,2.5,2,0,2,4,3,0,2,4,3,0,1,3,1.2,,5,4,0.6,,-0.6,3.8,-2149,0,-2.1 %,0.0 %,-2670,0,-2.7 %,0.0 %,-2697,0,-2.7 %,0.0 %,55.6 %,100.0 %,55.6 %,100.0 %,50.0 %,100.0 %,199,291,-420,0,25.0 %,100.0 %
GOVT,16d RSI GOVT LT38 - L GOVT,0.6 %,1.9 %,297,938,30.0 %,7.9 %,2.0 %,23.7 %,-2.2 %,-0.4 %,12,6,1,0.5,66.7 %,100.0 %,0.6,,25,156,0.0 %,0.3 %,4,2.3,4,0,5,6,4,0,5,6,2,0,3,4,2,,8,6,1.3,,0.3,3.4,-2168,0,-2.2 %,0.0 %,-2168,0,-2.2 %,0.0 %,-2042,0,-2.0 %,0.0 %,66.7 %,100.0 %,66.7 %,100.0 %,66.7 %,100.0 %,173,156,-271,0,66.7 %,100.0 %
GREK,9d RSI GREK LT20 - L GREK,2.3 %,19.6 %,1169,9743,100.0 %,6.3 %,2.3 %,308.1 %,0.0 %,-11.3 %,1,6,0.1,0.5,100.0 %,83.3 %,,0.7,1169,1607,2.3 %,3.2 %,1,1.7,0,1,1,3,0,1,1,2,0,0,1,2,,5,1,5,,3.6,0,1.3,0,-3715,0.0 %,-7.4 %,0,-947,0.0 %,-1.9 %,0,0,0.0 %,0.0 %,100.0 %,83.3 %,100.0 %,83.3 %,100.0 %,75.0 %,1169,2672,0,-3715,100.0 %,100.0 %
GSIE,4d RSI GSIE LT13 - L GSIE,1.8 %,3.6 %,898,1781,7.4 %,5.5 %,24.2 %,64.4 %,-1.8 %,-7.9 %,4,4,0.3,0.3,75.0 %,75.0 %,0.7,0.6,225,475,0.4 %,0.9 %,2.5,2.5,1,1,3,2,1,1,3,2,1,0,3,3,3,3,3,3,2,1.9,0.7,0.5,-1821,-2057,-1.8 %,-4.1 %,-1821,-2057,-1.8 %,-4.1 %,-1821,0,-1.8 %,0.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,75.0 %,603,1319,-910,-2057,75.0 %,100.0 %
GSLC,9d RSI GSLC LT28 - L GSLC,3.9 %,23.8 %,1939,11843,71.4 %,5.9 %,5.4 %,399.5 %,0.0 %,-8.7 %,2,5,0.2,0.4,100.0 %,80.0 %,,3.9,969,2223,1.9 %,4.5 %,4,2,0,1,2,4,0,1,2,3,0,0,2,2,,4,2,4,,15.6,98.4,2.3,0,-763,0.0 %,-1.5 %,0,-763,0.0 %,-1.5 %,0,0,0.0 %,0.0 %,100.0 %,80.0 %,100.0 %,80.0 %,100.0 %,75.0 %,969,2970,0,-763,100.0 %,100.0 %
GSY,21d RSI GSY LT70 - L GSY,0.2 %,0.3 %,107,154,99.6 %,83.4 %,0.2 %,0.4 %,-0.1 %,-6.3 %,15,34,1.2,2.8,53.3 %,91.2 %,1.6,0.1,7,5,0.0 %,0.0 %,15.7,5,4,2,6,21,4,2,7,17,2,1,4,8,1.1,10.3,8,31,1.8,1.1,0.9,0.1,-47,0,-0.0 %,0.0 %,-47,0,-0.0 %,0.0 %,-142,-1282,-0.1 %,-2.6 %,53.3 %,91.2 %,53.3 %,91.2 %,57.1 %,88.9 %,30,53,-19,-493,55.6 %,90.9 %
GTO,16d RSI GTO LT50 - L GTO,3.1 %,2.1 %,1526,1063,52.5 %,18.2 %,5.8 %,11.7 %,-1.4 %,-12.0 %,31,10,2.6,0.8,71.0 %,90.0 %,0.9,0.2,49,112,0.1 %,0.2 %,3.3,3.6,5,1,8,9,4,1,8,8,2,1,4,5,2.4,9,22,9,2.1,1.6,1.8,0.5,-1391,-1968,-1.4 %,-3.9 %,-1347,-1968,-1.3 %,-3.9 %,-942,-1561,-0.9 %,-3.1 %,71.0 %,90.0 %,71.0 %,90.0 %,68.0 %,88.9 %,132,343,-152,-1968,70.0 %,83.3 %
GVAL,4d RSI GVAL LT11 - L GVAL,-2.9 %,11.5 %,-1465,5726,9.7 %,9.1 %,-30.1 %,126.0 %,-3.5 %,-8.5 %,2,7,0.2,0.6,50.0 %,85.7 %,0.2,0.6,-732,807,-1.5 %,1.6 %,7.5,2.3,1,1,1,5,1,1,1,4,1,0,1,5,1,6,1,6,0.2,3.5,-1,1.4,-3562,-2275,-3.6 %,-4.5 %,-3562,-2275,-3.6 %,-4.5 %,-3562,0,-3.6 %,0.0 %,50.0 %,85.7 %,50.0 %,85.7 %,50.0 %,83.3 %,316,1321,-1781,-2275,50.0 %,100.0 %
GVI,18d RSI GVI LT52 - L GVI,1.4 %,4.1 %,686,2058,81.0 %,33.6 %,1.7 %,12.2 %,-1.7 %,-10.0 %,30,12,2.5,1,66.7 %,75.0 %,0.7,10.2,23,170,0.0 %,0.3 %,5.5,6.1,3,1,7,4,3,1,8,4,2,0,6,6,2,3,20,9,1.4,30.6,0.7,1.9,-1696,-44,-1.7 %,-0.1 %,-1696,-44,-1.7 %,-0.1 %,-1606,0,-1.6 %,0.0 %,66.7 %,75.0 %,66.7 %,75.0 %,62.5 %,81.8 %,123,234,-178,-23,72.7 %,100.0 %
HDEF,4d RSI HDEF LT12 - L HDEF,3.2 %,0.2 %,1578,95,9.0 %,6.3 %,35.0 %,3.0 %,0.0 %,-8.0 %,3,4,0.2,0.3,100.0 %,75.0 %,,0.4,526,40,1.1 %,0.1 %,2.7,3,0,1,3,2,0,1,3,2,0,1,3,2,,3,3,3,,1.1,4.5,0.1,0,-2115,0.0 %,-4.2 %,0,-2115,0.0 %,-4.2 %,0,-2115,0.0 %,-4.2 %,100.0 %,75.0 %,100.0 %,75.0 %,100.0 %,75.0 %,526,759,0,-2115,100.0 %,75.0 %
HDGE,11d RSI HDGE LT19 - L HDGE,-6.6 %,2.8 %,-3289,1381,100.0 %,9.1 %,-6.6 %,30.4 %,0.0 %,-4.7 %,1,5,0.1,0.4,0.0 %,80.0 %,0,0.5,-3289,282,-6.6 %,0.6 %,15,3.6,1,1,0,3,1,1,0,3,1,1,0,3,0,4,0,4,0,2.1,0,0.7,-6577,-1261,-6.6 %,-2.5 %,-6577,-1261,-6.6 %,-2.5 %,-6577,-611,-6.6 %,-1.2 %,0.0 %,80.0 %,0.0 %,80.0 %,0.0 %,80.0 %,0,668,-3289,-1261,0.0 %,75.0 %
