oos_year,ticker,ours_branch_id,sheet_branch_id,status
2023,AGG,10d RSI AGG LT20 - L AGG,10d RSI AGG LT20 - L AGG,exact_both
2023,AGQ,6d RSI AGQ LT12 - L AGQ,6d RSI AGQ LT12 - L AGQ,exact_both
2023,AIRR,20d RSI AIRR LT38 - L AIRR,20d RSI AIRR LT38 - L AIRR,exact_both
2023,AMLP,19d RSI AMLP LT38 - L AMLP,19d RSI AMLP LT38 - L AMLP,exact_both
2023,AOR,21d RSI AOR LT33 - L AOR,21d RSI AOR LT33 - L AOR,exact_both
2023,ARKG,3d RSI ARKG LT12 - L ARKG,3d RSI ARKG LT12 - L ARKG,exact_both
2023,ARKK,4d RSI ARKK LT11 - L ARKK,4d RSI ARKK LT11 - L ARKK,exact_both
2023,BAR,12d RSI BAR LT28 - L BAR,12d RSI BAR LT28 - L BAR,exact_both
2023,BCI,5d RSI BCI LT12 - L BCI,5d RSI BCI LT12 - L BCI,exact_both
2023,BIZD,20d RSI BIZD LT37 - L BIZD,20d RSI BIZD LT37 - L BIZD,exact_both
2023,BOIL,4d RSI BOIL LT10 - L BOIL,4d RSI BOIL LT10 - L BOIL,exact_both
2023,BOTZ,21d RSI BOTZ LT33 - L BOTZ,21d RSI BOTZ LT33 - L BOTZ,exact_both
2023,CALF,4d RSI CALF LT13 - L CALF,4d RSI CALF LT13 - L CALF,exact_both
2023,COPX,10d RSI COPX LT24 - L COPX,10d RSI COPX LT24 - L COPX,exact_both
2023,CORN,20d RSI CORN LT35 - L CORN,20d RSI CORN LT35 - L CORN,exact_both
2023,COWZ,5d RSI COWZ LT13 - L COWZ,5d RSI COWZ LT13 - L COWZ,exact_both
2023,CQQQ,4d RSI CQQQ LT10 - L CQQQ,4d RSI CQQQ LT10 - L CQQQ,exact_both
2023,CXSE,4d RSI CXSE LT10 - L CXSE,4d RSI CXSE LT10 - L CXSE,exact_both
2023,DBA,12d RSI DBA LT33 - L DBA,12d RSI DBA LT33 - L DBA,exact_both
2023,DBC,3d RSI DBC LT10 - L DBC,3d RSI DBC LT10 - L DBC,exact_both
2023,DES,12d RSI DES LT29 - L DES,12d RSI DES LT29 - L DES,exact_both
2023,DFEN,14d RSI DFEN LT34 - L DFEN,14d RSI DFEN LT34 - L DFEN,exact_both
2023,DGRW,14d RSI DGRW LT30 - L DGRW,14d RSI DGRW LT30 - L DGRW,exact_both
2023,DIA,21d RSI DIA LT35 - L DIA,21d RSI DIA LT35 - L DIA,exact_both
